㔢	t͡ɕyəʔ²
殘	t͡sʰæ̃¹¹
殡	piŋ⁴⁵
殯	piŋ⁴⁵
段	tuæ̃⁴⁵
殺	saʔ²
殺價	saʔ² t͡ɕia⁴⁵
殺刮	saʔ²⁻⁵⁴ kuaʔ²
殺割	saʔ²⁻⁵⁴ kuaʔ²
殺棋	saʔ²⁻⁵⁴ t͡ɕʰi¹¹
殺豬的	saʔ²⁻⁵⁴ t͡su¹¹ təʔ²
殿	tie⁴⁵
毀	ɕuei⁵³
毁	ɕuei⁵³
母	mu⁵³
母牛	mu⁵³ niəu¹¹
母猫	mu⁵³ mau¹¹
母貓	mu⁵³ mau¹¹
母鴨子	mu⁵³ iaʔ² t͡səʔ³
母鸭子	mu⁵³ iaʔ² t͡səʔ³
每天	mei⁵³ tʰie¹¹
每年	mei⁵³ nie¹¹
毒	tuəʔ⁵⁴
比	pi⁵³
毕	piəʔ²
毕业	piəʔ²⁻⁵⁴ iəʔ²
毛	mau⁵³
毛毛	mau⁵³ mau⁵³⁻¹¹
毛猴	mau¹¹ xəu¹¹
毛笔	mau¹¹ piəʔ²
毛筆	mau¹¹ piəʔ²
毛豆角	mau¹¹ təu⁴⁵ t͡ɕyəʔ²
毛驢	mau¹¹ ly¹¹
毛驴	mau¹¹ ly¹¹
毡	t͡sæ̃¹¹
毫	xau¹¹
毫米	xau¹¹ mi⁵³
毯	tʰæ̃⁵³
毯子	tʰæ̃⁵³ t͡səʔ¹
毽	t͡ɕie⁴⁵
毽子	t͡ɕie⁴⁵ t͡səʔ⁴
氅	t͡sʰɒ̃¹¹
氈	t͡sæ̃¹¹
民	miŋ¹¹
民事	miŋ¹¹ sz̩⁴⁵
民国	miŋ¹¹ kuəʔ²
民國	miŋ¹¹ kuəʔ²
民工	miŋ¹¹ kuŋ¹¹
民歌	miŋ¹¹ kɤ¹¹
气	t͡ɕʰi⁴⁵
氣	t͡ɕʰi⁴⁵
水	suei⁵³
水库	suei⁵³ kʰu⁴⁵
水庫	suei⁵³ kʰu⁴⁵
水果	suei⁵³⁻¹¹ kuɤ⁵³
水笔	suei⁵³ piəʔ²
水筆	suei⁵³ piəʔ²
水菜	suei⁵³ t͡sʰai⁴⁵
永	yŋ⁵³
汁	t͡səʔ²
求	t͡ɕʰiəu¹¹
汉	xæ̃⁴⁵
汗	xæ̃⁴⁵
汗衫	xæ̃⁴⁵ sæ̃¹¹
江	t͡ɕiaŋ¹¹
江米	t͡ɕiɒ̃¹¹ mi⁵³
池	t͡sʰz̩¹¹
汤	tʰɒ̃¹¹
汧	t͡ɕʰie¹¹
汧屁股紙	t͡ɕʰie¹¹ pʰi⁴⁵ kuəʔ² t͡sz̩⁵³
汧屁股纸	t͡ɕʰie¹¹ pʰi⁴⁵ kuəʔ² t͡sz̩⁵³
決	t͡ɕyəʔ²
汽	t͡ɕʰi⁴⁵
汽油	t͡ɕʰi⁴⁵ iəu¹¹
汽路	t͡ɕʰi⁴⁵ ləu⁴⁵
汽車	t͡ɕʰi⁴⁵ t͡sʰɤ¹¹
汽车	t͡ɕʰi⁴⁵ t͡sʰɤ¹¹
沈	səŋ⁵³
沉	t͡sʰəŋ¹¹
沒	məʔ²
沙	sa¹¹
沙土	sa¹¹ tʰu⁵³
沙子	sa¹¹ t͡səʔ²
沟	kəu¹¹
没	məʔ²
沤粪	ɣəu⁴⁵ fəŋ⁴⁵
沫	maʔ²
河	xɤ¹¹
油	iəu¹¹
油笔	iəu¹¹ piəʔ²
油筆	iəu¹¹ piəʔ²
沼	t͡sau¹¹
沾	t͡sæ̃¹¹
沾光	t͡sæ̃¹¹ kuɒ̃¹¹
沿	ie¹¹
況	kʰuɒ̃⁴⁵
泉	t͡ɕʰye¹¹
泉水	t͡ɕʰye¹¹ suei⁵³
泉眼	t͡ɕʰye¹¹ nie⁵³
泔	kæ̃¹¹
法	faʔ²
法儿	fɑɻ¹¹
法兒	fɑɻ¹¹
法官	faʔ²⁻⁵⁴ kuæ̃¹¹
法庭	faʔ²⁻⁵⁴ tʰiŋ¹¹
泛	fæ̃⁴⁵
泡子	pʰau¹¹ t͡səʔ²
波	pɤ¹¹
泥	ni¹¹
泥匠	ni⁴⁵ t͡ɕiɒ̃⁴⁵
泥淋忽擦	ni¹¹ liŋ¹¹ xuəʔ²⁻⁵³ t͡sʰaʔ²
泥糊糊	ni¹¹ xu¹¹ xu¹¹⁻⁴⁵
泥鰍魚	ni¹¹ t͡ɕʰiəu¹¹ y¹¹
泥鳅鱼	ni¹¹ t͡ɕʰiəu¹¹ y¹¹
注	t͡su⁴⁵
泪	luei⁴⁵
泰	tʰai⁴⁵
泳	yŋ⁵³
泼茶	pʰaʔ²⁻⁵⁴ t͡sʰa¹¹
洋	iɒ̃¹¹
洋井	iɒ̃¹¹ t͡ɕiŋ⁵³
洋人	iɒ̃¹¹ ʐəŋ¹¹
洋取灯	iɒ̃¹¹ t͡ɕʰyəʔ²⁻⁵⁴ təŋ¹¹
洋取燈	iɒ̃¹¹ t͡ɕʰyəʔ²⁻⁵⁴ təŋ¹¹
洋旱烟	iɒ̃¹¹ xæ̃⁴⁵ ie¹¹
洋旱煙	iɒ̃¹¹ xæ̃⁴⁵ ie¹¹
洋油	iɒ̃¹¹ iəu¹¹
洋火	iɒ̃¹¹ xuɤ⁵³
洋灰	iɒ̃¹¹ xuei¹¹
洋烟	iɒ̃¹¹ ie¹¹
洋烟鬼	iɒ̃¹¹ ie¹¹ kuei⁵³
洋煙	iɒ̃¹¹ ie¹¹
洋煙鬼	iɒ̃¹¹ ie¹¹ kuei⁵³
洋码码	iɒ̃¹¹ ma⁵³ ma⁵³⁻¹¹
洋碼碼	iɒ̃¹¹ ma⁵³ ma⁵³⁻¹¹
洋胰子	iɒ̃¹¹ i¹¹ t͡səʔ²
洋葱	iɒ̃¹¹ t͡sʰuŋ¹¹
洋蔥	iɒ̃¹¹ t͡sʰuŋ¹¹
洋蜡	iɒ̃¹¹ laʔ²
洋蠟	iɒ̃¹¹ laʔ²
洋装	iɒ̃¹¹ t͡suɒ̃¹¹
洋裝	iɒ̃¹¹ t͡suɒ̃¹¹
洋車	iɒ̃¹¹ t͡sʰɤ¹¹
洋车	iɒ̃¹¹ t͡sʰɤ¹¹
洋鎬	iɒ̃¹¹ kau⁵³
洋镐	iɒ̃¹¹ kau⁵³
洋鬼子	iɒ̃¹¹ kuei⁵³ t͡səʔ¹
洒	sa⁵³
洗	ɕi⁵³
洗手	ɕi⁵³⁻¹¹ səu⁵³
洗衣机	ɕi⁵³ i¹¹ t͡ɕi¹¹
洗衣機	ɕi⁵³ i¹¹ t͡ɕi¹¹
洛	luaʔ²
洞	tuŋ⁴⁵
洪	xuŋ¹¹
洲	t͡səu¹¹
活	xuaʔ⁵⁴
活动	xuaʔ⁵⁴⁻² tuŋ⁴⁵
活動	xuaʔ⁵⁴⁻² tuŋ⁴⁵
派	pʰai⁴⁵
流	liəu¹¹
流星	liəu¹¹ ɕiŋ¹¹
流泪	liəu¹¹ luei⁴⁵
流淚	liəu¹¹ luei⁴⁵
流血	liəu¹¹ ɕyəʔ²
浅	t͡ɕʰie⁵³
浅灰	t͡ɕʰie⁵³ xuei¹¹
浅红	t͡ɕʰie⁵³ xuŋ¹¹
浅绿	t͡ɕʰie⁵³ luəʔ²
浅蓝	t͡ɕʰie⁵³ læ̃¹¹
测	t͡sʰaʔ²
测字	t͡sʰaʔ² t͡sz̩⁴⁵
济	t͡ɕi⁴⁵
浓	nəŋ¹¹
浪	lɒ̃⁴⁵
海	xai⁵³
海参	xai⁵³ səŋ¹¹
海參	xai⁵³ səŋ¹¹
海味	xai⁵³ vei⁴⁵
海带	xai⁵³ tai⁴⁵
海帶	xai⁵³ tai⁴⁵
海蜇皮	xai⁵³ t͡saʔ²⁻⁵⁴ pʰi¹¹
海鉢鉢	xai⁵³ paʔ² paʔ²
海钵钵	xai⁵³ paʔ² paʔ²
消	ɕiau¹¹
涉	saʔ⁵⁴
涎	xæ̃¹¹
涕	tʰi⁴⁵
涨	t͡sɒ̃⁵³
涩	saʔ²
涵	xæ̃¹¹
涼	liɒ̃¹¹
涼哨	liɒ̃¹¹ sau⁴⁵
涼粉兒	liɒ̃¹¹ fʌ̃ɻ⁵³
涼蓆	liɒ̃¹¹ ɕiəʔ⁵⁴
涼鞋	liɒ̃¹¹ xai¹¹
淋浴	liŋ¹¹ y⁵³
淋淋	liŋ¹¹ liŋ¹¹⁻⁴⁵
淋雨	liŋ¹¹ y⁵³
淚	luei⁴⁵
淡	tæ̃⁴⁵
淡綠	tæ̃⁴⁵ luəʔ²
淡绿	tæ̃⁴⁵ luəʔ²
淡蓝	tæ̃⁴⁵ læ̃⁴⁵
淡藍	tæ̃⁴⁵ læ̃⁴⁵
淨	t͡ɕiŋ⁴⁵
深	səŋ¹¹
深思	səŋ¹¹ sz̩¹¹
深紅	səŋ¹¹ xuŋ¹¹
深綠	səŋ¹¹ luəʔ²
深红	səŋ¹¹ xuŋ¹¹
深绿	səŋ¹¹ luəʔ²
混	xuŋ⁴⁵
淺	t͡ɕʰie⁵³
淺灰	t͡ɕʰie⁵³ xuei¹¹
淺紅	t͡ɕʰie⁵³ xuŋ¹¹
淺綠	t͡ɕʰie⁵³ luəʔ²
淺藍	t͡ɕʰie⁵³ læ̃¹¹
清	t͡ɕʰiŋ¹¹
清早	t͡ɕʰiŋ¹¹ t͡sau⁵³
清早飯	t͡ɕʰiŋ¹¹ t͡sau⁵³ fæ̃⁴⁵
清早饭	t͡ɕʰiŋ¹¹ t͡sau⁵³ fæ̃⁴⁵
清明	t͡ɕʰiŋ¹¹ miŋ¹¹
渐	t͡ɕie⁴⁵
渔网子	y¹¹ vɒ̃⁴⁵ t͡səʔ⁴
渠	t͡ɕʰy¹¹
渡口	tu⁴⁵ kʰəu⁵³
測	t͡sʰaʔ²
測字	t͡sʰaʔ² t͡sz̩⁴⁵
港	kɒ̃⁴⁵
港气	kɒ̃⁵³ t͡ɕʰi⁴⁵
港氣	kɒ̃⁵³ t͡ɕʰi⁴⁵
港靠	kɒ̃⁵³ kʰau⁴⁵
游	iəu¹¹
游儿鬼	iəu¹¹ əɻ¹¹ kuei⁵³
游泳	iəu¹¹ yŋ⁵³
湊	t͡sʰəu⁴⁵
湖	xu¹¹
湯	tʰɒ̃¹¹
湳淋不擦	næ̃¹¹ liŋ¹¹ pəʔ²⁻⁵³ t͡sʰaʔ²
湾	væ̃¹¹
源	ye¹¹
準	t͡suŋ⁵³
準備	t͡suŋ⁵³ pei⁴⁵
溜	liəu⁴⁵
溜冰	liəu¹¹ piŋ¹¹
溝	kəu¹¹
溪	ɕi¹¹
滅	miəʔ²
滑	xuaʔ⁵⁴
滚	kuŋ⁵³
滚水	kuŋ⁵³⁻¹¹ suei⁵³
满	mæ̃⁵³
满月	mæ̃⁵³ yəʔ²
滾	kuŋ⁵³
滾水	kuŋ⁵³⁻¹¹ suei⁵³
滿	mæ̃⁵³
滿月	mæ̃⁵³ yəʔ²
漁網子	y¹¹ vɒ̃⁴⁵ t͡səʔ⁴
漆	t͡ɕʰiəʔ²
漏	ləu⁴⁵
漏裆裤	ləu⁴⁵ tɒ̃¹¹ kʰu⁴⁵
漏襠褲	ləu⁴⁵ tɒ̃¹¹ kʰu⁴⁵
演	ie⁵³
漚糞	ɣəu⁴⁵ fəŋ⁴⁵
漢	xæ̃⁴⁵
漱	su⁴⁵
漱口	su⁴⁵ kʰəu⁵³
漲	t͡sɒ̃⁵³
漸	t͡ɕie⁴⁵
潑茶	pʰaʔ²⁻⁵⁴ t͡sʰa¹¹
潭	tʰæ̃¹¹
潲	sau⁴⁵
澀	saʔ²
澡	t͡sau⁵³
澡堂子	t͡sau⁵³ tʰɒ̃¹¹ t͡səʔ²
激	t͡ɕiəʔ²
濃	nəŋ¹¹
濛糝糝雨	məŋ¹¹ səŋ¹¹ səŋ¹¹⁻⁴⁵ y⁵³
濟	t͡ɕi⁴⁵
灌	kuæ̃⁴⁵
灑	sa⁵³
灣	væ̃¹¹
火	xuɤ⁵³
火把	xuɤ⁵³⁻¹¹ pa⁵³
火炕	xuɤ⁵³ kʰɒ̃⁴⁵
火筷子	xuɤ⁵³ kʰuai⁴⁵ t͡səʔ⁴
火車	xuɤ⁵³ t͡sʰɤ¹¹
火車站	xuɤ⁵³ t͡sʰɤ¹¹ t͡sæ̃⁴⁵
火车	xuɤ⁵³ t͡sʰɤ¹¹
火车站	xuɤ⁵³ t͡sʰɤ¹¹ t͡sæ̃⁴⁵
火鉗子	xuɤ⁵³ t͡ɕʰie¹¹ t͡səʔ²
火鍋子	xuɤ⁵³ kuɤ¹¹ t͡səʔ²
火鏡子	xuɤ⁵³ t͡ɕiŋ⁴⁵ t͡səʔ⁴
火钳子	xuɤ⁵³ t͡ɕʰie¹¹ t͡səʔ²
火锅子	xuɤ⁵³ kuɤ¹¹ t͡səʔ²
火镜子	xuɤ⁵³ t͡ɕiŋ⁴⁵ t͡səʔ⁴
灭	miəʔ²
灯	təŋ¹¹
灯捻捻	təŋ¹¹ nie⁵³ nie⁵³⁻¹¹
灯笼	təŋ¹¹ ləu¹¹
灰	xuei¹¹
灰渣	xuei¹¹ t͡sa¹¹
灰渣坡	xuei¹¹ t͡sa¹¹ pʰɤ¹¹
灰白	xuei¹¹ pai¹¹
灵	liŋ¹¹
灶	t͡sau⁴⁵
災	t͡sai¹¹
災難	t͡sai¹¹ næ̃⁴⁵
灾	t͡sai¹¹
灾难	t͡sai¹¹ næ̃⁴⁵
炊	t͡sʰuei¹¹
炎	ie⁴⁵
炒	t͡sʰau⁵³
炒菜	t͡sʰau⁵³ t͡sʰai⁴⁵
炕	kʰɒ̃⁴⁵
炭	tʰæ̃⁴⁵
炮	pʰau⁴⁵
点	tie⁵³
点名	tie⁵³ miŋ¹¹
点头	tie⁵³ tʰəu¹¹
点子	tie⁵³ t͡səʔ¹
点心	tie⁵³ ɕiŋ¹¹
点灯	tie⁵³ təŋ¹¹
為	vei¹¹
為甚	vei⁴⁵ səŋ⁴⁵
炼乳	lie⁴⁵ ʐu⁵³
烂	læ̃⁴⁵
烏	vu¹¹
烏賊	vu¹¹ t͡sei¹¹
烏賊魚	vu¹¹ t͡sei¹¹ y¹¹
烏龜	vu¹¹ kuei¹¹
烟	ie¹¹
烟丝丝	ie¹¹ sz̩¹¹ sz̩¹¹⁻⁴⁵
烟叶子	ie¹¹ iəʔ² t͡səʔ³
烟头	ie¹¹ tʰəu¹¹
烟油子	ie¹¹ iəu¹¹ t͡səʔ²
烟洞	ie¹¹ tuŋ⁴⁵
烟灰	ie¹¹ xuei¹¹
烟瘾	ie¹¹ iŋ⁵³
烟袋	ie¹¹ tai⁴⁵
烧	sau¹¹
烧卖	sau¹¹ mai⁴⁵
烧酒	sau¹¹ t͡ɕiəu⁵³
烫	tʰɒ̃⁴⁵
烫头	tʰɒ̃⁴⁵ tʰəu¹¹
烫面饺	tʰɒ̃⁴⁵ mie⁴⁵ t͡ɕiau⁵³
热	ʐaʔ²
热水	ʐaʔ²⁻⁴⁵ suei⁵³
热疙瘩	ʐaʔ² kəʔ⁴⁵⁻⁵⁴ taʔ²
烹	pʰəŋ¹¹
焊	xæ̃⁴⁵
焚	fəŋ¹¹
無	vu¹¹
無常	vu¹¹ t͡sʰɒ̃¹¹
無故	vu¹¹ ku⁴⁵
無煙煤	vu¹¹ ie¹¹ mei⁵³
無花果	vu¹¹ xua¹¹ kuɤ⁵³
焦	t͡ɕiau¹¹
然	ʐæ̃¹¹
煉乳	lie⁴⁵ ʐu⁵³
煎	t͡ɕie¹¹
煙	ie¹¹
煙油子	ie¹¹ iəu¹¹ t͡səʔ²
煙洞	ie¹¹ tuŋ⁴⁵
煙灰	ie¹¹ xuei¹¹
煙癮	ie¹¹ iŋ⁵³
煙絲絲	ie¹¹ sz̩¹¹ sz̩¹¹⁻⁴⁵
煙葉子	ie¹¹ iəʔ² t͡səʔ³
煙袋	ie¹¹ tai⁴⁵
煙頭	ie¹¹ tʰəu¹¹
煤	mei¹¹
煤油	mei¹¹ iəu¹¹
照	t͡sau⁴⁵
照相	t͡sau⁴⁵ ɕiɒ̃⁴⁵
照相机	t͡sau⁴⁵ ɕiɒ̃⁴⁵ t͡ɕi¹¹
照相機	t͡sau⁴⁵ ɕiɒ̃⁴⁵ t͡ɕi¹¹
照相片	t͡sau⁴⁵ ɕiɒ̃⁴⁵ pʰie⁴⁵⁻⁵³
煳圪巴	xu¹¹ kəʔ⁵⁴ pa¹¹
熊	ɕyŋ¹¹
熟	suəʔ⁵⁴
熟人	suəʔ⁵⁴ ʐəŋ¹¹
熟門熟路	suəʔ⁵⁴ məŋ¹¹ suəʔ⁵⁴⁻² ləu⁴⁵
熟门熟路	suəʔ⁵⁴ məŋ¹¹ suəʔ⁵⁴⁻² ləu⁴⁵
熨	yŋ⁴⁵
熨斗	yŋ⁴⁵ təu⁵³
熬夜	ɣau¹¹ ie⁴⁵
熬药	ɣau¹¹ iəʔ²
熬藥	ɣau¹¹ iəʔ²
熱	ʐaʔ²
熱水	ʐaʔ²⁻⁴⁵ suei⁵³
熱疙瘩	ʐaʔ² kəʔ⁴⁵⁻⁵⁴ taʔ²
燃	ʐæ̃¹¹
燈	təŋ¹¹
燈捻捻	təŋ¹¹ nie⁵³ nie⁵³⁻¹¹
燈籠	təŋ¹¹ ləu¹¹
燒	sau¹¹
燒賣	sau¹¹ mai⁴⁵
燒酒	sau¹¹ t͡ɕiəu⁵³
燕	ie⁴⁵
燕子	ie⁴⁵ t͡səʔ⁴
燕窝	ie⁴⁵ vɤ¹¹
燕窩	ie⁴⁵ vɤ¹¹
燙	tʰɒ̃⁴⁵
燙頭	tʰɒ̃⁴⁵ tʰəu¹¹
燙麵餃	tʰɒ̃⁴⁵ mie⁴⁵ t͡ɕiau⁵³
營	iŋ¹¹
爆米花儿	pau⁴⁵ mi⁵³ xuɑɻ¹¹
爆米花兒	pau⁴⁵ mi⁵³ xuɑɻ¹¹
爛	læ̃⁴⁵
爪	t͡sua⁵³
爪爪	t͡sua⁵³ t͡sua⁵³⁻¹¹
爬	pʰa¹¹
爭	t͡səŋ¹¹
爱	ɣai⁴⁵
爷	ie¹¹
爷们儿	ie¹¹ məɻ⁴⁵
爷爷	ie¹¹ ie¹¹⁻⁴⁵
爸爸	pa⁴⁵ pa⁴⁵⁻⁵³
爺	ie¹¹
爺們兒	ie¹¹ məɻ⁴⁵
爺爺	ie¹¹ ie¹¹⁻⁴⁵
爾倆	nie¹¹ lia⁵³
爾倆個	nie¹¹ lia⁵³ kɤ⁴⁵
牆	t͡ɕʰiɒ̃¹¹
片	pʰie⁵³
片片	pʰie⁴⁵ pʰie⁴⁵⁻⁵³
版	pæ̃⁵³
牌	pʰai¹¹
牌九	pʰai¹¹ t͡ɕiəu⁵³
牌位	pʰai¹¹ vei⁴⁵
牌牌	pʰai¹¹ pʰai¹¹⁻⁴⁵
牙	nia¹¹
牙刷子	nia¹¹ suaʔ² t͡səʔ³
牙床子	nia¹¹ t͡sʰuɒ̃¹¹ t͡səʔ²
牙猪	ia¹¹ t͡su¹¹
牙豬	ia¹¹ t͡su¹¹
牛	niəu¹¹
牛儿	niəu¹¹ əɻ¹¹
牛兒	niəu¹¹ əɻ¹¹
牛壁虱	niəu¹¹ piəʔ²⁻⁵⁴ saʔ²
牛壁蝨	niəu¹¹ piəʔ²⁻⁵⁴ saʔ²
牛屄	niəu¹¹ pi¹¹
牛牛	niəu¹¹ niəu¹¹⁻⁴⁵
牛犊子	niəu¹¹ tuəʔ⁵⁴ t͡səʔ¹
牛犢子	niəu¹¹ tuəʔ⁵⁴ t͡səʔ¹
牛筋	niəu¹¹ t͡ɕiŋ¹¹
牛舌头	niəu¹¹ saʔ⁵⁴⁻² tʰəu⁴⁵
牛舌頭	niəu¹¹ saʔ⁵⁴⁻² tʰəu⁴⁵
牛角	niəu¹¹ t͡ɕyəʔ²
牢	lau¹¹
牢牢	lau¹¹ lau¹¹
牧	mu⁴⁵
物	vəʔ²
物理	vəʔ²⁻⁴⁵ li⁵³
物證	vəʔ² t͡səŋ⁴⁵
物证	vəʔ² t͡səŋ⁴⁵
牲	səŋ¹¹
牲口	səŋ¹¹ kʰəu⁵³
牵	t͡ɕʰie¹¹
牵扯	t͡ɕʰie¹¹ t͡sʰɤ⁵³
牵牛花	t͡ɕʰie¹¹ niəu¹¹ xua¹¹
牵肠挂肚	t͡ɕʰie¹¹ t͡sʰɒ̃¹¹ kua⁴⁵ tu⁴⁵
特	tʰaʔ⁵⁴
牽	t͡ɕʰie¹¹
牽扯	t͡ɕʰie¹¹ t͡sʰɤ⁵³
牽牛花	t͡ɕʰie¹¹ niəu¹¹ xua¹¹
牽腸掛肚	t͡ɕʰie¹¹ t͡sʰɒ̃¹¹ kua⁴⁵ tu⁴⁵
犁牛	li¹¹ niəu¹¹
犁耳	li¹¹ əɻ⁵³
犊	tuəʔ⁵⁴
犢	tuəʔ⁵⁴
犬	t͡ɕʰye¹¹
犬犹旁	t͡ɕʰye¹¹ iəu¹¹ pʰɒ̃¹¹
犬猶旁	t͡ɕʰye¹¹ iəu¹¹ pʰɒ̃¹¹
犯	fæ̃⁴⁵
犯人	fæ̃⁴⁵ ʐəŋ¹¹
犯法	fæ̃⁴⁵ faʔ²
犯罪	fæ̃⁴⁵ t͡suei⁴⁵
状	t͡suɒ̃⁴⁵
状子	t͡suɒ̃⁴⁵ t͡səʔ⁴
狀	t͡suɒ̃⁴⁵
狀子	t͡suɒ̃⁴⁵ t͡səʔ⁴
狂	kʰuɒ̃¹¹
狐	xu¹¹
狐子	xu¹¹ t͡səʔ²
狐狸	xu¹¹ li¹¹
狗	kəu⁵³
狗儿	kəu⁵³ əɻ¹¹
狗兒	kəu⁵³ əɻ¹¹
狗熊	kəu⁵³ ɕyŋ¹¹
狗窝	kəu⁵³ vɤ¹¹
狗窩	kəu⁵³ vɤ¹¹
狗腿子	kəu⁵³⁻¹¹ tʰuei⁵³ t͡səʔ¹
独	tuəʔ⁵⁴
独眼龙	tuəʔ⁵⁴⁻² nie⁵³ luŋ¹¹
狮	sz̩¹¹
狮子	sz̩¹¹ t͡səʔ²
狮子狗	sz̩¹¹ t͡səʔ² kəu⁵³
狱	yəʔ²
狸	li¹¹
狼	lɒ̃¹¹
猎枪	liəʔ²⁻⁵⁴ t͡ɕʰiɒ̃¹¹
猎狗	liəʔ²⁻⁴⁵ kəu⁵³
猛	məŋ⁵³
猜	t͡sʰai¹¹
猜謎語	t͡sʰai¹¹ mi⁴⁵ y⁵³
猜谜语	t͡sʰai¹¹ mi⁴⁵ y⁵³
猪	t͡su¹¹
猪儿	t͡su¹¹ əɻ¹¹
猪娃子	t͡su¹¹ va¹¹ t͡səʔ²
猪血	t͡su¹¹ ɕyəʔ²
猫	mau¹¹
猫儿	mau¹¹ əɻ¹¹
猫头鹰	mau¹¹ tʰəu¹¹ iŋ¹¹
猫腰	mau¹¹ iau¹¹
猴儿头	xəu¹¹ əɻ¹¹ tʰəu¹¹
猴兒頭	xəu¹¹ əɻ¹¹ tʰəu¹¹
猴皮筋儿	xəu¹¹ pʰi¹¹ t͡ɕĩɻ¹¹
猴皮筋兒	xəu¹¹ pʰi¹¹ t͡ɕĩɻ¹¹
獄	yəʔ²
獅	sz̩¹¹
獅子	sz̩¹¹ t͡səʔ²
獅子狗	sz̩¹¹ t͡səʔ² kəu⁵³
獎	t͡ɕiɒ̃⁵³
獨	tuəʔ⁵⁴
獨眼龍	tuəʔ⁵⁴⁻² nie⁵³ luŋ¹¹
獵槍	liəʔ²⁻⁵⁴ t͡ɕʰiɒ̃¹¹
獵狗	liəʔ²⁻⁴⁵ kəu⁵³
玄	ɕye¹¹
玉	y⁴⁵
玉字旁	y⁴⁵ t͡sz̩⁵³ pʰɒ̃¹¹
玉茭子	y⁴⁵ t͡ɕiau⁵³ t͡səʔ¹
玉茭面	y⁴⁵ t͡ɕiau⁵³ mie⁴⁵
玉茭麵	y⁴⁵ t͡ɕiau⁵³ mie⁴⁵
王	vɒ̃¹¹
王八	vɒ̃¹¹ paʔ²
王八盖儿	vɒ̃¹¹ paʔ² kɐɻ⁴⁵
王八蓋兒	vɒ̃¹¹ paʔ² kɐɻ⁴⁵
王母娘娘	vɒ̃¹¹ mu⁵³ niɒ̃¹¹ niɒ̃¹¹⁻⁴⁵
玩	væ̃¹¹
玩儿具	vɑɻ¹¹ t͡ɕy⁴⁵
玩兒具	vɑɻ¹¹ t͡ɕy⁴⁵
玫	mei¹¹
玫瑰	mei¹¹ kuei⁴⁵
玫瑰紫	mei¹¹ kuei⁴⁵ t͡sz̩⁵³
环	xuæ̃¹¹
现	ɕie⁴⁵
现货	ɕie⁴⁵ xuɤ⁴⁵
现钱	ɕie⁴⁵ t͡ɕʰie¹¹
玻璃	pɤ¹¹ li⁴⁵
珍	t͡səŋ¹¹
珠	t͡su¹¹
珠宝	t͡su¹¹ pau⁵³
珠寶	t͡su¹¹ pau⁵³
班	pæ̃¹¹
班主	pæ̃¹¹ t͡su¹¹
班房	pæ̃¹¹ fɒ̃¹¹
現	ɕie⁴⁵
現貨	ɕie⁴⁵ xuɤ⁴⁵
現錢	ɕie⁴⁵ t͡ɕʰie¹¹
球	t͡ɕʰiəu¹¹
球鞋	t͡ɕʰiəu¹¹ xai¹¹
理	li⁵³
理发	li⁵³ faʔ²
理发店	li⁵³ faʔ² tie⁴⁵
理髮	li⁵³ faʔ²
理髮店	li⁵³ faʔ² tie⁴⁵
琴	t͡ɕʰiŋ¹¹
琼	t͡ɕʰyŋ¹¹
瑞	ʐuei⁴⁵
瑟	səʔ²
瑰	kuei⁴⁵
環	xuæ̃¹¹
璺	vəŋ⁴⁵
瓊	t͡ɕʰyŋ¹¹
瓜	kua¹¹
瓜子	kua¹¹ t͡sz̩⁵³
瓣瓣	pæ̃⁴⁵ pæ̃⁴⁵⁻⁵³
瓦	va⁵³
瓶	pʰiŋ¹¹
瓶子	pʰiŋ¹¹ t͡səʔ²
瓶楔子	pʰiŋ¹¹ ɕiəʔ² t͡səʔ³
瓶盖盖	pʰiŋ¹¹ kai⁴⁵ kai⁴⁵⁻⁵³
瓶蓋蓋	pʰiŋ¹¹ kai⁴⁵ kai⁴⁵⁻⁵³
瓷	t͡sʰz̩¹¹
甘	kæ̃¹¹
甚	səŋ⁴⁵
甜	tʰie¹¹
甜头	tʰie¹¹ tʰəu¹¹
甜根草	tʰie¹¹ kəŋ¹¹ t͡sʰau⁵³
甜棒	tʰie¹¹ pɒ̃⁴⁵
甜水	tʰie¹¹ suei⁵³
甜瓜	tʰie¹¹ kua¹¹
甜草根儿	tʰie¹¹ t͡sʰau⁵³ kʌ̃ɻ¹¹
甜草根兒	tʰie¹¹ t͡sʰau⁵³ kʌ̃ɻ¹¹
甜頭	tʰie¹¹ tʰəu¹¹
生	səŋ¹¹
生儿	səŋ¹¹ əɻ¹¹
生兒	səŋ¹¹ əɻ¹¹
生日	səŋ¹¹ ʐəʔ²
產	t͡sʰæ̃⁵³
甦	su¹¹
用	yŋ⁴⁵
甩	suai⁵³
田	tʰie¹¹
由	iəu¹¹
甲	t͡ɕiaʔ²
甲子	t͡ɕiaʔ²⁻⁴⁵ t͡sz̩⁵³
甲魚	t͡ɕiaʔ²⁻⁵⁴ y¹¹
甲鱼	t͡ɕiaʔ²⁻⁵⁴ y¹¹
申	səŋ¹¹
电	tie⁴⁵
电影	tie⁴⁵ iŋ⁵³
电影儿	tie⁴⁵ ĩɻ⁵³
电影院	tie⁴⁵ iŋ⁵³ ye⁴⁵
电报	tie⁴⁵ pau⁴⁵
电棒子	tie⁴⁵ pɒ̃⁴⁵ t͡səʔ⁴
