# Burmese pronunciation lexicon (the 🟡→✅ lexical layer) — undiacritized word ⇥ canonical IPA, for words the
# rule g2p gets wrong (lexical rime, colloquial, Pali gemination, loanword ⟨ရ⟩→ɹ). Mined from the kaikki gold
# (Wiktionary, CC-BY-SA) by tools/build-my-dict.ts; tone diacritics converted to our Chao letters. Applied in
# burmese.ts (an exact-word override before the g2p rules); OOV words keep the rule reading.
သာဓက	θa˨da˥ˀka˥ˀ
သာမန်ကာလျှံကာ	θa˨ma˨ɴɡa˨ʃa˨ɴɡa˨
သာရကာ	θa˨ɹəka˨
သားရေ	θəje˨
သားအိမ်	θəʔe˨ɪɴ
သားအိမ်ခေါင်း	θəʔe˨ɪɴɡa˥˩ʊɴ
သားအိမ်လမ်းကြောင်း	θəʔe˨ɪɴla˥˩ɴd͡ʑa˥˩ʊɴ
သိကြား	ðəd͡ʑa˥˩
သိခီဘုရား	θi˥ˀkʰi˨pʰəja˥˩
သိင်္ဂီ	θe˨ɪɴɡi˨
သိဒ္ဓတ္ထဘုရား	θi˨ddaʔtʰa˥ˀpʰəja˥˩
သိဟ်	θe˨ɪɴ
သို့ပေမဲ့	ðo˥ˀbe˨mɛ˥ˀ
သို့မဟုတ်	ðo˥ˀməhoʊʔ
သို့ရာတွင်	ðo˥ˀja˨dwɪ˨ɴ
သို့သော်	ðo˥ˀðɔ˨
သိုးကလေး	θo˥˩kʰəle˥˩
သီချင်း	θət͡ɕʰɪ˥˩ɴ
သီဂိရိယ	θi˨ɡi˥ˀɹi˥ˀja˥ˀ
သီတင်း	ðədɪ˥˩ɴ
သီတင်းကျွတ်	ðədɪ˥˩ɴd͡ʑʊʔ
သီတင်းသီလ	ðədɪ˥˩ɴθi˨la˥ˀ
သီရိ	θi˨ɹi˥ˀ
သီရိလင်္ကာ	θi˨ɹi˥ˀlɪ˨ɴka˨
သီလရှင်	θi˨la˥ˀʃɪ˨ɴ
သီဟသူ	θi˨ha˥ˀθu˨
သီဟိုဠ်	θi˨ho˨
သီဟိုဠ်စေ့	θi˨ho˨zi˥ˀ
သီဟိုဠ်သရက်	θi˨ho˨θəjɛʔ
သီအိုရီ	θi˨ʔo˨ɹi˨
သုက်ရည်	θoʊʔje˨
သုဇာတဘုရား	θu˥ˀza˨ta˥ˀpʰəja˥˩
သုည	θo˨ʊɴɲa˥ˀ
သုဒ္ဒကိန်း	θoʊʔda˥ˀke˥˩ɪɴ
သုဒ္ဒကြိယာ	θoʊʔda˥ˀkəɹi˥ˀja˨
သုဒ္ဓေါဒန	θu˨ddɔ˥˩dəna˥ˀ
သုဓမ္မပူရ	θu˥ˀdəma˥ˀpu˨ɹa˥ˀ
သုဓမ္မသိင်္ဂီ	θu˥ˀda˨ɴma˥ˀθe˨ɪɴɡi˨
သုဓာ	θoʊʔda˨
သုန္ဒြေ	θo˨ʊɴdɹe˨
သုမနဘုရား	θu˥ˀməna˥ˀpʰəja˥˩
သုမေဓာဘုရား	θu˥ˀme˨da˨pʰəja˥˩
သုဝဏ္ဏဘူမိ	θu˥ˀwʊ˨ɴna˥ˀbu˨mi˥ˀ
သုသာန်	θoʊʔθa˨ɴ
သူကြီး	ðəd͡ʑi˥˩
သူကြွယ်	ðəd͡ʑwɛ˨
သူခိုး	θəkʰo˥˩
သူငယ်	θəŋɛ˨
သူငယ်ချင်း	θəŋɛ˨d͡ʑɪ˥˩ɴ
သူငယ်မ	θəŋɛ˨ma˥ˀ
သူစိမ်း	ðəze˥˩ɪɴ
သူစိမ်းတစ်ရံဆံ	ðəze˥˩ɪɴtəja˨ɴza˨ɴ
သူဌေး	θətʰe˥˩
သူတစ်ခွန်းငါတစ်ခွန်း	θu˨təkʰʊ˥˩ɴŋa˨təkʰʊ˥˩ɴ
သူတစ်ထူး	θu˨tətʰu˥˩
သူတစ်ပါး	θu˨dəba˥˩
သူတစ်ပြန်ငါတစ်ပြန်	θu˨dəbja˨ɴŋa˨dəbja˨ɴ
သူတစ်လူငါတစ်မင်း	θu˨təlu˨ŋa˨təmɪ˥˩ɴ
သူတောင်းစား	ðəda˥˩ʊɴza˥˩
သူနာတင်ယာဉ်	θu˨na˨tɪ˨ɴjɪ˨ɴ
သူနာပြု	θu˨na˨bju˥ˀ
သူပုန်	ðəbo˨ʊɴ
သူပုန်ထ	ðəbo˨ʊɴtʰa˥ˀ
သူပုန်သူကန်	ðəbəðu˨ɡa˨ɴ
သူမသာကိုယ်မသာ	θu˨məθa˨ko˨jməθa˨
သူရကန်	θu˨ɹəka˨ɴ
သူရင်းငှား	θəjɪ˥˩ɴŋ̊a˥˩
သူရင်းတိုင်	θəjɪ˥˩ɴda˨ɪɴ
သူရသတ္တိ	θu˨ja˥ˀθaʔti˥ˀ
သူရိယ	θu˨ɹi˥ˀja˥ˀ
သူရိယမာသ	θu˨ɹi˥ˀja˥ˀma˨θa˥ˀ
သူရဲ	θəjɛ˥˩
သူရဲကောင်း	θa˥ˀjɛ˥˩ɡa˥˩ʊɴ
သူရဲခို	θəjɛ˥˩kʰo˨
သူရဲပြေး	θəjɛ˥˩pje˥˩
သူရဲဘောကြောင်	θəjɛ˥˩bɔ˥˩d͡ʑa˨ʊɴ
သူရဲဘောနည်း	θəjɛ˥˩bɔ˥˩ni˥˩
သူရဿတီ	θu˨ɹa˥ˀθəti˨
သူလျှို	ðəʃo˨
သေတ္တာ	θɪʔta˨
သေနတ်	θənaʔ
သောက်တော်ခွက်	θaʊʔdɔ˨kʰwɛʔ
သောကြာ	θaʊʔt͡ɕa˨
သောကြာဂြိုဟ်	θaʊʔt͡ɕa˨d͡ʑo˨
သောတရှင်	θɔ˥˩ta˥ˀʃɪ˨ɴ
သောဘိတဘုရား	θɔ˥˩bi˥ˀta˥ˀpʰəja˥˩
သောမနဿ	θɔ˥˩mənaʔθa˥ˀ
သော်	ðɔ˨
သော်လည်း	ðɔ˨lɛ˥˩
သဲကန္တာရ	θe˥˩ɡa˨ɴda˨ja˥ˀ
သံခေတ်	θa˨ɴkʰɪʔ
သံချပ်	θəd͡ʑaʔ
သံချပ်ထိုး	θəd͡ʑaʔtʰo˥˩
သံချေး	θa˨ɴd͡ʑi˥˩
သံပရို	θa˨ɴba˥ˀjo˨
သံပြိုင်	θa˨ɴbja˨ɪɴ
သံဖြူ	θa˨ɴbju˨
သျှင်	ʃɪ˨ɴ
သျှမ်း	ʃa˥˩ɴ
သျှောင်	ja˨ʊɴ
သွယ်	θwɛ˨
သွယ်ဝိုက်	θwɛ˨waɪʔ
သွားပွတ်တံ	ðəbʊʔta˨ɴ
သွားဖုံး	θəpʰo˥˩ʊɴ
သွားရည်	θəji˨
သွားရည်ကျ	θəje˨t͡ɕa˥ˀ
သွားရည်ယို	θəje˨jo˨
သွေးထွက်သံယို	θwe˥˩tʰwɛʔθa˨ɴjo˨
ဟင်းရည်	hɪ˥˩ɴje˨
ဟင်းသီးဟင်းရွက်	hɪ˥˩ɴði˥˩hɪ˥˩ɴjwɛʔ
ဟင်္သာတ	hɪ˨ɴθəta˥ˀ
ဟတ်ဇ်	haʔ
ဟထိုး	ha˥ˀtʰo˥˩
ဟန်ဂေရီ	ha˨ɴɡe˨ɹi˨
ဟယ်လ်ဆင်ကီ	hɛ˨lsʰɪ˨ɴki˨
ဟရိဘုဉ္ဇ	həɹi˥ˀbo˨ʊɴza˥ˀ
ဟလဝါ	ha˥ˀləwa˨
ဟိမဝန္တာ	hi˥ˀma˥ˀwʊ˨ɴta˨
ဟိုက်ဒရိုဂျင်	haɪʔdəɹo˨d͡ʑɪ˨ɴ
ဟီနယာန	hi˨na˥ˀja˨na˥ˀ
ဟွန်ဒူးရပ်စ်	hʊ˨ɴdu˥˩ɹaʔs
ဠကြီး	la˥ˀt͡ɕi˥˩
အကယ်၍	ʔəkɛ˨jwe˥ˀ
အကုသိုလ်	ʔa˥ˀku˥ˀðo˨
အက္ခရာသင်္ချာ	ʔɛʔkʰa˥ˀja˨θɪ˨ɴt͡ɕʰa˨
အက်စ်ပရက်ဆို	ʔɛʔsəpəɹɛʔsʰo˨
အက်ရှ်ဂါဘတ်	ʔɛʔʃɡa˨baʔ
အကျနေ့	ʔət͡ɕa˥ˀne˥ˀ
အကျပ်အတည်း	ʔət͡ɕaʔʔəte˥˩
အကျော်ဇေယျ	ʔət͡ɕɔ˨ze˨ja˥ˀ
အကြော်	ʔa˥ˀt͡ɕɔ˨
အကြွေ	ʔa˥ˀt͡ɕwe˨
အကြွေးဝယ်ကတ်ပြား	ʔət͡ɕwe˥˩wɛ˨kaʔpja˥˩
အကွက်	ʔəkwɛʔ
အခက်အခဲ	ʔa˥ˀkʰɛʔʔa˥ˀkʰɛ˥˩
အခမဲ့	ʔəkʰa˥ˀmɛ˥ˀ
အခါ	ʔa˥ˀkʰa˨
အခါတစ်ပါး	ʔəkʰa˨dəba˥˩
အခဲ	ʔa˥ˀkʰɛ˥˩
အချက်ပြ	ʔa˥ˀt͡ɕʰɛʔpja˥ˀ
အချက်အချာ	ʔa˥ˀt͡ɕʰɛʔʔa˥ˀt͡ɕʰa˨
အချဉ်တည်	ʔət͡ɕʰɪ˨ɴtɛ˨
အချာ	ʔa˥ˀt͡ɕʰa˨
အချိန်စာရင်း	ʔət͡ɕʰe˨ɪɴsəjɪ˥˩ɴ
အချိန်ပြည့်	ʔət͡ɕʰe˨ɪɴbje˥ˀ
အချိန်မရွေး	ʔət͡ɕʰe˨ɪɴma˥ˀjwe˥˩
အချိန်ရ	ʔa˥ˀt͡ɕʰe˨ɪɴja˥ˀ
အခြေခံ	ʔa˥ˀt͡ɕʰe˨ɡa˨ɴ
အခြေခံပညာ	ʔa˥ˀt͡ɕʰe˨kʰa˨ɴpa˥ˀɲa˨
အခြေချ	ʔa˥ˀt͡ɕʰe˨t͡ɕʰa˥ˀ
အဂတိ	ʔa˥ˀɡədi˥ˀ
အဂတိလိုက်စားမှု	ʔəɡa˥ˀti˥ˀlaɪʔsa˥˩m̥u˥ˀ
အဂ္ဂမဟာပဏ္ဍိတ	ʔɛʔɡa˥ˀməha˨pa˨ɴdi˥ˀta˥ˀ
အဂ္ဂမဟာသေနာပတိ	ʔɛʔɡa˥ˀməha˨θe˨na˨pəti˥ˀ
အဂ္ဂမဟေသီ	ʔɛʔɡa˥ˀməhe˨θi˨
အငူ	ʔa˥ˀŋu˨
အင်တာဗျူး	ʔɪ˨ɴtəbju˥˩
အင်ဒိုရာ	ʔɪ˨ɴdo˨ɹa˨
အင်မတန်	ʔɪ˨ɴma˥ˀta˨ɴ
အင်းလျား	ʔɪ˥˩ɴja˥˩
အင်္ကျီတို	ʔe˥˩ɪɴd͡ʑi˨to˨
အင်္ကျီရှည်	ʔe˥˩ɪɴd͡ʑi˨ʃe˨
အင်္ဂါဂြိုဟ်	ʔɪ˨ɴɡa˨d͡ʑo˨
အငြိမ့်တီးမျိုး	ʔa˥ˀɲe˥ˀɪɴti˥˩mjo˥˩
အငှါးကား	ʔa˥ˀŋ̊a˥˩ka˥˩
အစဉ်ထာဝရ	ʔəsətʰəɹa˥ˀ
အစားအသောက်	ʔa˥ˀsa˥˩ʔa˥ˀθaʊʔ
အစိမ်းမှုန့်	ʔəse˨ɪɴtɪ˨ɴm̥o˥ˀʊɴ
အစို	ʔa˥ˀso˨
အစေ့	ʔəsi˥ˀ
အစေး	ʔəsi˥˩
အစ္စရေး	ʔɪʔzəɹe˥˩
အစ်ကို	ʔəko˨
အစ်မ	ʔəma˥ˀ
အစွမ်း	ʔəswa˥˩ɴ
အဆက်အသွယ်	ʔəsʰɛʔʔəθwɛ˨
အဆုတ်ရောင်ရောဂါ	ʔa˥ˀsʰoʊʔja˨ʊɴjɔ˥˩ɡa˨
အဆောက်အအုံ	ʔəsʰaʊʔʔəʔu˥˩
အဆောက်အဦ	ʔəsʰaʊʔʔəʔu˨
အဇာဘိုင်ဂျန်	ʔa˥ˀzəba˨ɪɴd͡ʑa˨ɴ
အညမည	ʔɪ˨ɴɲa˥ˀmɪ˨ɴɲa˥ˀ
အဋ္ဌင်္ဂသီလ	ʔaʔtʰɪ˨ɴɡa˥ˀθi˨la˥ˀ
အဏုဇီဝဗေဒ	ʔənu˥ˀzi˨wa˥ˀbe˨da˥ˀ
အတုလဝတီ	'ʔa˥ˀtu˥ˀla˥ˀwədi˨
အတ္တဒဿီ	ʔaʔta˥ˀdaʔθi˨
အတ္တဒဿီဘုရား	ʔaʔta˥ˀdətθi˨pʰəja˥˩
အတ္တဘော	ʔaʔta˨bɔ˥˩
အတွက်	ʔətwɛʔ
အတွေ့	ʔa˥ˀtwe˥ˀ
အထက်တန်းကျောင်း	ʔa˥ˀtʰɛʔta˥˩ɴt͡ɕa˥˩ʊɴ
အဓမ္မ	ʔədəma˥ˀ
အဓိကဇာတ်ကောင်	ʔədi˥ˀka˥ˀzaʔka˨ʊɴ
အဓိဋ္ဌာန်	ʔədi˨ttʰa˨n
အဓိပ္ပါယ်	ʔədeɪʔbɛ˨
အနဂ္ဂ	ʔa˥ˀnɛʔɡa˥ˀ
အနည်း	ʔənɛ˥˩
အနည်းစု	ʔənɛ˥˩zu˥ˀ
အနန္တပူရ	'ʔa˥ˀna˨ɴta˥ˀpu˨ɹa˥ˀ
အနန္တောအနန္တငါးပါး	ʔəna˨ɴdɔ˥˩ʔəna˨ɴda˥ˀŋa˥˩ba˥˩
အနိစ္စ	ʔəneɪʔsa˥ˀ
အနိုင်	ʔəna˨ɪɴja˥ˀ
အနုပညာ	ʔənu˥ˀpjɪ˨ɴɲa˨
အနုရာဓပူရ	ʔənu˥ˀja˨da˥ˀpu˨ɹa˥ˀ
အနေ	ʔa˥ˀne˨
အနောက်ဥရောပ	ʔənaʊʔʔu˥ˀɹɔ˥˩pa˥ˀ
အနောမဒဿီ	ʔənɔ˥˩mədətθi˨
အနောမဒဿီဘုရား	ʔənɔ˥˩mədaʔθi˨pʰəja˥˩
အနွယ်	ʔənwɛ˨
အပတ်စဉ်	ʔa˥ˀpaʔzɪ˨ɴ
အပါး	ʔa˥ˀpa˥˩
အပေါ်ထပ်	ʔa˥ˀpɔ˨tʰaʔ
အပျို	ʔa˥ˀpjo˨
အပြည့်	ʔəpje˥ˀ
အပြည့်အဝ	ʔəpje˥ˀʔəwa˥ˀ
အပြုတ်	ʔa˥ˀpjoʊʔ
အပြောက်	ʔa˥ˀpjaʊʔ
အဖျားဖြတ်ဆေး	ʔa˥ˀpʰja˥˩pʰjaʔsʰe˥˩
အဗ္ဗုဒ	ʔaʔboʊʔda˥ˀ
အဘိဓမ္မာ	ʔəbi˥ˀdəma˨
အဘိုး	ʔəpʰo˥˩
အဘိုးကြီး	ʔəpʰo˥˩d͡ʑi˥˩
အဘိုးအို	ʔəpʰo˥˩ʔo˨
အဘီ	ʔa˥ˀbi˨
အဘူဒါဘီ	ʔa˥ˀbu˨da˨bi˨
အဘွား	ʔəpʰwa˥˩
အဘွားကြီး	ʔəpʰwa˥˩d͡ʑi˥˩
အဘွားအို	ʔəpʰwa˥˩ʔo˨
အမင်္ဂလာ	ʔa˥ˀmɪ˨ɴɡəla˨
အမည်	ʔəmji˨
အမည်း	ʔəmɛ˥˩
အမရပူရ	ʔəməɹa˥ˀpu˨ɹa˥ˀ
အမိန့်ရှိ	ʔa˥ˀme˥ˀɪɴʃi˥ˀ
အမေရိက	ʔəme˨ɹi˥ˀka˥ˀ
အမေရိကန်	ʔəme˨ɹi˥ˀka˨ɴ
အမေရိကန်ပြည်ထောင်စု	ʔəme˨ɹi˥ˀka˨ɴpji˨da˨ʊɴzu˥ˀ
အမျိုးသမီးလစဉ်သုံးပစ္စည်း	ʔa˥ˀmjo˥˩ðəmi˥˩la˥ˀzɪ˨ɴθo˥˩ʊɴpjɪʔsi˥˩
အမျိုးသားသီချင်း	ʔəmjo˥˩ða˥˩θət͡ɕʰɪ˥˩ɴ
အမျိုးသားဥယျာဉ်	ʔəmjo˥˩ða˥˩ʔu˥ˀjɪ˨ɴ
အမျိုးအနွယ်	ʔəmjo˥˩ʔənwɛ˨
အမျှအတန်း	ʔəm̥ja˥ˀʔəta˥˩ɴ
အမြီး	ʔəm̥i˥˩
အမြွှာ	ʔəm̥wa˨
အမှတ်တရ	ʔa˥ˀm̥aʔta˥ˀja˥ˀ
အမှတ်တံဆိပ်	ʔəm̥aʔdəzeɪʔ
အမှု	ʔa˥ˀm̥u˥ˀ
အမှောင်	ʔa˥ˀm̥a˨ʊɴ
အယုဓျာ	ʔəjoʊʔdəja˨
အယ်လဂျီးယား	ʔəla˥ˀd͡ʑi˥˩ja˥˩
အယ်လ်ကိုဟော	ʔɛ˨lko˨hɔ˥˩
အယ်လ်ဂျီးရီးယား	ʔɛ˨ld͡ʑi˥˩ɹi˥˩ja˥˩
အယ်လ်ဘေးနီးယား	ʔɛ˨lbe˥˩ni˥˩ja˥˩
အရသာ	ʔəja˥ˀða˨
အရသာရှိ	ʔəja˥ˀða˨ʃi˥ˀ
အရာခံဗိုလ်	ʔəja˨ɡa˨ɴbo˨
အရိမဒ္ဒနာပူရ	ʔa˥ˀɹi˥ˀma˨ddəna˨pu˨ɹa˥ˀ
အရိုးပျော့နာ	ʔa˥ˀjo˥˩pjɔ˥ˀna˨
အရုဏ်	ʔa˨jo˨ʊɴ
အရုဏ်ဆွမ်း	ʔa˨jo˨ʊɴzʊ˥˩ɴ
အရုဏ်တက်	ʔa˥ˀjo˨ʊɴtɛʔ
အရေပြား	ʔəje˨bja˥˩
အရေပြားရောဂါ	ʔəje˨bja˥˩jɔ˥˩ɡa˨
အရေအတွက်	ʔəje˨ʔətwɛʔ
အရောင်းအဝယ်	ʔəja˥˩ʊɴʔəwɛ˨
အရေး	ʔa˥ˀje˥˩
အရေးပိုင်	ʔa˥ˀje˥˩ba˨ɪɴ
အရံဂြိုဟ်	ʔəja˨ɴd͡ʑo˨
အရွက်	ʔəjwɛʔ
အရွယ်	ʔəjwɛ˨
အရွယ်ဆယ်ပါး	ʔəjwɛ˨sʰɛ˨ba˥˩
အရွယ်အစား	ʔəjwɛ˨ʔəsa˥˩
အရှင်ဘုရား	ʔəʃɪ˨ɴpʰəja˥˩
အရှေ့တီမော	ʔəʃe˥ˀti˨me˨
အရှေ့အလယ်ပိုင်းဒေသ	ʔəʃe˥ˀʔa˥ˀlɛ˨pa˥˩ɪɴde˨θa˥ˀ
အရှေ့ဥရောပ	ʔəʃe˥ˀʔu˥ˀɹɔ˥˩pa˥ˀ
အလကား	ʔa˥ˀla˥ˀka˥˩
အလည်	ʔa˥ˀli˨
အလယ်ခေတ်	ʔəlɛ˨kʰɪʔ
အလိုအလျောက်	ʔəlo˨ʔəjaʊʔ
အလ္လာဟ်	ʔa˨lla˨h
အလျောက်	ʔa˥ˀjaʊʔ
အလျှံ	ʔəl̥ja˨ɴ
အလွမ်း	ʔəlwa˥˩ɴ
အလှကုန်	ʔəl̥a˥ˀɡo˨ʊɴ
အလှဆီ	ʔəl̥a˥ˀzi˨
အလှည့်	ʔa˥ˀl̥i˥ˀ
အလှမယ်	ʔəl̥a˥ˀmɛ˨
အဝဂ်	ʔa˥ˀwɛʔ
အဝစား	ʔəwa˥ˀza˥˩
အဝတာရ	ʔa˥ˀwa˥ˀta˨ja˥ˀ
အသက်ရှူ	ʔa˥ˀθɛʔʃu˨
အသည်း	ʔəθɛ˥˩
အသည်းထိတ်	ʔəθɛ˥˩tʰeɪʔ
အသည်းနှလုံး	ʔəθɛ˥˩n̥əlo˥˩ʊɴ
အသတ်	ʔa˥ˀθaʔ
အသရေ	ʔəθa˥ˀje˨
အသားမာ	ʔəθəma˨
အသားဝါရောဂါ	ʔa˥ˀθa˥˩wa˨jɔ˥˩ɡa˨
အသိပညာ	ʔəθi˥ˀpjɪ˨ɴɲa˨
အသိပညာရှင်	ʔəθi˥ˀpjɪ˨ɴɲa˨ʃɪ˨ɴ
အသုဘ	ʔa˥ˀθu˥ˀba˥ˀ
အသုံးပြုသူ	ʔa˥ˀθo˥˩ʊɴpju˥ˀðu˨
အသူ	ʔa˥ˀθu˨
အသံထွက်	ʔəθa˨ɴdwɛʔ
အသျှင်	ʔəʃɪ˨ɴ
အသွမ်း	ʔəθwa˥˩ɴ
အာကာသစခန်း	ʔa˨ka˨θa˥ˀsəkʰa˥˩ɴ
အာကာသစိုး	ʔa˨ka˨θa˥ˀzo˥˩
အာကာသယာဉ်	ʔa˨ka˨θa˥ˀjɪ˨ɴ
အာကာသယာဉ်မှူး	ʔa˨ka˨θa˥ˀjɪ˨ɴm̥u˥˩
အာစရိယ	ʔa˨sa˥ˀɹi˥ˀja˥ˀ
အာဖရိက	ʔa˨pʰəɹi˥ˀka˥ˀ
အာမခံ	ʔa˨ma˥ˀɡa˨ɴ
အာမခံသေတ္တာ	ʔa˨ma˥ˀɡa˨ɴθɪʔta˨
အာရပ်	ʔa˨ɹaʔ
အာရပ်ဂဏန်း	ʔa˨ɹaʔɡəna˥˩ɴ
အာရပ်စော်ဘွားများပြည်ထောင်စု	ʔa˨ɹaʔsɔ˨bwa˥˩mja˥˩pji˨da˨ʊɴzu˥ˀ
အာရ်	ʔa˨ɹ
အာလာပသလ္လာပ	ʔa˨la˨pa˥ˀθəla˨pa˥ˀ
အာလူးပူရီ	ʔa˨lu˥˩pu˨ɹi˨
အာဝါဟဝိဝါဟ	ʔa˨wa˨ha˥ˀwi˥ˀwa˨ha˥ˀ
အာဟာရဗေဒ	ʔa˨ha˨ja˥ˀbe˨da˥ˀ
အားနည်း	ʔa˥˩nɛ˥˩
အိန္ဒိယသမုဒ္ဒရာ	ʔe˨ɪɴdi˥ˀja˥ˀθəmoʊʔdəja˨
အိန္ဒြာ	ʔe˨ɪɴdɹa˨
အိန္ဒြေ	ʔe˨ɪɴdɹe˨
အိမ်ထောင်ပရိဘောဂ	ʔe˨ɪɴda˨ʊɴpəɹi˥ˀbɔ˥˩ɡa˥ˀ
အိမ်ထောင်သည်	ʔe˨ɪɴda˨ʊɴðɛ˨
အိမ်မှုကိစ္စ	ʔe˨ɪɴm̥u˥ˀkeɪʔsa˥ˀ
အိမ်လည်	ʔe˨ɪɴle˨
အိုင်ဗရီကို့စ်	ʔa˨ɪɴbəɹi˨ko˥ˀs
အိုင်ယာလန်	ʔa˨ɪɴjəla˨ɴ
အိုးမည်းသုတ်	ʔo˥˩mɛ˥˩θoʊʔ
အီတလီ	ʔi˨ta˥ˀli˨
အီရတ်	ʔi˨ɹaʔ
အီရန်	ʔi˨ɹa˨ɴ
အီရီထရီးယား	ʔi˨ɹi˨tʰəɹi˥˩ja˥˩
အီလက်ထရွန်	ʔi˨lɛʔtʰəɹʊ˨ɴ
အီလက်ထရွန်နစ်	ʔi˨lɛʔtʰəɹʊ˨ɴnɪʔ
အီးမေးလ်	ʔi˥˩me˥˩l
အီးမေးလ်လိပ်စာ	ʔi˥˩me˥˩lleɪʔsa˨
အုန်းရည်	ʔo˥˩ʊɴje˨
အူမကြီး	ʔu˨ma˥ˀd͡ʑi˥˩
အောင်သပြေ	ʔa˨ʊɴða˥ˀbje˨
အော့တဝ	ʔɔ˥ˀta˥ˀwa˥ˀ
အော်တိုကရေစီ	ʔɔ˨to˨kəɹe˨si˨
အော်ဒီကလုံး	ʔɔ˨di˨ka˥ˀlo˥˩ʊɴ
အော်ပရာ	ʔɔ˨pəɹa˨
အော်ပရေးတင်းစစ်စတမ်	ʔɔ˨pəɹe˥˩tɪ˥˩ɴsɪʔsəta˨ɴ
အဲလစ်ဇဘက်	ʔɛ˥˩lɪʔza˥ˀbɛʔ
ဣန္ဒါ	ʔi˥ˀnda˨
ဣန္ဒာ	ʔi˥ˀnda˨
ဣန္ဒြေ	ʔe˨ɪɴdɹe˨
ဣရိယာပုတ်	ʔi˥ˀɹi˥ˀja˨boʊʔ
ဤသ္မာယီလ်	ʔi˨θma˨ji˨l
ဥက္ကဋ္ဌ	ʔoʊʔkətʰa˥ˀ
ဥက္ကာ	ʔoʊʔka˨
ဥက္ကာခဲ	ʔoʊʔka˨ɡɛ˥˩
ဥက္ကာပျံ	ʔoʊʔka˨bja˨ɴ
ဥဂ္ဂါ	ʔoʊʔɡa˨
ဥစ္စာ	ʔoʊʔsa˨
ဥစ္စာစောင့်	ʔoʊʔsa˨za˥ˀʊɴ
ဥဏ္ဏလုံ	ʔo˨ʊɴnəlo˨ʊɴ
ဥဏ္ဏလုံမွေးရှင်	ʔo˨ʊɴnəlo˨ʊɴm̥we˥˩ʃɪ˨ɴ
ဥဏှဂူ	ʔo˨ʊɴn̥əɡu˨
ဥဏှိဿ	ʔu˥ˀn̥eɪʔθa˥ˀ
ဥတ္တရ	ʔoʊʔtəja˥ˀ
ဥတ္တရခဏ္ဍ	ʔoʊʔtəɹa˥ˀkʰa˨nda˥ˀ
ဥပဒေ	ʔu˥ˀba˥ˀde˨
ဥပဒေပညာ	ʔu˥ˀbəde˨pjɪ˨ɴɲa˨
ဥပဓိရုပ်	ʔu˥ˀpa˥ˀdi˥ˀjoʊʔ
ဥပရာဇာ	ʔu˥ˀpəɹa˨za˨
ဥပါယ်	ʔu˥ˀpɛ˨
ဥပေက္ခာ	ʔu˥ˀpjɪʔkʰa˨
ဥပ္ပလ	ʔoʊʔpəla˥ˀ
ဥမ္မာ	ʔo˨ʊɴma˨
ဥယျာဉ်	ʔu˥ˀjɪ˨ɴ
ဥယျာဉ်မှူး	ʔu˥ˀjɪ˨ɴm̥u˥˩
ဥရုဂွေး	ʔu˥ˀɹu˥ˀɡwe˥˩
ဥရောပ	ʔu˥ˀɹɔ˥˩pa˥ˀ
ဥရောပသမဂ္ဂ	ʔu˥ˀɹɔ˥˩pa˥ˀða˥ˀmɛʔɡa˥ˀ
ဥသျှစ်	ʔoʊʔʃɪʔ
ဥုံ	ʔo˨ʊɴ
ဥဿဖရား	ʔoʊʔθəpʰəja˥˩
ဦးစင်း	ʔu˥˩'zɪ˥˩ɴ
ဦးထုပ်	ʔoʊʔtʰoʊʔ
ဦးနှောက်	ʔo˥˩ʊɴn̥aʊʔ
ဦးပဉ္စင်း	ʔu˥˩bəzɪ˥˩ɴ
ဦးပြည်း	ʔu˥˩bji˥˩
ဧကရာဇ်	ʔe˨ɡəɹɪʔ
ဧကဝဏ္ဏဘာသာ	ʔe˨ka˥ˀwʊ˨ɴna˥ˀba˨ða˨
ဧကာဒသမ	ʔe˨ka˨da˥ˀθəma˥ˀ
ဧည့်	ʔɛ˥ˀ
ဧည့်ခန်း	ʔɛ˥ˀɡa˥˩ɴ
ဧည့်ခံပွဲ	ʔɛ˥ˀkʰa˨ɴbwɛ˥˩
ဧည့်ဝတ်	ʔɛ˥ˀwʊʔ
ဧည့်သည်	ʔɛ˥ˀðɛ˨
ဧပြီ	ʔe˨bəɹi˨
ဧရိယာ	ʔe˨ɹi˥ˀja˨
ဩစတြီးယား	ʔɔ˥˩sətəɹi˨ja˥ˀ
ဩစတြေးလျ	ʔɔ˥˩sətəɹe˥˩lja˥ˀ
ဩရိဿ	ʔɔ˥˩ɹeɪʔθa˥ˀ
၎င်း	ləɡa˥˩ʊɴ
