㞎㞎	pa̠⁴¹ pa̠³
悬	ɕy̯ẽ¹³
悲	pe̞i̯³³
悶船	mən²¹⁻¹¹ t͡ɕy̯ẽ¹³
悶車	mən²¹⁻¹¹ t͡sʰɤ̞³³
情	t͡ɕin¹³
惊	t͡ɕin³³
惊蛰	t͡ɕin³³ t͡sz̩²⁴
惕	tʰi²⁴
惜	ɕi²⁴
惠	ɸe̞i̯⁴⁵
惡	o²⁴
惡實	o²¹⁻¹¹ sz̩²⁴
惨	t͡sʰan⁴¹
惩	t͡sʰən⁴¹
想	ɕi̯æn⁴¹
愁	t͡sʰəu̯¹³
意	i⁴⁵
愚	y¹³
愛	ŋai̯⁴⁵
愛俏	ŋai̯⁴⁵ t͡ɕʰi̯ɒu̯⁴⁵
愛國主義	ŋai̯⁴⁵ ku̯ɤ̞²⁴ t͡ɕy⁴¹ n̠ʲi⁴⁵
愛惜	ŋai̯⁴⁵ ɕi²⁴
感	kan⁴¹
感冒	kan⁴¹ mɒu̯⁴⁵
感謝	kan⁴¹ ɕi̯e̞⁴⁵
感谢	kan⁴¹ ɕi̯e̞⁴⁵
愤	ɸən⁴⁵
愿	y̯ẽ²¹
慈	t͡sz̩¹³
慈姑子	t͡sz̩¹³ ku³³ t͡sz̩³
態	tʰai̯⁴⁵
慎	sən⁴⁵
慕	mo⁴⁵
慘	t͡sʰan⁴¹
慢	man²¹
慧	ɸe̞i̯⁴⁵
慪氣	ŋəu̯⁴⁵ t͡ɕʰi⁴⁵
慮	le̞i̯⁴⁵
慶	t͡ɕʰin⁴⁵
憐	li̯ẽ¹³
憤	ɸən⁴⁵
憲	ɕi̯ẽ⁴⁵
懂	tən⁴¹
懂味	tən⁴¹ u̯e̞i̯²¹⁻¹¹
懇	kʰən⁴¹
懒	l̃an⁴¹
懒人子	l̃an⁴¹ ʐən¹³ t͡sz̩³
懲	t͡sʰən⁴¹
懶	l̃an⁴¹
懶人子	l̃an⁴¹ ʐən¹³ t͡sz̩³
懷	ɸai̯¹³
懷肚	ɸai̯¹³ təu̯²¹⁻¹¹
懸	ɕy̯ẽ¹³
戀	li̯ẽ⁴⁵
戈	ko³³
戏	ɕi⁴⁵
成	t͡sʰən¹³
我	ŋo⁴¹
我们	ŋo⁴¹ mən³
我們	ŋo⁴¹ mən³
戒	kai̯⁴⁵
戒尺	kai̯⁴⁵ t͡sʰz̩²⁴
戒指	kai̯⁴⁵ t͡sz̩³
或	xo²⁴
战	t͡sə̃⁴⁵
截	t͡ɕʰi̯e̞²⁴
戰	t͡sə̃⁴⁵
戲	ɕi⁴⁵
戶	ɸu²¹
户	ɸu²¹
房	ɸan¹³
房数兄弟	ɸan¹³ səu̯⁴⁵ ɕin³³ ti³
房數兄弟	ɸan¹³ səu̯⁴⁵ ɕin³³ ti³
所	so⁴¹
扁担	pi̯ẽ⁴¹ tan⁴⁵
扁擔	pi̯ẽ⁴¹ tan⁴⁵
扇子	sə̃⁴⁵ t͡sz̩³
手	səu̯⁴¹
手圈	səu̯⁴¹ t͡ɕʰy̯ẽ³³
手巾	səu̯⁴¹ t͡ɕin³³
手帕	səu̯⁴¹ pʰɤ̞²⁴
手心	səu̯⁴¹ ɕin³³
手拐子	səu̯⁴¹ ku̯ai̯⁴¹ t͡sz̩³
手指拇	səu̯⁴¹ t͡sz̩²⁴ mɒu̯³
手指縫	səu̯⁴¹ t͡sz̩²⁴ xən²¹⁻¹¹
手指缝	səu̯⁴¹ t͡sz̩²⁴ xən²¹⁻¹¹
手指脑	səu̯⁴¹ t͡sz̩²⁴ lɒu̯⁴¹
手指腦	səu̯⁴¹ t͡sz̩²⁴ lɒu̯⁴¹
手提包	səu̯⁴¹ ti¹³ pɒu̯³³
手板	səu̯⁴¹ pan⁴¹
手板心	səu̯⁴¹ pan⁴¹ ɕin³³
手欛子	səu̯⁴¹ pa̠⁴⁵ t͡sz̩³
手背	səu̯⁴¹ pe̞i̯⁴⁵
手腕子	səu̯⁴¹ õ⁴¹ t͡sz̩³
手面	səu̯⁴¹ mi̯ẽ²¹⁻¹¹
才	t͡sai̯¹³
才刚	t͡sai̯¹³ t͡ɕi̯æn³³
才剛	t͡sai̯¹³ t͡ɕi̯æn³³
扎扇	t͡sa̠²⁴ sə̃⁴⁵
扑	pʰu²⁴
扒手	pa̠¹³ səu̯⁴¹
打	ta̠⁴¹
打住	ta̠⁴¹ t͡ɕy²¹⁻¹¹
打冒詐	ta̠⁴¹ mɒu̯⁴⁵ t͡sa̠⁴⁵
打冒诈	ta̠⁴¹ mɒu̯⁴⁵ t͡sa̠⁴⁵
打单	ta̠⁴¹ tan³³
打卦	ta̠⁴¹ ku̯a̠⁴⁵
打呵信	ta̠⁴¹ xa̠³³ ɕin⁴⁵
打呵喝	ta̠⁴¹ o⁴⁵ xo³
打哄	ta̠⁴¹ xən⁴¹
打哈啾	ta̠⁴¹ xa̠⁴⁵ t͡ɕʰi̯əu̯³
打單	ta̠⁴¹ tan³³
打喷啾	ta̠⁴¹ ɸən⁴⁵ t͡ɕʰi̯o³
打噴啾	ta̠⁴¹ ɸən⁴⁵ t͡ɕʰi̯o³
打圞台	ta̠⁴¹ lõ¹³ tai̯¹³
打圞场	ta̠⁴¹ lõ¹³ t͡san¹³
打圞場	ta̠⁴¹ lõ¹³ t͡san¹³
打圞臺	ta̠⁴¹ lõ¹³ tai̯¹³
打垛	ta̠⁴¹ to²¹⁻¹¹
打官司	ta̠⁴¹ kõ³³ sz̩³
打尿噤	ta̠⁴¹ n̠ʲi̯ɒu̯²¹⁻¹¹ t͡ɕin²¹⁻¹¹
打屁	ta̠⁴¹ pʰi⁴⁵
打屁股	ta̠⁴¹ pʰi⁴⁵ ku⁴¹
打屁虫	ta̠⁴¹ pʰi⁴⁵ t͡sən¹³
打屁蟲	ta̠⁴¹ pʰi⁴⁵ t͡sən¹³
打屌胯	ta̠⁴¹ tʰi̯ɒu̯⁴¹ kʰu̯a̠⁴⁵
打常	ta̠⁴¹ t͡san¹³
打斢	ta̠⁴¹ tʰi̯ɒu̯⁴¹
打架	ta̠⁴¹ t͡ɕi̯a̠⁴⁵
打止	ta̠⁴¹ t͡sz̩⁴¹
打毛毛	ku̯a̠²⁴ mɒu̯¹³ mɒu̯³
打水	ta̠⁴¹ ɕy̯e̞i̯⁴¹
打滞	ta̠⁴¹ t͡sʰz̩⁴⁵
打滯	ta̠⁴¹ t͡sʰz̩⁴⁵
打热闹和声	ta̠⁴¹ y̯e̞²⁴ lɒu̯²¹⁻¹¹ xo²¹⁻¹¹ sən³³
打熱鬧和聲	ta̠⁴¹ y̯e̞²⁴ lɒu̯²¹⁻¹¹ xo²¹⁻¹¹ sən³³
打瞌困	ta̠⁴¹ kʰo²⁴ kʰu̯ən⁴⁵
打瞌睏	ta̠⁴¹ kʰo²⁴ kʰu̯ən⁴⁵
打米	ta̠⁴¹ mi⁴¹
打粗	ta̠⁴¹ t͡sʰəu̯³³
打胎	ta̠⁴¹ tʰai̯³³
打脚	ta̠⁴¹ t͡ɕi̯o²⁴
打腰餐	ta̠⁴¹ i̯ɒu̯³³ t͡sʰan³³
打腳	ta̠⁴¹ t͡ɕi̯o²⁴
打花	ta̠⁴¹ ɸa̠³³
打药	ta̠⁴¹ i̯o²⁴
打藥	ta̠⁴¹ i̯o²⁴
打赤脚	ta̠⁴¹ t͡sʰz̩²⁴ t͡ɕi̯o²⁴
打赤腳	ta̠⁴¹ t͡sʰz̩²⁴ t͡ɕi̯o²⁴
打赤膊	ta̠⁴¹ t͡sʰz̩²⁴ po³
打蹩脚老虎	ta̠⁴¹ pʰi̯e̞⁴¹ t͡ɕi̯o²⁴ lɒu̯⁴¹ ɸu⁴¹
打蹩腳老虎	ta̠⁴¹ pʰi̯e̞⁴¹ t͡ɕi̯o²⁴ lɒu̯⁴¹ ɸu⁴¹
打野	ta̠⁴¹ i̯a̠⁴¹
打野望	ta̠⁴¹ i̯a̠⁴¹ u̯an²¹⁻¹¹
打雷	ta̠⁴¹ le̞i̯¹³
打霜	ta̠⁴¹ ɕy̯æn³³
打露水	ta̠⁴¹ ləu̯²¹⁻¹¹ ɕy̯e̞i̯⁴¹
打餓肚	ta̠⁴¹ o²¹⁻¹¹ təu̯⁴¹
打饿肚	ta̠⁴¹ o²¹⁻¹¹ təu̯⁴¹
打鼾	ta̠⁴¹ xan³³
打𨃅𨃅	ta̠⁴¹ pai̯³³ pai̯³
托	tʰo²⁴
执	t͡sz̩²⁴
扩	kʰo²⁴
扫	sɒu̯⁴¹
扫把	sɒu̯⁴⁵ pa̠⁴¹
扫把星	sɒu̯⁴⁵ pa̠⁴¹ ɕin³³
扬	i̯æn¹³
扯	t͡sʰɤ̞⁴¹
扯卵談	t͡sʰɤ̞⁴¹ lõ⁴¹ tan¹³
扯卵谈	t͡sʰɤ̞⁴¹ lõ⁴¹ tan¹³
扯常	t͡sʰɤ̞⁴¹ t͡san¹³
扯常子	t͡sʰɤ̞⁴¹ t͡san¹³ t͡sz̩³
扯白	t͡sʰɤ̞⁴¹ pɤ̞²⁴
扯皮	t͡sʰɤ̞⁴¹ pi¹³
扯粟壳	t͡sʰɤ̞⁴¹ ɕi̯əu̯²⁴ kʰo²⁴
扯粟殼	t͡sʰɤ̞⁴¹ ɕi̯əu̯²⁴ kʰo²⁴
扯經	t͡sʰɤ̞⁴¹ t͡ɕin³³
扯经	t͡sʰɤ̞⁴¹ t͡ɕin³³
扯草	t͡sʰa̠⁴¹ t͡sʰɒu̯⁴¹
扯談	t͡sʰɤ̞⁴¹ tan¹³
扯謊	t͡sʰɤ̞⁴¹ ɸan⁴¹
扯谈	t͡sʰɤ̞⁴¹ tan¹³
扯谎	t͡sʰɤ̞⁴¹ ɸan⁴¹
扯閃	t͡sʰɤ̞⁴¹ sə̃⁴¹
扯闪	t͡sʰɤ̞⁴¹ sə̃⁴¹
扯霍閃	t͡sʰɤ̞⁴¹ xo²⁴ sə̃⁴¹
扯霍闪	t͡sʰɤ̞⁴¹ xo²⁴ sə̃⁴¹
扰	ʐɒu̯⁴¹
扳	pan³³
扶	ɸu¹³
批	pʰi³³
找	t͡sɒu̯⁴¹
承	t͡sən¹³
技	t͡ɕʰi⁴⁵
把	pa̠⁴¹
抍	tən⁴¹
抒	ɕy³³
抓周	t͡ɕy̯a̠³³ t͡səu̯³³
抓週	t͡ɕy̯a̠³³ t͡səu̯³³
投	təu̯¹³
抖	təu̯⁴¹
折本	sɤ̞²⁴ pən⁴¹
抠	kʰəu̯³³
抠痒	kʰəu̯³³ i̯æn⁴¹
抠鬼	kʰəu̯²⁴ ku̯e̞i̯⁴¹
抢	t͡ɕʰi̯æn⁴¹
护	ɸu²¹
报	pɒu̯⁴⁵
抬	tai̯¹³
抬杠	tai̯¹³ kan⁴⁵
抬槓	tai̯¹³ kan⁴⁵
抱	pɒu̯²¹
抱耳風	pɒu̯²¹⁻¹¹ ɤ̞⁴¹ xən³³
抱耳风	pɒu̯²¹⁻¹¹ ɤ̞⁴¹ xən³³
抵	ti⁴¹
抵錢	ti⁴¹ t͡ɕi̯ẽ¹³
抵钱	ti⁴¹ t͡ɕi̯ẽ¹³
抹布	ma̠²⁴ pu⁴⁵
抹桌布	ma̠²⁴ t͡so²⁴ pu⁴⁵
押	i̯a̠²⁴
押宝	i̯a̠²⁴ pɒu̯⁴¹
押寶	i̯a̠²⁴ pɒu̯⁴¹
押解	i̯a̠²⁴ kai̯⁴¹
押金	i̯a̠²⁴ t͡ɕin³³
抽	t͡sʰəu̯³³
抽空	t͡sʰəu̯³³ kʰən⁴⁵
抽空子	t͡sʰəu̯³³ kʰən⁴⁵ t͡sz̩³
抽筋	t͡sʰəu̯³³ t͡ɕin³³
抽胡說	t͡sʰəu̯³³ ɸu¹³ ɕy̯e̞²⁴
抽胡说	t͡sʰəu̯³³ ɸu¹³ ɕy̯e̞²⁴
抽蕻子	t͡sʰəu̯³³ xən²¹⁻¹¹ t͡sz̩³
担水桶	tan³³ ɕy̯e̞i̯⁴¹ tʰən⁴¹
拆	t͡sʰɤ̞²⁴
拉	la̠²⁴
拉场子	la̠³³ t͡san¹³ t͡sz̩³
拉場子	la̠³³ t͡san¹³ t͡sz̩³
拍馬屁	pʰɤ̞²⁴ ma̠⁴¹ pʰi⁴⁵
拍马屁	pʰɤ̞²⁴ ma̠⁴¹ pʰi⁴⁵
拐家伙	ku̯ai̯⁴¹ t͡ɕi̯a̠³³ xo³
拐棍	ku̯ai̯⁴¹ ku̯ən⁴⁵
拓蓝纸	tʰo²⁴ l̃an¹³ t͡sz̩⁴¹
拓藍紙	tʰo²⁴ l̃an¹³ t͡sz̩⁴¹
拔	pʰa̠²⁴
拔实	pʰa̠²⁴ sz̩²⁴
拔實	pʰa̠²⁴ sz̩²⁴
拔河	pʰa̠²⁴ xo¹³
拖板	tʰo³³ pan⁴¹
拖板子	tʰo³³ pan⁴¹ t͡sz̩³
拖板鞋	tʰo³³ pan⁴¹ xai̯¹³
拖鞋	tʰo³³ xai̯¹³
拘	t͡ɕy³³
招	t͡sɒu̯³³
招待	t͡sɒu̯³³ tai̯⁴⁵
拜坟	pai̯⁴⁵ ɸən¹³
拜堂	pai̯⁴⁵ tan¹³
拜墳	pai̯⁴⁵ ɸən¹³
拜年	pai̯⁴⁵ n̠ʲi̯ẽ¹³
拢场	lən¹³
拢边	lən⁴¹ pi̯ẽ³³
拣	kan⁴¹
拥	in⁴¹
拨	po²⁴
择	t͡sʰɤ̞²⁴
拯	t͡sən⁴¹
拱卒	kən⁴¹ t͡səu̯¹³
拳	t͡ɕy̯ẽ¹³
拾	sz̩²⁴
拿	la̠³³
持	t͡sz̩¹³
挂	ku̯a̠⁴⁵
挂坟	ku̯a̠⁴⁵ ɸən¹³
指	t͡sz̩²⁴
指甲子	t͡sz̩²⁴ ka̠²⁴ t͡sz̩³
指甲子花	t͡sz̩²⁴ ka̠²⁴ t͡sz̩³ ɸa̠³³
按扣	ŋan⁴⁵ kʰəu̯⁴⁵
挑手边	tʰi̯ɒu̯³³ səu̯⁴¹ pi̯ẽ³³
挑手邊	tʰi̯ɒu̯³³ səu̯⁴¹ pi̯ẽ³³
挑針子	tʰi̯ɒu̯³³ t͡sən³³ t͡sz̩³
挑针子	tʰi̯ɒu̯³³ t͡sən³³ t͡sz̩³
挖耳子	u̯a̠²⁴ ɤ̞⁴¹ t͡sz̩³
挥	ɸe̞i̯³³
挪	la̠¹³
振	t͡sən⁴⁵
挺	tʰi̯æn⁴¹
捆	kʰu̯ən⁴¹
捉脈	t͡so²⁴ mɤ̞²⁴
捉脉	t͡so²⁴ mɤ̞²⁴
捏	n̠ʲi̯e̞²⁴
捏白	n̠ʲi̯e̞²⁴ pɤ̞²⁴
捐	t͡ɕy̯ẽ³³
捐稅	t͡ɕy̯ẽ³³ ɕy̯e̞i̯⁴⁵
捐税	t͡ɕy̯ẽ³³ ɕy̯e̞i̯⁴⁵
捞	lɒu̯³³
捡	t͡ɕi̯ẽ⁴¹
换	xõ²¹
捩哒颈	li̯e̞⁴⁵ ta̠³ t͡ɕin⁴¹
捩噠頸	li̯e̞⁴⁵ ta̠³ t͡ɕin⁴¹
捲子	t͡ɕy̯ẽ⁴¹ t͡sz̩³
捷	t͡ɕʰi̯e̞²⁴
掃	sɒu̯⁴¹
掃把	sɒu̯⁴⁵ pa̠⁴¹
掃把星	sɒu̯⁴⁵ pa̠⁴¹ ɕin³³
掉它	ti̯ɒu̯²¹⁻¹¹ to¹³
掌	t͡san⁴¹
排	pai̯¹³
排球	pai̯¹³ t͡ɕi̯əu̯¹³
排笔	pai̯¹³ pi²⁴
排笔师	pai̯¹³ pi²⁴ sz̩³³
排筆	pai̯¹³ pi²⁴
排筆師	pai̯¹³ pi²⁴ sz̩³³
排肋骨	pai̯¹³ lɤ̞²⁴ ku²⁴
排骨	pai̯¹³ ku²⁴
掛	ku̯a̠⁴⁵
掛墳	ku̯a̠⁴⁵ ɸən¹³
探	tʰan⁴⁵
探閒事	tʰan⁴⁵ xan¹³ sz̩²¹⁻¹¹
探闲事	tʰan⁴⁵ xan¹³ sz̩²¹⁻¹¹
接	t͡ɕi̯e̞²⁴
接应	t͡ɕi̯e̞²⁴ in⁴⁵
接應	t͡ɕi̯e̞²⁴ in⁴⁵
接生	t͡ɕi̯e̞²⁴ sən³³
控	kʰən⁴⁵
推	tʰe̞i̯³³
推剪	tʰe̞i̯³³ t͡ɕi̯ẽ⁴¹
推子	tʰe̞i̯³³ t͡sz̩³
掩	i̯ẽ⁴¹
掷	t͡sz̩²⁴
掸帚子	tan⁴¹ t͡səu̯⁴¹ t͡sz̩³
揀	kan⁴¹
提	ti̯a̠¹³
提火	ti¹³ xo⁴¹
提調	ti¹³ ti̯ɒu̯⁴⁵
提调	ti¹³ ti̯ɒu̯⁴⁵
插嘴	t͡sʰa̠⁴⁵ t͡se̞i̯⁴¹
揖	i²⁴
揚	i̯æn¹³
換	xõ²¹
握	ŋo²⁴
揭	t͡ɕi̯e̞²⁴
揮	ɸe̞i̯³³
揽	l̃an⁴¹
搀	t͡sʰan³³
搂	ləu̯⁴¹
搅石子	t͡ɕi̯ɒu̯⁴¹ sz̩³ t͡sz̩³
搊尿	t͡sʰəu̯³³ n̠ʲi̯ɒu̯²¹⁻¹¹
搊屎	t͡sʰəu̯³³ sz̩⁴¹
搖窩	i̯ɒu̯¹³ o³³
搖腦殼	i̯ɒu̯¹³ lɒu̯⁴¹ kʰo³
搞	kɒu̯⁴¹
搶	t͡ɕʰi̯æn⁴¹
携	ɕi¹³
摆	pai̯⁴¹
摆格	pai̯⁴¹ kɤ̞²⁴
摆看	pai̯⁴¹ kʰan⁴⁵
摆矮	pai̯⁴¹ ŋai̯⁴¹
摇窝	i̯ɒu̯¹³ o³³
摇脑壳	i̯ɒu̯¹³ lɒu̯⁴¹ kʰo³
摟	ləu̯⁴¹
摧	t͡sʰe̞i̯³³
摩托卡	mo¹³ tʰo²⁴ kʰa̠⁴¹
摳	kʰəu̯³³
摳癢	kʰəu̯³³ i̯æn⁴¹
摳鬼	kʰəu̯²⁴ ku̯e̞i̯⁴¹
摸	mo³³
撈	lɒu̯³³
撒手	sa̠⁴¹ səu̯⁴¹
撣帚子	tan⁴¹ t͡səu̯⁴¹ t͡sz̩³
撤	t͡sʰɤ̞²⁴
撥	po²⁴
撲	pʰu²⁴
撿	t͡ɕi̯ẽ⁴¹
擀	kan⁴¹
擁	in⁴¹
擇	t͡sʰɤ̞²⁴
操场	t͡sʰɒu̯³³ t͡san¹³
操坪	t͡sʰɒu̯³³ pin¹³
操場	t͡sʰɒu̯³³ t͡san¹³
擒	t͡ɕin¹³
擓	kʰu̯ai̯²¹
擓毛毛	kʰu̯ai̯²¹⁻¹¹ mɒu̯¹³ mɒu̯⁴⁵
擓肚	kʰu̯ai̯²¹⁻¹¹ təu̯²¹⁻¹¹
擔水桶	tan³³ ɕy̯e̞i̯⁴¹ tʰən⁴¹
擤	ɕin⁴¹
擦	t͡sʰa̠²⁴
擦板	t͡sʰa̠²⁴ pan⁴¹
擲	t͡sz̩²⁴
擴	kʰo²⁴
擺	pai̯⁴¹
擺格	pai̯⁴¹ kɤ̞²⁴
擺看	pai̯⁴¹ kʰan⁴⁵
擺矮	pai̯⁴¹ ŋai̯⁴¹
擾	ʐɒu̯⁴¹
攏場	lən¹³
攏邊	lən⁴¹ pi̯ẽ³³
攒劲	t͡san⁴¹ t͡ɕin⁴⁵
攙	t͡sʰan³³
攜	ɕi¹³
攢勁	t͡san⁴¹ t͡ɕin⁴⁵
攪石子	t͡ɕi̯ɒu̯⁴¹ sz̩³ t͡sz̩³
攬	l̃an⁴¹
支	t͡sz̩³³
收	səu̯³³
收士	səu̯³³ sz̩⁴⁵
收拾	səu̯³³ sz̩³
收据	səu̯³³ t͡ɕy⁴⁵
收據	səu̯³³ t͡ɕy⁴⁵
收象	səu̯³³ ɕi̯æn⁴⁵
改	kai̯⁴¹
放	ɸan⁴⁵
放假	ɸan⁴⁵ t͡ɕi̯a̠⁴¹
放学	ɸan⁴⁵ ɕi̯o²⁴
放學	ɸan⁴⁵ ɕi̯o²⁴
放牛伢子	ɸan⁴⁵ n̠ʲi̯əu̯¹³ ŋa̠¹³ t͡sz̩³
放讓	ɸan⁴⁵ ʐan²¹⁻¹¹
放让	ɸan⁴⁵ ʐan²¹⁻¹¹
政	t͡sən⁴⁵
故	ku⁴⁵
故犯	ku⁴⁵ ɸan²¹⁻¹¹
敏	min⁴¹
救	t͡ɕi̯əu̯⁴⁵
敗家子	pai̯²¹⁻¹¹ t͡ɕi̯a̠³³ t͡sz̩³
教	kɒu̯⁴⁵
敛	li̯ẽ⁴⁵
敢	kan⁴¹
散	san⁴¹
散学	san⁴⁵ ɕi̯o²⁴
散學	san⁴⁵ ɕi̯o²⁴
散票子	san⁴¹ pʰi̯ɒu̯⁴⁵ t͡sz̩³
敦	tən³³
敦土旁	tən⁴⁵ tʰəu̯⁴¹ pan¹³
敦土边	tən⁴⁵ tʰəu̯⁴¹ pi̯ẽ³³
敦土邊	tən⁴⁵ tʰəu̯⁴¹ pi̯ẽ³³
敬	t͡ɕin⁴⁵
数	səu̯⁴¹
敲	kʰɒu̯³³
整	t͡sən⁴¹
數	səu̯⁴¹
斂	li̯ẽ⁴⁵
文	u̯ən¹³
文具店	u̯ən¹³ t͡ɕy⁴⁵ ti̯ẽ⁴⁵
文凭	u̯ən¹³ pin¹³
文憑	u̯ən¹³ pin¹³
文明棍	u̯ən¹³ min¹³ ku̯ən⁴⁵
斋猫子	t͡sai̯³³ mɒu̯³³ t͡sz̩³
斑	pan³³
斑鳩	pan³³ t͡ɕy³³
斑鳩子	pan³³ t͡ɕy³³ t͡sz̩³
斑鸠	pan³³ t͡ɕy³³
斑鸠子	pan³³ t͡ɕy³³ t͡sz̩³
斗	təu̯⁴¹
斗笠	təu̯⁴¹ li⁴⁵
斗篷	təu̯⁴¹ pən¹³
料	li̯ɒu̯⁴⁵
料酒	li̯ɒu̯⁴⁵ t͡ɕi̯əu̯⁴¹
斜	ɕi̯a̠¹³
斜王旁	ɕi̯e̞¹³ u̯an¹³ pan¹³
斤	t͡ɕin³³
斧	ɸu⁴¹
斧头	ɸu⁴¹ təu̯³
斧頭	ɸu⁴¹ təu̯³
斩	t͡san⁴¹
斬	t͡san⁴¹
断	tõ⁴¹
断家	tõ²¹⁻¹¹ ka̠³³
断脐	tõ²¹⁻¹¹ t͡ɕi¹³
断黑	tõ²¹⁻¹¹ xɤ̞²⁴
斯	sz̩³³
新	ɕin³³
新姑爷	ɕin³³ ku³³ i̯e̞¹³
新姑爺	ɕin³³ ku³³ i̯e̞¹³
新娘子	ɕin³³ n̠ʲi̯æn¹³ t͡sz̩³
新房	ɕin³³ ɸan¹³
新郎公	ɕin³³ l̃an¹³ kən³³
斷	tõ⁴¹
斷家	tõ²¹⁻¹¹ ka̠³³
斷臍	tõ²¹⁻¹¹ t͡ɕi¹³
斷黑	tõ²¹⁻¹¹ xɤ̞²⁴
方	ɸan³³
方桌	ɸan³³ t͡so²⁴
施	sz̩³³
旁	pan¹³
旁边	pan¹³ pi̯ẽ³³
旁邊	pan¹³ pi̯ẽ³³
旅	li⁴¹
旅游	li⁴¹ i̯əu̯¹³
旅社	li⁴¹ sɤ̞⁴⁵
旅遊	li⁴¹ i̯əu̯¹³
旅館	li⁴¹ kõ⁴¹
旅馆	li⁴¹ kõ⁴¹
旋	t͡ɕi̯ẽ²¹
旋窝子	t͡ɕi̯ẽ²¹⁻¹¹ o³³ t͡sz̩³
旋窝子风	t͡ɕi̯ẽ²¹⁻¹¹ o³³ t͡sz̩³ xən³³
旋窩子	t͡ɕi̯ẽ²¹⁻¹¹ o³³ t͡sz̩³
旋窩子風	t͡ɕi̯ẽ²¹⁻¹¹ o³³ t͡sz̩³ xən³³
族	t͡sʰəu̯²⁴
旗	t͡ɕi¹³
旗袍	t͡ɕi¹³ pɒu̯¹³
无	u¹³
无情冇事	u¹³ t͡ɕin³ mɒu̯²¹⁻¹¹ sz̩²¹⁻¹¹
无时八晏	u¹³ sz̩¹³ pa̠³ ŋan⁴⁵
无晏十晏	u¹³ ŋan⁴⁵ sz̩²⁴ ŋan⁴⁵
无治皮	u¹³ t͡sz̩⁴⁵ pʰi¹³
日	n̠ʲi²⁴
日头	ʐ̩²⁴ təu̯³
日子	ʐ̩²⁴ t͡sz̩³
日頭	ʐ̩²⁴ təu̯³
旦	tan⁴⁵
旧	t͡ɕi̯əu̯²¹
早	t͡sɒu̯⁴¹
早上	t͡sɒu̯⁴¹ san²¹⁻¹¹
早晨	t͡sɒu̯⁴¹ sən¹³
早晨头	t͡sɒu̯⁴¹ sən¹³ təu̯³
早晨頭	t͡sɒu̯⁴¹ sən¹³ təu̯³
早禾	t͡sɒu̯⁴¹ o¹³
早稻	t͡sɒu̯⁴¹ tɒu̯⁴⁵
早飯	t͡sɒu̯⁴¹ ɸan²¹⁻¹¹
早饭	t͡sɒu̯⁴¹ ɸan²¹⁻¹¹
旬	sən¹³
旱	xan⁴⁵
时	sz̩¹³
时不时	sz̩¹³ pu³ sz̩¹³
时候	sz̩¹³ xəu̯³
时间	sz̩¹³ kan³³
旷	kʰu̯an⁴⁵
昂	ŋan¹³
昆	kʰu̯ən³³
昌	t͡sʰan³³
明	min¹³
明年	min¹³ n̠ʲi̯ẽ¹³
明年子	min¹³ n̠ʲi̯ẽ¹³ t͡sz̩³
明日	min¹³ ʐ̩²⁴
明日子	min¹³ ʐ̩²⁴ t͡sz̩³
明朝	min¹³ t͡sɒu̯³³
明朝子	min¹³ t͡sɒu̯³³ t͡sz̩³
昏船	ɸən³³ t͡ɕy̯ẽ¹³
昏車	ɸən³³ t͡sʰɤ̞³³
昏车	ɸən³³ t͡sʰɤ̞³³
易得	i²¹⁻¹¹ tɤ̞³
星	ɕin³³
星子	ɕin³³ t͡sz̩³
映	in⁴⁵
映山紅	in⁴⁵ san³³ xən¹³
映山红	in⁴⁵ san³³ xən¹³
春	t͡ɕʰyn³³
春分	t͡ɕʰyn³³ ɸən³³
春天	t͡ɕʰyn³³ tʰi̯ẽ³³
春耕	t͡ɕʰyn³³ kən³³
昨日	t͡so¹³ ʐ̩²⁴
昨日子	t͡so¹³ ʐ̩²⁴ t͡sz̩³
昭	t͡sɒu̯³³
是	sz̩²¹
昼	t͡səu̯⁴⁵
時	sz̩¹³
時不時	sz̩¹³ pu³ sz̩¹³
時候	sz̩¹³ xəu̯³
時間	sz̩¹³ kan³³
晉	t͡ɕin⁴⁵
晋	t͡ɕin⁴⁵
晏	ŋan⁴⁵
晒太阳	sai̯⁴⁵ tʰai̯⁴⁵ i̯æn¹³
晓得	ɕi̯ɒu̯⁴¹ tɤ̞³
晕	yn³³
晚	u̯an⁴¹
晚秋	u̯an⁴¹ t͡ɕʰi̯əu̯³³
晚輩	u̯an⁴¹ pe̞i̯⁴⁵
晚辈	u̯an⁴¹ pe̞i̯⁴⁵
晚边子	u̯an⁴¹ pi̯ẽ³³ t͡sz̩³
晚邊子	u̯an⁴¹ pi̯ẽ³³ t͡sz̩³
晝	t͡səu̯⁴⁵
晨	sən¹³
普	pʰu⁴¹
景	t͡ɕin⁴¹
景致	t͡ɕin⁴¹ t͡sz̩⁴⁵
晴	t͡ɕin¹³
晴天子	t͡ɕin¹³ tʰi̯ẽ³ t͡sz̩³
晶	t͡ɕin³³
智	t͡sz̩⁴⁵
暈	yn³³
暑	ɕy⁴¹
暑假	ɕy⁴¹ t͡ɕi̯a̠⁴¹
暖	lõ⁴¹
暗	ŋan⁴⁵
暮	mo⁴⁵
暴参子	pɒu̯²¹⁻¹¹ t͡sʰan³³ t͡sz̩³
暴參子	pɒu̯²¹⁻¹¹ t͡sʰan³³ t͡sz̩³
