# Harakat restoration lexicon (COVERAGE layer) — undiacritized skeleton ⇥ our vocalization.
# ⚠ LICENCE: GPL-3.0 (per-file fence) — NOT CC-BY-SA like the sibling riders.
# Source: g2p-inversion over espeak-ng dictsource/ps_list (GPL-3.0, Hanif Rahman) + wikipron + kaikki.
# 12535 of 13828 rows are reachable only from the GPL source. Only the SHORT-VOWEL PLACEMENT
# derives from it — espeak's phoneme strings are never copied; the consonants are our g2p's.
# See src/languages/pashto/lexicon.PROVENANCE.md and LICENSES/PROVENANCE.md §4.
# Regenerate: tools/perso-arabic/invert_harakat.ts --lexicon → tools/perso-arabic/export_lexicons.sh
# Non-identity rows only (a bare-skeleton row is a no-op — g2p already yields that IPA). See PROVENANCE.md.
آبخانە	آبخانَە
اوصفتونو	اوصَفتونو
اوصلح	اوصَلْح
اوصلحی	اوصَلحِی
اوصلو	اوصَلو
اوصلیب	اوصَلیب
اوصلیبی	اوصَلیبِی
اوصميمت	اوصَميمَت
اوصنعت	اوصَنَعْت
اوصنعتي	اوصَنَعتي
اوصوبه	اوصَوبه
اوصورت	اوصَورَت
اوكتنى	اوكْتنِى
اوكرزې	اوكْرْزې
اوكركه	اوكْرْكه
اوكركې	اوكْرْكې
اوكرمي	اوكْرمي
اوكرنې	اوكْرنې
اوكرپشن	اوكْرْپْشن
اوكس	اوكْس
اوكش	اوكْش
اوكشفول	اوكْشْفوْلْ
اوكشمير	اوكْشْمير
اوكفري	اوكْفْري
اوكفرۍ	اوكْفْرۍ
اوكلتور	اوكْلْتور
اوكلتورته	اوكْلْتورته
اوكلتوري	اوكْلْتوري
اوكلتورې	اوكْلْتورې
اوكلنۍ	اوكْلنۍ
اوكم	اوكْم
اوكمزورو	اوكْمْزورو
اوكمزورى	اوكْمْزورِى
اوكمزوري	اوكْمْزوري
اوكمونيزم	اوكمونيزْم
اوكمينونه	اوكمينُونه
اوكنترول	اوكْنْتْرول
اوكنجيدر	اوكْنْجيدر
اوكورنى	اوكورنِى
اوكورونه	اوكورُونه
اوكورونو	اوكورُونو
اوكولتور	اوكولتُور
اوكومكونو	اوكومكُونو
اوكونړ	اوكونْړ
اوكوچنى	اوكوچنِى
اوكوښښ	اوكوښْښ
اوكوښښونه	اوكوښښُونه
اوكى	اوكِى
اوكړكيچونه	اوكْړكيچُونه
اوكړنه	اوكْړنه
اوكړنوته	اوكْړنوته
اوكړنې	اوكْړنې
اوكړولې	اوكړَولې
اوكږون	اوكږُون
اوكښته	اوكْښْته
اولت	اولْت
اولتني	اولْتْني
اولرم	اولرْم
اولرو	اولَرو
اولروژه	اولَروژه
اولري	اولَري
اولريش	اولَريش
اولری	اولَرِی
اولریکسن	اولَریکسن
اولرې	اولَرې
اولســــ	اولْسْــــ
اولســــــــونه	اولسُــــــــونه
اولسم	اولْسْم
اولسمشر	اولْسْمْشر
اولسمشره	اولْسْمْشره
اولسمشري	اولْسْمْشري
اولسمشريزو	اولْسْمْشريزُو
اولسمشری	اولْسْمْشرِی
اولسمل	اولْسْمل
اولسمه	اولْسْمه
اولسمي	اولْسْمَي
اولسن	اولْسْن
اولسنیم	اولْسْنیم
اولسونه	اولسُونه
اولسونو	اولسُونو
اولسونوته	اولسُونوته
اولسونود	اولسُونود
اولسوورځو	اولسوورْځو
اولسوورځوته	اولسوورْځوته
اولسى	اولسِى
اولسګونه	اولْسْګُونه
اولسی	اولسِی
اولصفت	اولْصْفت
اولـس	اولْـس
اولــ	اولْــ
اولـــس	اولْـــس
اولــــس	اولْــــس
اولــــــه	اولْــــــه
اولـــه	اولْـــه
اولـه	اولْـه
اولف	اولْف
اولفستروم	اولْفْسْتْرُوم
اولفظي	اولْفْظي
اولم	اولْم
اولمبې	اولْمْبې
اولمرت	اولمرْت
اولمس	اولْمْس
اولمسی	اولْمْسِی
اولمشره	اولْمْشره
اولمن	اولْمْن
اولمنځه	اولْمْنځه
اولمونځ	اولمُونْځ
اولمپيك	اولْمْپيك
اولمپيک	اولْمْپيک
اولن	اولْن
اولند	اولْنْد
اوليکی	اوليکِی
اولپ	اولْپ
اولښته	اولْښْته
اولکس	اولِکْس
اولکونو	اولکُونو
اولکړه	اولْکْړه
اولکی	اولکِی
اولګښت	اولْګْښْت
اولگښت	اولْگْښْت
اولی	اولِی
اولینن	اولینِن
اولیه	اولَیه
اولیکی	اولیکِی
اومأموريت	اومَأموْرْيت
اومدد	اومدْد
اومدرسه	اومدْرسه
اومدرسو	اومدْرسو
اومدرسې	اومدْرسې
اومدعي	اومَدَعي
اومدني	اومَدَني
اومدنيت	اومَدَنَيت
اومدنی	اومَدَنِی
اومدنې	اومَدَنې
اومدونه	اومَدُونه
اومدینی	اومَدینِی
اومدینې	اومَدینې
اومربوطين	اومَرَبُوطين
اومرتبه	اومرْتبه
اومرتقبت	اومرْتقَبت
اومرحوم	اومرحُوم
اومرستندويه	اومَرستندُويه
اومرسته	اومَرسته
اومرستو	اومَرستو
اومرستى	اومَرستى
اومرستي	اومَرستي
اومرستې	اومَرستې
اومركزي	اومرْكزي
اومرموز	اومرمُوز
اومرموزه	اومرمُوزه
اومرمی	اومرمِی
اومرمیو	اومرمَیو
اومرنوڅخه	اومرنُوڅخه
اومره	اومَره
اومرو	اومَرو
اومرور	اومَرور
اومري	اومَري
اومريخ	اومَريخ
اومريمي	اومَريمي
اومرکزونه	اومرْکزُونه
اومرکزي	اومرْکزي
اومرکزيت	اومرْکزيت
اومرکزکی	اومرکزکِی
اومرکزی	اومرْکزِی
اومرکزې	اومرْکزې
اومرګ	اومرْګ
اومرګونه	اومرګُونه
اومرگ	اومرْگ
اومریدودې	اومَریدُودې
اومزدورى	اومزدورِى
اومزدوری	اومزدورِی
اومزې	اومَزې
اومسؤل	اومَسؤل
اومسبته	اومَسبته
اومستحب	اومسْتحب
اومستري	اومسْتري
اومستقل	اومستقْل
اومستقیمه	اومسْتقیمه
اومستقیمو	اومسْتقیمو
اومستند	اومستنْد
اومستيو	اومستَيو
اومستی	اومستِی
اومسخرو	اومسْخْرو
اومسلكي	اومسْلكي
اومسلكې	اومسْلكې
اومسلکي	اومسْلکي
اومسلکی	اومسْلکِی
اومسو	اومَسو
اومسول	اومَسُول
اومسوليت	اومَسُولَيت
اومسولين	اومَسُولين
اومسولينو	اومَسُولينو
اومشخصه	اومشْخصه
اومشر	اومَشر
اومشرب	اومَشرْب
اومشربولی	اومَشربُولِی
اومشرتوب	اومَشرتوب
اومشرف	اومْشرَف
اومشروطه	اومْشروطه
اومشروع	اومْشروع
اومشروعيت	اومْشروعَيت
اومشري	اومْشري
اومشرک	اومشرْک
اومشرۍ	اومْشرۍ
اومشكل	اومشكْل
اومشوره	اومشَوره
اومشورو	اومشَورو
اومشوروترسره	اومشَوروترْسْره
اومشوري	اومشَوري
اومشوری	اومشَورِی
اومشورې	اومشَورې
اومشکل	اومشکْل
اومشکوک	اومْشکُوک
اومشکیني	اومْشکیني
اومصر	اومَصر
اومصرف	اومَصرْف
اومصرفونه	اومَصرفونه
اومصلحت	اومَصلحت
اومصونيت	اومَصُونيت
اومضبوط	اومضبُوط
اومضمونونه	اومضمُونونه
اومطبعې	اومَطبعې
اومطلب	اومَطَلب
اومطلبي	اومَطَلَبي
اومطلق	اومَطَلق
اومطلقه	اومَطَلَقه
اومطمين	اومَطَمين
اومظبوط	اومظبُوط
اومظلو	اومظلُو
اومظلوم	اومظلُوم
اومظلومی	اومظلُومِی
اومظنون	اومَظَنُون
اومـــــ	اومْـــــ
اومــقبولين	اومــقبُولين
اومفدیت	اومْفدیت
اومفضولیت	اومْفضُولیت
اومفكرپه	اومفكْرْپه
اومفکورو	اومْفکورو
اومقبره	اومَقبره
اومقبول	اومقبُول
اومقتدر	اومقْتدر
اومقدسه	اومقْدسه
اومقدمې	اومقْدمې
اومقصدونو	اومقْصدونو
اومقننه	اومقْننه
اومكلفيتونه	اومْكْلفيتونه
اومورته	اومورَته
اومورووژله	اومورووژَله
اومورڅ	اومورْڅ
اوموسکند	اوموسکنْد
اوموسکی	اوموسکِی
اوموسی	اوموسِی
اوموصوف	اوموصُوف
اوموندلی	اومونْدلِی
اوموندنې	اومونْدنې
اوموټرترې	اوموټرْتْرې
اوموټرورسره	اوموټَرورْسْره
اوموټريي	اوموټَريي
اوموټريې	اوموټَرَيې
اوموټى	اوموټِى
اوموډی	اوموډِی
اوميتودونه	اوميتودُونه
اوميدونه	اوميدُونه
اوميدونو	اوميدُونو
اوميدونوته	اوميدُونوته
اوميرمني	اوميرْمني
اوميرژكه	اوميرْژْكه
اوميشت	اوميشْت
اومټي	اومَټي
اومځکه	اومْځکه
اومډرن	اومْډرن
اومړشو	اومْړْشو
اومړظونه	اومْړْظُونه
اومړينی	اومړينِی
اومړکړل	اومْړْکْړل
اومړی	اومړِی
اومکلف	اومْکلف
اومکلفه	اومْکلَفه
اومکلفيت	اومکلفَيت
اومکمل	اومْکمل
اومکی	اومکِی
اومګنیزیمو	اومْګْنیزیمو
اومڼو	اومَڼو
اومی	اومِی
اومیزونو	اومیزُونو
اومیشت	اومیشْت
اومیند	اومینْد
اومیندی	اومیندِی
اومینځ	اومینْځ
اومینی	اومینِی
اومیړنی	اومیړنِی
اومېدونه	اومېدُونه
اومېرمن	اومېرمَن
اومېرمنې	اومېرمَنې
اونبض	اونَبَض
اونبي	اونَبي
اونتجه	اونَتَجه
اونتریو	اونَترِیو
اونتيجه	اونَتيجه
اونتیجه	اونَتیجه
اونثر	اونَثَر
اونثري	اونَثَري
اونجوم	اونَجُوم
اونجونو	اونَجونو
اونجونود	اونَجونود
اونجوني	اونَجوني
اونجونې	اونَجونې
اونجيب	اونَجيب
اونجیب	اونَجیب
اونجیل	اونَجیل
اونخرې	اونَخرې
اونخسه	اونَخَسه
اونخي	اونَخي
اوندبحث	اونَدَبَحْث
اوندي	اونَدي
اوندیښمن	اونَدیښمَن
اونر	اونَر
اونربې	اونَرَبې
اونرسره	اونَرسره
اونرقوم	اونَرَقُوم
اونرم	اونَرَم
اونرمی	اونَرَمِی
اونرمې	اونَرَمې
اونروژني	اونَرُوژَني
اونزدي	اونَزَدي
اونزديکت	اونَزَديکَت
اونزله	اونَزَله
اونزولي	اونَزُولي
اونس	اونَس
اونسب	اونَسَب
اونسبت	اونَسَبَت
اونسبي	اونَسَبي
اونسج	اونَسَج
اونسق	اونَسَق
اونسل	اونَسَل
اونسلونه	اونَسَلونه
اونسي	اونَسي
اونسکوره	اونسکُوره
اونشرکړی	اونشرکړِی
اونشه	اونَشه
اونصب	اونَصَب
اونصيب	اونَصيب
اونصيت	اونَصيت
اونصيحت	اونَصيحَت
اونصیحت	اونَصیحَت
اونظر	اونَظَر
اونظرونو	اونَظَرُونو
اونظم	اونَظَم
اونظمونه	اونَظَمونه
اونظيف	اونَظيف
اونــــــه	اونْــــــه
اونـــــه	اونْـــــه
اونــفـــرت	اونَــفَـــرْت
اونفت	اونَفَت
اونفرت	اونَفَرْت
اونفرته	اونَفرته
اونفرتونو	اونَفرتُونو
اونفس	اونَفَس
اونفل	اونَفَل
اونفلونه	اونَفَلونه
اونفلی	اونَفَلِی
اونفوذ	اونَفُوذ
اونقش	اونَقَش
اونقشه	اونَقَشه
اونقشې	اونَقَشې
اونقل	اونَقَل
اونقلي	اونَقَلي
اونقيض	اونَقَيضْ
اونلي	اونَلي
اونمبرونه	اونَمَبَرونه
اونمرودیې	اونَمَرودَیې
اونميروز	اونَميروز
اونمک	اونَمَک
اونن	اونَن
اونننی	اونَنَنِی
اوننه	اونَنه
اوننيز	اونَنيز
اوننی	اونَنِی
اونوح	اونوْحْ
اونور	اونوْرْ
اونوربه	اونوْرْبه
اونوربی	اونوْرْبِی
اونورتخنيكي	اونوْرْتَخنيكي
اونورخلک	اونوْرْخَلْک
اونورددی	اونوْرْدَدِی
اونورددې	اونوْرْدَدې
اونوردلته	اونوْرْدلته
اونوردي	اونوْرْدي
اونورديته	اونوْرْديته
اونوردی	اونوْرْدِی
اونوردیني	اونوْرْدیني
اونوردې	اونوْرْدې
اونورسخت	اونوْرْسَخْت
اونورلوګ	اونوْرْلوْګْ
اونورلکه	اونوْرْلکه
اونورلیرې	اونوْرْلیرې
اونورمحمد	اونوْرْمَحمَد
اونورمسلکي	اونوْرْمَسلَکي
اونورملکي	اونوْرْمَلکي
اونورملگري	اونوْرْمَلگَري
اونورمړه	اونوْرْمړه
اونورنه	اونوْرْنه
اونورنو	اونوْرْنو
اونوريې	اونُورَيې
اونورټول	اونُورټول
اونورټوکونه	اونُورټوکُونه
اونورپه	اونُورپه
اونورپوځي	اونُورپوځي
اونورپيچلي	اونُورپيچلي
اونورڅه	اونُورڅه
اونورچې	اونُورچې
اونورډیرڅه	اونُورډیرڅه
اونورډېرڅ	اونُورډېرْڅ
اونورډېرڅيزونه	اونُورډېرڅيزُونه
اونورګل	اونُورګل
اونوری	اونُورِی
اونوریې	اونُورَیې
اونورې	اونُورې
اونوش	اونُوش
اونولسمه	اونُولْسمه
اونولسمی	اونُولْسمِی
اونوم	اونُوم
اونوملړ	اونُومْلْړ
اونومونه	اونُومُونه
اونوموړى	اونُومُوړى
اونوموړي	اونُومُوړي
اونوموړی	اونُومُوړِی
اونوموړې	اونُومُوړې
اونوي	اونُوي
اونوځکه	اونُوځَکه
اونوګڼوعلمي	اونُوګڼوعْلمي
اونوې	اونُوې
اونى	اونِى
اونيتونه	اونيتُونه
اونيزو	اونيزُو
اونيزى	اونيزِى
اونيزی	اونيزِی
اونيست	اونيسْت
اونيستمن	اونيسْتْمن
اونيـــزی	اونيـــزِی
اونيكم	اونيكْم
اونيكو	اونيكُو
اونيلو	اونيلُو
اونيمروز	اونيمرُوز
اونيمو	اونيمُو
اونيمګړې	اونيمْګْړې
اونړی	اونړِی
اونژدي	اونْژْدي
اونژدی	اونْژْدِی
اونژدې	اونْژْدې
اونښتو	اونْښْتو
اونی	اونِی
اونیزی	اونیزِی
اونیمرزو	اونیمْرْزو
اونیمروزکی	اونیمروزکِی
اونیکوتر	اونیکوتْر
اونیکی	اونیکِی
اونېستمن	اونېسْتْمَن
اونېمگړې	اونېمْگړې
اوهستم	اوهسْتم
اوهستوګن	اوهسْتوګن
اوهستی	اوهسْتِی
اوهســـــــي	اوهسِـــــــي
اوهسك	اوهسْك
اوهسک	اوهسْک
اوهسکې	اوهسْکې
اوهسی	اوهسِی
اوهضمی	اوهضْمِی
اوهــــدف	اوهــــدَف
اوهلته	اوهلْته
اوهلمند	اوهلْمنْد
اوهلمندکې	اوهلْمنْدْکې
اوهلوځلوخبرې	اوهلوځلوخْبْرې
اوهلی	اوهلِی
اوهمبرګر	اوهمْبرګر
اوهمت	اوهمَت
اوهمدردپه	اوهمْدرْدْپه
اوهمدردی	اوهمْدردِی
اوهمدلته	اوهمْدْلْته
اوهمده	اوهمْده
اوهمدومره	اوهمْدومره
اوهمدې	اوهمْدې
اوهمزولو	اوهمْزولو
اوهمسلك	اوهمْسلك
اوهمصنفي	اوهمْصنفي
اوهملته	اوهمْلْته
اوهمچو	اوهمْچو
اوهوډمی	اوهوډمِی
اوهوډڅخه	اوهوډْڅْخه
اووبجو	اووبْجُو
اووبل	اووبْل
اووت	اووتْ
اووتل	اووتْل
اووتله	اووتْله
اووتلو	اووتْلو
اووتلي	اووتْلي
اووتلی	اووتْلِی
اووتم	اووتْم
اووتنو	اووتْنو
اووتنوته	اووتْنُوته
اووجود	اووجُود
اووحدت	اووحْدَت
اووحشت	اووحْشْت
