# af-rcrl-lexicon.tsv — shipped Afrikaans pronunciation lexicon (word -> canonical IPA).
# RCRL Afrikaans Pronunciation Dictionary v1.4.1 (CTexT / North-West University) via ttslab/za_lex.
# CC BY-SA 2.5 ZA. Built by tools/afrikaans/build_af_lexicon.ts. Sidecar: af-rcrl-lexicon.PROVENANCE.md
# SHIPPED PATH ONLY — phonemizeWordRules (what the eval scores) does not consult this.
# 24914 entries.
aah	ɑː
afgesante	ˈafχəsantə
afgeset	ˈafχəsɛt
afgesette	ˈafχəsɛtə
afgesien	ˈafχəsin
afgesit	ˈafχəsət
afgeskaal	ˈafχəskɑːl
afgeskaf	ˈafχəskaf
afgeskakel	ˈafχəskɑːkəl
afgeskeep	ˈafχəskiəp
afgeskeer	ˈafχəskiər
afgeskei	ˈafχəskəi
afgeskeur	ˈafχəskøːr
afgeskiet	ˈafχəskit
afgeskop	ˈafχəskɔp
afgeskrik	ˈafχəskrək
afgeskryf	ˈafχəskrəif
afgeskud	ˈafχəskœt
afgeslaan	ˈafχəslɑːn
afgeslag	ˈafχəslaχ
afgeslote	ˈafχəsluətə
afgesluit	ˈafχəslœyt
afgesny	ˈafχəsnəi
afgesonderde	ˈafχəsɔndərdə
afgespeel	ˈafχəspiəl
afgesper	ˈafχəspɛr
afgespoel	ˈafχəspul
afgespreek	ˈafχəspriək
afgespring	ˈafχəsprəŋ
afgestaan	ˈafχəstɑːn
afgestam	ˈafχəstam
afgesteek	ˈafχəstiək
afgestel	ˈafχəstɛl
afgestem	ˈafχəstɛm
afgesterf	ˈafχəstɛrf
afgestof	ˈafχəstɔf
afgestomp	ˈafχəstɔmp
afgestoot	ˈafχəstuət
afgestorm	ˈafχəstɔrm
afgestorwene	ˈafχəstɔrvənə
afgestorwenes	ˈafχəstɔrvənəs
afgestudeerde	ˈafχəstydiərdə
afgetakel	ˈafχətɑːkəl
afgeteken	ˈafχətiəkən
afgetrap	ˈafχətrap
afgetrede	ˈafχətriədə
afgetree	ˈafχətriə
afgetrek	ˈafχətrɛk
afgetrokke	ˈafχətrɔkə
afgevaardig	ˈafχəfɑːrdəχ
afgevaardigde	ˈafχəfɑːrdəχdə
afgevaardigdes	ˈafχəfɑːrdəχdəs
afgeval	ˈafχəfal
afgevee	ˈafχəfiə
afgevra	ˈafχəfrɑː
afgewaai	ˈafχəvɑːi
afgewag	ˈafχəvaχ
afgewas	ˈafχəvas
afgewater	ˈafχəvɑːtər
afgewaterde	ˈafχəvɑːtərdə
afgeweer	ˈafχəviər
afgewerk	ˈafχəvɛrk
afgewerp	ˈafχəvɛrp
afgewissel	ˈafχəvəsəl
afgewyk	ˈafχəvəik
afghanistan	afχˈanistan
afgly	ˈafχləi
afgod	ˈafχɔt
afgode	ˈafχuədə
afgodsbeelde	ˈafχɔtsbiəldə
afgrensing	ˈafχrɛnsəŋ
afgrond	ˈafχrɔnt
afgronde	ˈafχrɔndə
afgryse	ˈafχrəisə
afgryslik	afχrˈəislək
afgunstig	ˈafχˈœnstəχ
afhaal	ˈafɦɑːl
afhandel	ˈafɦandəl
afhandeling	ˈafɦandələŋ
afhandelingsdatum	ˈafɦandələŋsdɑːtœm
afhandelingsdatums	ˈafɦandələŋsdɑːtœms
afhang	ˈafɦaŋ
afhangend	afɦˈaŋənt
afhangende	afɦˈaŋəndə
afhanklik	afɦˈaŋklək
afhanklike	afɦˈaŋkləkə
afhanklikes	afɦˈaŋkləkəs
afhanklikheid	afɦˈaŋkləkɦəit
afhanklikheidstatus	afɦˈaŋkləkɦəitstɑːtœs
afhou	ˈafɦœu
afifi	afˈifi
afkap	ˈafkap
afkappingsteken	ˈafkapəŋstiəkən
afkeer	ˈafkiər
afkeure	ˈafkøːrə
afkeurend	afkˈøːrənt
afkeurende	afkˈøːrəndə
afkeuring	ˈafkøːrəŋ
afklim	ˈafkləm
afknipsel	ˈafknəpsəl
afknouery	ˈafknœuərəi
afknyp	ˈafknəip
afkoel	ˈafkul
afkoeling	ˈafkuləŋ
afkoelrak	ˈafkulrak
afkom	ˈafkɔm
afkoms	ˈafkɔms
afkomstig	afkˈɔmstəχ
afkondiging	ˈafkɔndəχəŋ
afkorting	ˈafkɔrtəŋ
afkortings	ˈafkɔrtəŋs
afkraak	ˈafkrɑːk
afkry	ˈafkrəi
afkyk	ˈafkəik
afleer	ˈafliər
aflees	ˈafliəs
aflegging	ˈaflɛχəŋ
afleggings	ˈaflɛχəŋs
aflei	ˈafləi
afleiding	ˈafləidəŋ
afleidings	ˈafləidəŋs
aflek	ˈaflɛk
aflewer	ˈafliəvər
aflewering	ˈafliəvərəŋ
aflewerings	ˈafliəvərəŋs
afloop	ˈafluəp
afloopwater	ˈafluəpvɑːtər
aflos	ˈaflɔs
aflosbare	aflˈɔsbɑːrə
aflossing	ˈaflɔsəŋ
aflosspan	ˈaflɔsspan
afluister	ˈaflœystər
afmaai	ˈafmɑːi
afmaak	ˈafmɑːk
afmerk	ˈafmɛrk
afmetinge	ˈafmiətəŋə
afmetings	ˈafmiətəŋs
afname	ˈafnɑːmə
afnames	ˈafnɑːməs
afneem	ˈafniəm
afnemende	afnˈiəməndə
afpeul	ˈafpøːl
afplat	ˈafplat
afplatting	ˈafplatəŋ
afreken	ˈafriəkən
afrekening	ˈafriəkənəŋ
afrig	ˈafrəχ
afrigter	ˈafrəχtər
afrigters	ˈafrəχtərs
afrigtershandleiding	ˈafrəχtərsɦantləidəŋ
afrigting	ˈafrəχtəŋ
afrigtingsdata	ˈafrəχtəŋsdɑːta
afrigtingsessies	ˈafrəχtəŋsɛsis
afrigtingsituasie	ˈafrəχtəŋsətʃuɑːsi
afrigtingsmetodiek	ˈafrəχtəŋsmɛtudik
afrigtingspan	ˈafrəχtəŋspan
afrikaans	afrikˈɑːns
afrikaanse	afrikˈɑːnsə
afrikaanssprekende	afrikˈɑːnsspriəkəndə
afrikaanssprekendes	afrikˈɑːnsspriəkəndəs
afrikaanstalige	afrikˈɑːnstɑːləχə
afrikaanstaliges	afrikˈɑːnstɑːləχəs
afrikaners	afrikˈɑːnərs
afrikanerskap	afrikˈɑːnərskap
afrikanervolk	afrikˈɑːnərfɔlk
afrit	ˈafrət
afrol	ˈafrɔl
afrond	ˈafrɔnt
afronding	ˈafrɔndəŋ
afrosentriese	afrusˈɛntrisə
afsak	ˈafsak
afset	ˈafsɛt
afsetpunte	ˈafsɛtpœntə
afsetting	ˈafsɛtəŋ
afsettings	ˈafsɛtəŋs
afsien	ˈafsin
afsienbare	afsˈinbɑːrə
afskaal	ˈafskɑːl
afskaf	ˈafskaf
afskaffing	ˈafskafəŋ
afskaling	ˈafskɑːləŋ
afskeep	ˈafskiəp
afskei	ˈafskəi
afskeid	ˈafskəit
afskeiding	ˈafskəidəŋ
afskeidings	ˈafskəidəŋs
afskeur	ˈafskøːr
afskiet	ˈafskit
afskop	ˈafskɔp
afskorting	ˈafskɔrtəŋ
afskrif	ˈafskrəf
afskrifte	ˈafskrəftə
afskrik	ˈafskrək
afskrikkende	afskrˈəkəndə
afskrikmiddel	ˈafskrəkmədəl
afskryf	ˈafskrəif
afskryfwaarde	ˈafskrəifvɑːrdə
afskrywery	ˈafskrəivərəi
afskrywing	ˈafskrəivəŋ
afskrywings	ˈafskrəivəŋs
afsku	ˈafsky
afskud	ˈafskœt
afskuif	ˈafskœyf
afslaan	ˈafslɑːn
afslaankap	ˈafslɑːnkap
afslaer	ˈafslɑːər
afslag	ˈafslaχ
afslagitem	ˈafslɑːχitɛm
afslane	ˈafslɑːnə
afsluit	ˈafslœyt
afsluiting	ˈafslœytəŋ
afsluitingsfase	ˈafslœytəŋsfɑːsə
afsluitingsproefbalans	ˈafslœytəŋsprufbalɑːns
afsnit	ˈafsnət
afsny	ˈafsnəi
afsnydatum	ˈafsnəidɑːtœm
afsnypunt	ˈafsnəipœnt
afsnytyd	ˈafsnəitəit
afsonder	ˈafsɔndər
afsondering	ˈafsɔndərəŋ
afsonderlik	afsˈɔndərlək
afsonderlike	afsˈɔndərləkə
afspeel	ˈafspiəl
afspoel	ˈafspul
afspraak	ˈafsprɑːk
afsprake	ˈafsprɑːkə
afspring	ˈafsprəŋ
afspringplek	ˈafsprəŋplɛk
afstaan	ˈafstɑːn
afstam	ˈafstam
afstammeling	ˈafstamələŋ
afstammelinge	ˈafstamələŋə
afstamming	ˈafstaməŋ
afstandbeheer	ˈafstantbəɦiər
afstanddoening	ˈafstantdunəŋ
afstande	ˈafstandə
afstandjie	ˈafstanki
afstandrekening	ˈafstantriəkənəŋ
afstandsonderrig	ˈafstantsɔndərəχ
afstandstudente	ˈafstantstydɛntə
afsteek	ˈafstiək
afstel	ˈafstɛl
afsterwe	ˈafstɛrvə
afstof	ˈafstɔf
afstoot	ˈafstuət
afstootlik	afstˈuətlək
afstootlike	afstˈuətləkə
afstorm	ˈafstɔrəm
afswaai	ˈafswɑːi
afsweer	ˈafswiər
afsydig	afsˈəidəχ
afsydigheid	afsˈəidəχɦəit
aftakel	ˈaftɑːkəl
aftakeling	ˈaftɑːkələŋ
afteken	ˈaftiəkən
aftel	ˈaftɛl
aftog	ˈaftɔχ
aftrede	ˈaftriədə
aftree	ˈaftriə
aftreefonds	ˈaftriəfɔnts
aftreefondse	ˈaftriəfɔntsə
aftreehuis	ˈaftriəɦœys
aftreeoord	ˈaftriəuərt
aftreevoordele	ˈaftriəfuərdiələ
aftrek	ˈaftrɛk
aftrekbaar	aftrˈɛkbɑːr
aftrekking	ˈaftrɛkəŋ
aftrekkings	ˈaftrɛkəŋs
aftreksel	ˈaftrɛksəl
afvaardiging	ˈafɑːrdəχəŋ
afvaardigings	ˈafɑːrdəχəŋs
afval	ˈafal
afvallig	afˈaləχ
afvallige	afˈaləχə
afvalmateriaal	ˈafalmatiriɑːl
afvalproduk	ˈafalprudœk
afvalprodukte	ˈafalprudœktə
afvalstowwe	ˈafalstɔvə
afvat	ˈafat
afvee	ˈafiə
afvoer	ˈafur
afvra	ˈafrɑː
afwaarts	ˈafvɑːrts
afwaartse	ˈafvɑːrtsə
afwag	ˈafvaχ
afwagtend	ˈafvˈaχtənt
afwagting	ˈafvaχtəŋ
afwarming	ˈafvarəməŋ
afwas	ˈafvas
afweer	ˈafviər
afwenteling	ˈafvɛntələŋ
afwerking	ˈafvɛrkəŋ
afwerkings	ˈafvɛrkəŋs
afwerp	ˈafvɛrp
afwesig	afvˈiəsəχ
afwesige	afvˈiəsəχə
afwesigheid	afvˈiəsəχɦəit
afwissel	ˈafvəsəl
afwisselend	afvˈəsələnt
afwisselende	afvˈəsələndə
afwisseling	ˈafvəsələŋ
afwyk	ˈafvəik
afwykend	afvˈəikənt
afwykende	afvˈəikəndə
afwyking	ˈafvəikəŋ
afwykings	ˈafvəikəŋs
afwykingsontleding	ˈafvəikəŋsɔntliədəŋ
afwys	ˈafvəis
afwysend	afvˈəisənt
afwysing	ˈafvəisəŋ
agaat	aχˈɑːt
agbare	ˈaχbɑːrə
age	ˈɑːχə
agendas	aχˈɛndas
agentskap	aχˈɛntskap
agentskappe	aχˈɛntskapə
aggregate	aχrəχˈɑːtə
aggressie	aχrˈɛsi
aggressief	aχrəsˈif
aggressiewe	aχrəsˈivə
aggressiwiteit	aχrəsivitˈəit
agitasie	aχitˈɑːsi
agneming	ˈaχniəməŋ
agnew	ˈɛχnu
agonis	aχunˈəs
agoniste	aχunˈəstə
agste	ˈaχstə
agsteman	ˈaχstəman
agtduisend	ˈaχtdœysənt
agter	ˈaχtər
agteraan	ˈaχtərɑːn
agteraf	ˈaχtəraf
agterbaan	ˈaχtərbɑːn
agterbene	ˈaχtərbiənə
agterblad	ˈaχtərblat
agterbly	ˈaχtərbləi
agterdeur	ˈaχtərdøːr
agterdog	ˈaχtərdɔχ
agterdogtig	aχtərdˈɔχtəχ
agtereenvolgende	aχtəriənfˈɔlχəndə
agtereenvolgens	aχtəriənfˈɔlχəns
agterent	ˈaχtərɛnt
agtergeblewe	ˈaχtərχəbliəvə
agtergeblewene	ˈaχtərχəbliəvənə
agtergeblewenes	ˈaχtərχəbliəvənəs
agtergebly	ˈaχtərχəbləi
agtergekom	ˈaχtərχəkɔm
agtergelaat	ˈaχtərχəlɑːt
agtergrond	ˈaχtərχrɔnt
agtergronde	ˈaχtərχrɔndə
agtergrondinligting	ˈaχtərχrɔntənləχtəŋ
agtergrondkennis	ˈaχtərχrɔntkɛnəs
agtergrondskennis	ˈaχtərχrɔntskɛnəs
agterhoede	ˈaχtərɦudə
agterin	ˈaχtərən
agterkamer	ˈaχtərkɑːmər
agterkant	ˈaχtərkant
agterkom	ˈaχtərkɔm
agterkop	ˈaχtərkɔp
agterlaat	ˈaχtərlɑːt
agterlangs	ˈaχtərlaŋs
agterlik	ˈaχtərlək
agterlyf	ˈaχtərləif
agterlyn	ˈaχtərləin
agterlynbeweging	ˈaχtərləinbəviəχəŋ
agterlynbewegings	ˈaχtərləinbəviəχəŋs
agterlyne	ˈaχtərləinə
agtermiddag	ˈaχtərmədaχ
agterna	ˈaχtərnˈɑː
agternagesit	aχtərnˈɑːχəsət
agternavolg	ˈaχtərnˈɑːfɔlχ
agteroor	ˈaχtərˈuər
agterop	ˈaχtərɔp
agteros	ˈaχtərɔs
agterpant	ˈaχtərpant
agterpante	ˈaχtərpantə
agterplaas	ˈaχtərplɑːs
agterpote	ˈaχtərpuətə
agterruit	ˈaχtərœyt
agtersitplek	ˈaχtərsətplɛk
agtersitplekke	ˈaχtərsətplɛkə
agterspel	ˈaχtərspɛl
agterspeler	ˈaχtərspiələr
agterspelers	ˈaχtərspiələrs
agterstallig	aχtərstˈaləχ
agterstallige	aχtərstˈaləχə
agterstand	ˈaχtərstant
agterstande	ˈaχtərstandə
agterste	ˈaχtərstə
agterstevoor	ˈaχtərstəfˈuər
agtertoe	ˈaχtərtu
agtertuin	ˈaχtərtœyn
agteruit	ˈaχtərˈœyt
agteruitgaan	aχtərˈœytχɑːn
agteruitgang	aχtərˈœytχaŋ
agteruitgegaan	aχtərˈœytχəχɑːn
agtervoegsels	ˈaχtərfuχsəls
agtervoet	ˈaχtərfut
agtervolg	ˈaχtərfˈɔlχ
agtervolgers	aχtərfˈɔlχərs
agtervolging	aχtərfˈɔlχəŋ
agterwerf	ˈaχtərvɛrf
agterweë	aχtərvˈiə
agterwiel	ˈaχtərvil
agthonderd	ˈaχtɦɔndərt
agtien	ˈaχtin
agtiende	ˈaχtində
agtienkaraatgoud	ˈaχtinkarɑːtχœut
agtig	ˈaχtəχ
agtige	ˈaχtəχə
agting	ˈaχtəŋ
agtjarige	ˈaχtjɑːrəχə
agtste	ˈaχtstə
agtsteman	ˈaχtstəman
agtstemanne	ˈaχtstəmanə
agttal	ˈaχtal
agttien	ˈaχtin
agttiende	ˈaχtində
agttienjarige	ˈaχtinjɑːrəχə
ahrens	ˈɑːrəns
ai	ai
aia	ˈaia
aikonna	ˈaikɔna
aikôna	ˈaikɔna
akademici	akadiəmisˈi
akademie	akadˈiəmi
akademies	akadˈiəmis
akademiese	akadˈiəmisə
akademikus	akadiəmikˈœs
akasia	akˈɑːsia
akkedis	akədˈəs
akkedisse	akədˈəsə
akkedissies	akədˈəsis
akker	ˈakər
akkerbou	ˈakərbœu
akkers	ˈakərs
akkommodasie	akɔmudˈɑːsi
akkommodeer	akɔmudˈiər
akkomodeer	akɔmudˈiər
akkoord	akˈuərt
akkreditasie	akrɛditˈɑːsi
akkreditering	akrɛditˈiərəŋ
akkulturasie	akœltyrˈɑːsi
akkumulasie	akymylˈɑːsi
akkumuleer	akymylˈiər
akkuraat	akyrˈɑːt
akkuraatheid	akyrˈɑːtɦəit
akkuraatste	akyrˈɑːtstə
akkurate	akyrˈɑːtə
akkurater	akyrˈɑːtər
akkusatief	akysatˈif
akoestiek	akustˈik
akoestiese	akˈustisə
akriel	akrˈil
akrielverf	akrˈilfɛrf
akrobatiese	akrubˈɑːtisə
akronieme	akrunˈimə
aks	ˈaks
aksent	aksˈɛnt
aksente	aksˈɛntə
aksentueer	aksɛntʃyˈiər
aksepbank	aksˈɛpbaŋk
aksie	ˈaksi
aksiegroep	ˈaksiχrup
aksiekomitee	ˈaksikɔmətiə
aksienavorsing	ˈaksinɑːfɔrsəŋ
aksieplan	ˈaksiplan
aksieplanne	ˈaksiplanə
aksiepotensiaal	ˈaksiputɛnʃiɑːl
aksiepotensiale	ˈaksiputɛnʃiɑːlə
aksies	ˈaksis
aksiesisteem	ˈaksisəstiəm
aksiewerkwoord	ˈaksivɛrkvuərt
aksiewerkwoorde	ˈaksivɛrkvuərdə
aksiewoord	ˈaksivuərt
aksiewoorde	ˈaksivuərdə
aksiomas	aksiˈuəmas
aksoem	ˈaksum
aksyns	aksˈəins
aksynsbelasting	aksˈəinsbəlastəŋ
akte	ˈaktə
aktekantoor	ˈaktəkantuər
aktes	ˈaktəs
aktetas	ˈaktətas
akteur	aktˈøːr
akteurs	aktˈøːrs
aktief	aktˈif
aktiewe	aktˈivə
aktiveer	aktifˈiər
aktivering	aktifˈiərəŋ
aktivis	aktifˈəs
aktiviste	aktivˈəstə
aktiwiteit	aktivitˈəit
aktiwiteite	aktivitˈəitə
aktiwiteitsgebaseerde	aktivitˈəitsχəbasiərdə
aktiwiteitsvlak	aktivitˈəitsflak
aktrise	aktrˈisə
aktrises	aktrˈisəs
aktualiseer	aktʃualisˈiər
aktualisering	aktʃualisˈiərəŋ
aktualiteit	aktʃualitˈəit
aktualiteitsprogram	aktʃualitˈəitspruχram
aktueel	aktʃyˈiəl
aktuele	aktʃyˈiələ
akute	akˈytə
akwa	ˈakwa
akwaduk	ˈakwadœk
akwadukte	ˈakwadœktə
akwarium	akwˈɑːriœm
akwariums	akwˈɑːriœms
akwatiese	akwˈɑːtisə
alarmstelsel	alˈarəmstɛlsəl
alarmstelsels	alˈarəmstɛlsəls
albatros	ˈalbatrɔs
albei	ˈalbəi
albertinia	albərtˈinia
albertshoek	ˈalbərtsɦˈuk
albertyn	albərtˈəin
albie	ˈalbi
album	ˈalbœm
albumien	albœmˈin
albums	ˈalbœms
alchemie	alχəmˈi
alcohol	ˈalkɔɦɔl
aldaar	ˈaldɑːr
aldag	ˈaldaχ
aldan	ˈaldan
aldosteroon	aldɔstərˈuən
aldus	ˈaldœs
alewig	alˈiəvəχ
alewige	alˈiəvəχə
alfa	ˈalfa
alfabet	ˈalfabɛt
alfabeties	alfabˈiətis
alg	ˈalχ
algaande	ˈalχɑːndə
algar	ˈalχar
alge	ˈalχə
algebra	ˈalχəbra
algebraïese	alχəbrˈaisə
algeheel	ˈalχəɦiəl
algehele	ˈalχəɦiələ
algemeen	ˈalχəmiən
algemeenste	ˈalχəmiənstə
algemene	ˈalχəmiənə
algerynse	ˈalχərˈəinsə
algoritme	alχurˈətmə
algoritmes	alχurˈətməs
alhoewel	alɦuvˈɛl
alia	ˈɑːlia
alias	ˈɑːlias
alie	ˈɑːli
alkaan	alkˈɑːn
alkaanamiene	alkˈɑːnaminə
alkali	alkˈɑːli
alkaliese	alkˈɑːlisə
alkanale	alkanˈɑːlə
alkane	alkˈɑːnə
alkanole	alkanˈuələ
alkanone	alkanˈuənə
alkeen	alkˈiən
alkene	alkˈiənə
alkohol	ˈalkɔl
alkohole	ˈalkuɦulə
alkoholgebruik	ˈalkɔlχəbrœyk
alkoholiese	alkuɦˈuəlisə
alkoholinname	ˈalkɔlənɑːmə
alkoholiste	alkulˈəstə
alkoholmisbruik	ˈalkɔlməsbrœyk
alkoholsindroom	ˈalkɔlsəndruəm
alkyne	alkˈəinə
alla	ˈala
alle	ˈalə
alledaagse	ˈalədɑːχsə
alleen	alˈiən
alleenagent	alˈiənaχɛnt
alleenheid	alˈiənɦəit
alleenloper	alˈiənluəpər
alleenlopers	alˈiənluəpərs
alleenstaande	alˈiənstɑːndə
allegorie	aləχurˈi
allegoriese	aləχˈuərisə
alleman	ˈaləman
allementige	aləmˈɛntəχə
allemintige	aləmˈəntəχə
allenig	alˈiənəχ
aller	ˈalər
allerbeste	alərbˈɛstə
allereers	alərˈiərs
allerergste	alərˈɛrχstə
allergene	alərχˈiənə
allergie	alɛrχˈi
allergies	alˈɛrχis
allergiese	alˈɛrχisə
allergrootste	alərχrˈuətstə
allerhande	ˈalərɦandə
allerheiligste	alərɦˈəiləχstə
allerhoogste	alərɦˈuəχstə
allerlei	ˈalərləi
allermins	ˈalərməns
allerweë	ˈalərviə
allesbehalwe	aləsbəɦˈɑːlvə
allesomvattende	aləsɔmfˈatəndə
alliansie	aliˈansi
alliansies	aliˈansis
alliansievennote	aliˈansifənuətə
alliterasie	alətərˈɑːsi
allokasie	alukˈɑːsi
allyn	alˈəin
alma	ˈalma
almag	ˈalmaχ
almagtig	ˈalmˈaχtəχ
almagtige	almˈaχtəχə
almanak	almanˈak
almiskie	almˈəski
aloe	ˈalu
alom	ˈalɔm
alombekende	alɔmbəkˈɛndə
alomteenwoordig	alɔmtiənvˈuərdəχ
alomteenwoordige	alɔmtiənvˈuərdəχə
alpha	ˈalfa
alreeds	alrˈiəts
als	ˈals
also	ˈalsu
altans	ˈaltans
altare	ˈaltɑːrə
alte	ˈaltə
alter	ˈaltər
alteriteit	altɛritˈəit
alternatief	altɛrnatˈif
alternatiewe	altɛrnatˈivə
alternatiewelik	altɛrnatˈivələk
altesaam	ˈaltəsɑːm
altesame	ˈaltəsˈɑːmə
altoos	ˈaltuəs
altviool	ˈaltfiuəl
altwee	ˈaltwiə
aluminium	alœmˈiniœm
aluminiumblok	alœmˈiniœmblɔk
aluminiumfoelie	alœmˈiniœmfuli
alveolus	alviˈuəlœs
alvorens	alfˈuərəns
alweer	alvˈiər
alwetende	alvˈiətəndə
alwyn	ˈalvəin
amajuba	amajˈuba
amalia	amˈɑːlia
amalienstein	amalˈinstəin
amandels	amˈandəls
amateur	amatˈøːr
amateurisme	amatøːrˈəsmə
amateurs	amatˈøːrs
amateurspan	amatˈøːrspan
ambag	ˈambaχ
ambagsman	ˈambaχsman
ambassade	ambasˈɑːdə
ambassades	ambasˈɑːdəs
ambassadeur	ambasadˈøːr
ambassadeurs	ambasadˈøːrs
ambisie	ambˈisi
ambisieus	ambisiˈøːs
ambivalensie	ambəvalˈɛnsi
ambrosiawyn	ambrˈuəsiavəin
ambulans	ambylˈɑːns
ambulansdienste	ambylˈɑːnsdinstə
ambulanse	ambylˈɑːnsə
ambulansmanne	ambylˈɑːnsmanə
amen	ˈɑːmɛn
amendement	amɛndəmˈɛnt
amerika	amˈiərika
amerikaanse	amiərikˈɑːnsə
amfibie	amfˈibi
amfibiese	amfˈibisə
amfiteater	ˈamfitiɑːtər
amiede	amˈidə
amiese	ˈɑːmisə
amino	amˈinu
aminoglikosiede	aminuχlikusˈidə
ammoniak	amˈuəniak
ammoniete	amunˈitə
ammonium	amˈuəniœm
ammunisie	amynˈisi
amnestie	amnˈɛsti
amnionvog	ˈamniɔnfɔχ
amos	ˈɑːmɔs
ampsdraer	ˈampsdrɑːər
ampsdraers	ˈampsdrɑːərs
ampsgenoot	ˈampsχənuət
ampsgenote	ˈampsχənutə
ampsmotor	ˈampsmuətər
ampstermyn	ˈampstɛrməin
ampswoning	ˈampsvunəŋ
ampte	ˈamptə
amptelik	ˈamptələk
amptelike	ˈamptələkə
amptenaar	ˈamptənɑːr
amptenare	ˈamptənɑːrə
amptenary	amptənarˈəi
amsterdam	amstərdˈam
amsterdamse	amstərdˈamsə
amusant	amysˈant
amusante	amysˈantə
anabaptiste	anabˈaptəstə
anaerobiese	ˈanɑːəruəbisə
analgetika	analχˈiətika
analis	analˈəs
analise	analˈisə
analiseer	analisˈiər
analisering	analisˈiərəŋ
analises	analˈisəs
analities	analˈitis
analitiese	analˈitisə
analogie	analˈuχi
analogiese	analˈuəχisə
analoog	analˈuəχ
anargie	anarχˈi
anas	ˈanas
anatomie	anatumˈi
anatomiese	anatˈuəmisə
andaman	ˈandaman
ander	ˈandər
andere	ˈandərə
anderen	ˈandərən
anderhalf	ˈandərɦalf
anderkant	ˈandərkant
anderkantste	ˈandərkantstə
andermaal	ˈandərmɑːl
anderpad	ˈandərpat
anders	ˈandərs
andersdenkendes	andərsdˈɛŋkəndəs
andersheid	ˈandərsɦəit
andersins	ˈandərsəns
andersom	ˈandərsɔm
anderste	ˈandərstə
anderster	ˈandərstər
andrew	ˈɛndru
andries	ˈandris
anekdotes	anɛkdˈuətəs
anemie	anˈiəmi
anemone	anəmˈuənə
anestesie	anəstˈiəsi
anestetika	anəstˈiətika
angel	ˈaŋəl
angels	ˈaŋəls
angiotensien	anχiutɛnsˈin
anglisismes	aŋχlisˈəsməs
anglo	ˈaŋχluə
angolese	aŋχulˈiəsə
angs	ˈaŋs
angsaanvalle	ˈaŋsɑːnfalə
angsbevange	ˈaŋsbəfaŋə
angst	ˈaŋst
angstig	ˈaŋstəχ
angstige	ˈaŋstəχə
angstigheid	ˈaŋstəχɦəit
angsversteuring	ˈaŋsfərstøːrəŋ
angswekkend	aŋsvˈɛkənt
angswekkende	aŋsvˈɛkəndə
anhand	anɦˈant
animasieprent	animˈɑːsiprɛnt
animus	ˈanimus
anioon	ˈaniuən
ankers	ˈaŋkərs
anna	ˈana
annekseer	anɛksˈiər
anners	ˈanərs
annoteer	ˈanutˈiər
anode	ˈanuədə
anomalie	anumalˈi
anoniem	anunˈim
anonieme	anunˈimə
anonimiteit	anunimitˈəit
anoreksie	anurˈɛksi
anorexia	anurˈɛksia
anorganiese	ˈanɔrχɑːnisə
ant	ˈant
antagonis	antaχunˈəs
antagonisme	antaχunˈəsmə
antagoniste	antaχunˈəstə
antarktiese	antˈarktisə
ante	ˈanti
antenatale	antinatˈɑːlə
antenna	antˈɛna
anterior	antˈiəriɔr
antesedent	antəsədˈɛnt
anti	ˈanti
antibakteriese	antibaktˈiərisə
antibiotiese	ˈantibiˈuətisə
antibiotika	antibiˈuətika
antibiotikum	antibiˈuətikœm
antidepressante	antidɛprəsˈantə
antie	ˈanti
antieke	antˈikə
antigeen	ˈantiχˈiən
antigene	antiχˈiənə
antihipertensiewe	antiɦipərtɛnsˈivə
antihistamiene	antiɦistamˈinə
antiklimaks	ˈantiklˈimaks
antiliggame	antilˈəχɑːmə
antimikrobiese	antimikrˈuəbisə
antimoon	ˈantimˈuən
antiretrovirale	antirɛtruvirˈɑːlə
antiseptiese	antisˈɛptisə
antiseptika	antisˈɛptika
antisosiale	antisuəʃiˈɑːlə
antitese	antitˈiəsə
antivirale	antivirˈɑːlə
antropologie	antrupuluχˈi
antropologiese	antrupulˈuəχisə
antropoloog	antrupulˈuəχ
antropometriese	antrupumˈiətrisə
antwoordblad	ˈantvuərtblat
antwoordbylaag	ˈantvuərtbəilɑːχ
antwoordbylae	ˈantvuərtbəilɑːə
antwoorde	ˈantvuərdə
antwoordmasjien	ˈantvuərtmaʃin
antwoordstel	ˈantvuərtstɛl
anus	ˈɑːnœs
apart	apˈart
aparte	apˈartə
apartheid	apˈartɦəit
apartheidsbedeling	apˈartɦəitsbədiələŋ
apartheidsera	apˈartɦəitsiəra
apartheidsjare	apˈartɦəitsjɑːrə
apartheidsregering	apˈartɦəitsrəχiərəŋ
apartheidsregime	apˈartɦəitsrəʒim
apartheidstelsel	apˈartɦəitstɛlsəl
apartheidstyd	apˈartɦəitstəit
apartheidsverlede	apˈartɦəitsfərliədə
apatie	apatˈi
apaties	apˈɑːtis
apie	ˈɑːpi
apnee	apnˈiə
apokaliptiek	apukaləptˈik
apokaliptiese	apukalˈəptisə
apokriewe	apukrˈivə
apostel	apˈɔstəl
apostels	apˈɔstəls
apostoliese	apustˈuəlisə
apparaat	aparˈɑːt
apparate	aparˈɑːtə
appelkooskonfyt	apəlkˈuəskɔnfəit
appelleer	apəlˈiər
appels	ˈapəls
appelsap	ˈapəlsap
