# Urdu IPA COVERAGE lexicon — undiacritized skeleton ⇥ canonical IPA (UNSTRESSED; weight-stress applied at lookup).
# Replaces the harakat lexicon for Urdu: harakat can't encode majhūl (ی=iː~eː, و=oː~uː); the cross-script Hindi
# gold carries it. Source: silver.hindiurdu.tsv (real Urdu spellings, IPA from the hi g2p — independent of wikipron)
# then the g2p-converted harakat lexicon for the Urdu-native tail. Regenerate: tools/arabic-restorer/build_ur_ipa_lexicon.ts.
آؤ	ɑːʋ
انجمن	ənd͡ʒəmən
انجن	ɪɲd͡ʒən
انجیر	əɲd͡ʒiːɾ
انجیل	ɪɲd͡ʒiːl
انجینئر	ɪɲd͡ʒiːnɪjəɾ
انداز	ən̪d̪ɑːz
اندازہ	ən̪d̪ɑːzɑ
اندر	ən̪d̪əɾ
اندراج	ənd̪əɾɑːd͡ʒ
اندرون	ənd̪ɾuːn
اندرونی	ən̪d̪əɾʊniː
اندری	ɪn̪d̪ɾɪj
اندریاس	ən̪d̪ɾɪjɑːs
اندلس	ən̪d̪əlʊs
اندور	ɪn̪d̪ɔːɾ
اندھا	ən̪d̪ʱɑː
اندھڑ	ən̪d̪ʱəɽ
اندھکار	ən̪d̪ʱəkɑːɾ
اندھیر	ən̪d̪ʱeːɾ
اندھیرا	ən̪d̪ʱeːɾɑː
اندھیروں	ənəd̪ʱeːɾoː̃
اندھیری	ənəd̪ʱeːɾiː
اندھیرے	ənəd̪ʱeːɾeː
اندیشوں	ənəd̪eːʃoː̃
اندیشہ	ən̪d̪eːʃɑ
اندیشے	ənəd̪eːʃeː
اندیکھا	ənd̪eːkʰɑː
انراگ	ənʊɾɑːɡ
انس	ʊ̃s
انسان	ɪ̃sɑːn
انسانی	ɪ̃sɑːniː
انسانیت	ɪnsɑːnɪjət̪
انسداد	ənsəd̪ɑːd̪
انسلجھا	ənsʊld͡ʒʱɑː
انسنا	ənsʊnɑː
انسوار	ənʊsʋɑːɾ
انسٹھ	ʊnsəʈʰ
انسپیکٹر	ɪ̃speːkʈəɾ
انش	ə̃ʃ
انشک	ə̃ʃʊk
انصاف	ɪnsɑːf
انطاکیہ	ənt̪ɑːkɪjɑ
انعام	ɪnɑːm
انقلاب	ɪŋqɪlɑːb
انل	ənɪl
انمان	ənʊmɑːn
انمتی	ənʊmt̪ɪ
انمول	ənmoːl
انناس	ənənːɑːs
اننتپور	ənən̪t̪əpʊɾ
انو	əɳʊ
انواد	ənʊʋɑːd̪
انوادک	ənʊʋɑːd̪ək
انولا	ɑː̃ʋlɑː
انوٹھا	ənuːʈʰɑː
انوپ	ənuːp
انوکھا	ənoːkʰɑː
انوگونج	ənʊɡuː̃d͡ʒ
انویشی	ənʋeːʃiː
انٹارٹکا	əɳʈɑːɾʈɪkɑː
انٹارکٹکا	əɳʈɑːɾkəʈɪkɑː
انٹرفیس	ɪɳʈəɾfeːs
انٹرنیٹ	ɪnʈəɾneːʈ
انٹرویو	ɪɳʈəɾəʋjuː
انٹرینس	ɪɳʈɾeː̃s
انٹنا	ə̃ʈnɑː
انٹوٹا	ənʈuːʈɑː
انٹیوبیشن	ɪɳʈjuːbeːʃən
انپم	ənʊpəm
انپچ	ənpət͡ʃ
انچ	ɪɲt͡ʃ
انچائی	ʊɲt͡ʃɑːiː
انچاس	ʊnt͡ʃɑːs
انچاہا	ənt͡ʃɑːɦɑː
انچل	əɲt͡ʃəl
انچکھا	ənət͡ʃkʰɑː
انچھر	əɲt͡ʃʰəɾ
انچھوا	ənt͡ʃʰʊɑː
انچھید	ənʊt͡ʃʰːeːd̪
انچیون	ɪɲt͡ʃɪjoːn
انڈ	əɳɖ
انڈا	əɳɖɑː
انڈسٹری	ɪɳɖəsʈɾiː
انڈورا	əɳɖoːɾɑː
انڈوستان	ɪɳɖoːst̪ɑːn
انڈونیشیا	ɪɳɖoːneːʃɪjɑː
انڈونیشیائی	ɪɳɖoːneːʃɪjɑːiː
انڈک	ʊɳɖʊk
انڈکوش	əɳɖəkoːʃ
انڈیا	ɪɳɖɪjɑː
انڈیلنا	ʊ̃ɖeːlnɑː
انکار	ɪnkɑːɾ
انکرمڻکا	ənʊkɾəmɳɪkɑː
انکل	əŋkəl
انکنا	ɑː̃knɑː
انکوییا	ə̃kʋɛːjɑː
انکٹا	ənəkʈɑː
انکڑانا	ə̃kɽɑːnɑː
انکڑاہٹ	ə̃kɽɑːɦəʈ
انکھلا	ənkʰʊlɑː
انکہا	ənəkɦɑː
انگ	əŋɡ
انگارا	əŋɡɑːɾɑː
انگد	əŋɡəd̪
انگریز	əŋɡɾeːd͡ʒ
انگریزی	əŋɡɾeːziː
انگریزیت	əŋɡɾeːzɪjət̪
انگل	əŋɡʊl
انگلستان	ɪŋɡəlɪst̪ɑːn
انگلش	ɪŋɡlɪʃ
انگلی	ʊŋɡəliː
انگلینڈ	ɪŋɡlɛːɳɖ
انگمن	ənʊɡmən
انگنت	ənɡɪnət̪
انگنی	ɪŋɡəniː
انگور	əŋɡuːɾ
انگوری	əŋɡuːɾiː
انگولا	əŋɡoːlɑː
انگوٹ	əŋɡoːʈ
انگوٹھا	əŋɡuːʈʰɑː
انگوٹھی	əŋɡuːʈʰiː
انگوچھا	əŋɡoːt͡ʃʰɑː
انگڑائی	əŋɡəɽɑːiː
انگڑانا	əŋɡəɽɑːnɑː
انگڑھ	ənɡəɽʱ
انگیا	əŋɡɪjɑː
انگیٹھی	ə̃ɡiːʈʰiː
انھیں	ənɦeː̃
انہ	ɑːnɑ
انہتر	ʊnɦət̪ːəɾ
انہتو	ənɦɪt̪uː
انہونا	ənɦoːnɑː
انہیں	ʊnɦeː̃
انیاسی	ʊnjɑːsiː
انیس	ʊnːiːs
انیش	əniːʃ
انیندا	ʊniːn̪d̪ɑː
انیٹھ	əniːʈʰ
انیک	əneːk
اهہ	ɪɦ
او	oː
اوئے	oːeː
اوارڈ	əʋɑːɾɖ
اوب	oːb
اوبامہ	oːbɑːmɑ
اوبنا	uːbnɑː
اوبھا	uːbʱɑː
اوت	əuːt̪
اوتار	əʋt̪ɑːɾ
اوتک	uːt̪ək
اوج	oːd͡ʒ
اوجھ	oːd͡ʒʱ
اوجھا	oːd͡ʒʱɑː
اود	uːd̪
اودا	uːd̪ɑː
اودبلاؤ	uːd̪bɪlɑːʋ
اودھ	əʋəd̪ʱ
اودھم	uːd̪ʱəm
اودھی	əʋd̪ʱiː
اور	ɔːɾ
اورجا	uːɾd͡ʒɑː
اورنگ	ɔːɾəŋɡ
اورنگزیب	ɔːɾəŋɡəzeːb
اورنگوٹان	ɑːɾəŋɡʊʈɑːn
اوزار	ɔːzɑːɾ
اوس	oːs
اوسارا	oːsɑːɾɑː
اوساطن	ɔːst̪ən
اوساکا	oːsɑːkɑː
اوستا	əʋəst̪ɑː
اوسر	əʋsəɾ
اوسط	ɔːsət̪
اوشئانیا	oːʃɪʲɑːnɪjɑː
اوشا	uːʃɑː
اوشدھ	ɔːʃəd̪ʱ
اوشدھی	ɔːʃd̪ʱɪ
اوشیے	əʋəʃj
اوفا	uːfɑː
اوقات	ɔːqɑːt̪
اول	əʋʋəl
اولا	oːlɑː
اولاد	ɔːlɑːd̪
اولمپک	oːləmpɪk
اولمپکیاڈ	oːlɪmpɪjɑːɖ
اولندیز	oːlən̪d̪eːz
اولیا	ɔːlɪjɑː
اوم	õːm
اون	uːn
اونا	uːnɑː
اوندھا	ɔːn̪d̪ʱɑː
اوندھانا	ɔːn̪d̪ʱɑːnɑː
اوندھنا	ɔːn̪d̪ʱənɑː
اونٹ	uː̃ʈ
اونٹھا	uː̃ʈʰɑː
اونچا	uː̃t͡ʃɑː
اونچائی	uː̃t͡ʃɑːiː
اونگھ	uː̃ɡʱ
اونگھنا	uː̃ɡʱnɑː
اونہر	ɔː̃ɦəɾ
اووکاڈو	əʋoːkɑːɖoː
اوييي	əʋjəjiː
اوٹاوا	oːʈɑːʋɑː
اوٹھ	oːʈʰ
اوپر	uːpəɾ
اوچھا	oːt͡ʃʰɑː
اوڑھنا	oːɽʱnɑː
اوڑھنی	oːɽʱniː
اوڑیشہ	oːɽɪʃɑ
اوکاش	əʋkɑːʃ
اوکایاما	oːkɑːjɑːmɑː
اوکسفرڈ	ɔːksəfoːɾɖ
اوکھ	uːkʰ
اوکھدھ	ɔːkʰəd̪ʱ
اوکھل	uːkʰəl
اوکھلی	oːkʰliː
اوگ	oːɡ
اوگھ	oːɡʱ
اوہ	uːɦ
اوہائیو	oːɦɑːjoː
اوہو	oːɦoː
اویغور	ʊɪɣʊɾ
ايشوريه	ɛːʃʋəɾj
اٹا	əʈʈɑː
اٹاری	əʈɑːɾiː
اٹالین	ɪʈɑːlɪjən
اٹاوا	ɪʈɑːʋɑː
اٹل	əʈəl
اٹلی	ɪʈliː
اٹوٹ	əʈuːʈ
اٹپتا	əʈəpʈɑː
اٹک	əʈək
اٹکانا	əʈkɑːnɑː
اٹکل	əʈkəl
اٹکنا	əʈəknɑː
اٹھا	əʈʈʰɑː
اٹھائیس	əʈʈʰɑːiːs
اٹھارہ	əʈʰɑːɾəɦ
اٹھاسی	əʈʈʰɑːsiː
اٹھان	ʊʈʰɑːn
اٹھانا	ʊʈʰɑːnɑː
اٹھانوے	əʈʈʰɑːnʋeː
اٹھانگن	ʊʈʰɑː̃ɡən
اٹھاون	əʈʈʰɑːʋən
اٹھنا	ʊʈʰnɑː
اٹھوارا	əʈʰʋɑːɾɑː
اٹھہتر	əʈʰɦət̪ːəɾ
اٹیچی	əʈɛːt͡ʃiː
اپائنٹمنٹ	əpɔːɪɳʈəmeːɳʈ
اپاسک	ʊpɑːsək
اپاٹنا	ʊpɑːʈnɑː
اپاہج	əpɑːɦəd͡ʒ
اپبھوگ	ʊpbʱoːɡ
اپتیہ	əpət̪j
اپج	ʊpəd͡ʒ
اپجاؤ	ʊpd͡ʒɑːuː
اپجاؤپن	ʊpd͡ʒɑːuːpən
اپجانا	ʊpd͡ʒɑːnɑː
اپجنا	ʊpəd͡ʒnɑː
اپدهان	ʊpd̪ʱɑːn
اپدیش	ʊpd̪eːʃ
اپرادھ	əpɾɑːd̪ʱ
اپرادھی	əpɾɑːd̪ʱiː
اپراہن	əpɾɑːɦn
اپرمپار	əpɾəmpɑːɾ
اپریل	əpɾɛːl
اپسرگ	ʊpsəɾɡ
اپسنگمن	ʊpsəŋɡəmən
اپشکن	əpəʃkʊn
اپلبدھ	ʊpləbd̪ʱ
اپن	əpʊn
اپنا	əpnɑː
اپنام	ʊpnɑːm
اپنانا	əpnɑːnɑː
اپنيتر	ʊpneːt̪ɾ
اپنگ	əpəŋɡ
اپنی	əpniː
اپنے	əpneː
اپواس	ʊpʋɑːs
اپون	ʊpʋən
اپوہ	ɪpoːɦ
اپکار	ʊpkɑːɾ
اپگم	ʊpɡəm
اپھان	ʊpʰɑːn
اپھرنا	əpʰəɾnɑː
اپھننا	ʊpʰənnɑː
اپہار	ʊpɦɑːɾ
اپہرن	əpəɦɾəɳ
اپیل	əpiːl
اپیوگ	ʊpjoːɡ
اپیوگی	ʊpjoːɡiː
اچار	ət͡ʃɑːɾ
اچالن	ʊt͡ʃːɑːlən
اچانک	ət͡ʃɑːnək
اچت	ʊt͡ʃɪt̪
اچرج	ət͡ʃɾəd͡ʒ
اچلنا	ʊt͡ʃəlnɑː
اچکا	ʊt͡ʃəkːɑː
اچکانا	ʊt͡ʃkɑːnɑː
اچکن	ət͡ʃkən
اچکنا	ʊt͡ʃəknɑː
اچھا	ɪt͡ʃʰːɑː
اچھالنا	ʊt͡ʃʰɑːlnɑː
اچھلنا	ʊt͡ʃʰəlnɑː
اچھنا	ət͡ʃʰnɑː
اچھوت	ət͡ʃʰuːt̪
اچھوتا	ət͡ʃʰuːt̪ɑː
اچھوتی	ət͡ʃʰuːt̪iː
اڈلی	ɪɖliː
اڈہ	əɖɖɑ
اڑان	ʊɽɑːn
اڑانا	ʊɽɑːnɑː
اڑتالیس	əɽt̪ɑːliːs
اڑتیس	əɽt̪iːs
اڑد	ʊɽəd̪
اڑسٹھ	əɽsəʈʰ
اڑن	ʊɽən
اڑنا	ʊɽnɑː
اڑنگا	əɽəŋɡɑː
اڑچن	əɽt͡ʃən
اڑیسہ	ʊɽiːsɑ
اڑیل	əɽɪjəl
اژدها	əd͡ʒʱd̪ɑː
اژدہا	əzəd̪ɦɑː
اژدہو	əʒd̪əɦoː
اژدہوں	əʒd̪əɦoː̃
اژدہے	əʒd̪əɦeː
اژنگ	əd͡ʒʱəɡ
اکا	ɪkːɑː
اکاج	əkɑːd͡ʒ
اکادمک	əkɑːd̪mɪk
اکادمی	əkɑːd̪miː
اکارتھ	əkɑːɾət̪ʰ
اکاسی	ɪkɑːsiː
اکال	əkɑːl
اکانوے	ɪkɑːnʋeː
اکاون	ɪkɑːʋən
اکتالیس	ɪkt̪ɑːliːs
اکتوبر	əkt̪uːbəɾ
اکتی	ʊkt̪ɪ
اکتیس	ɪkt̪iːs
اکثر	əksəɾ
اکد	əkːəd̪
اکدی	əkːəd̪iː
اکرا	əkɾɑː
اکسانا	ʊksɑːnɑː
اکسنا	ʊkəsnɑː
اکسنگا	ɪksɪŋɡɑː
اکسٹھ	ɪksəʈʰ
اکش	əkʃ
اکشانش	əkʃɑː̃ʃ
اکشر	əkʃəɾ
اکشم	əkʃəm
اکلنا	əkʊlɑːnɑː
اکلوتا	ɪklɔːt̪ɑː
اکنون	əknuːn
اکٹوبر	əkʈuːbəɾ
اکٹھا	ɪkəʈʈʰɑː
اکڑ	əkəɽ
اکڑن	əkɽən
اکڑنا	əkəɽnɑː
اکھاڑا	əkʰɑːɽɑː
اکھاڑنا	ʊkʰɑːɽnɑː
اکھرنا	əkʰəɾnɑː
اکھروٹ	əkʰɾoːʈ
اکھروٹی	əkʰɾoːʈiː
اکھلیش	əkʰɪleːʃ
اکھنڈ	əkʰəɳɖ
اکھڑ	əkʰːəɽ
اکھڑنا	ʊkʰəɽnɑː
اکہتر	ɪkɦət̪ːəɾ
اکیاسی	ɪkjɑːsiː
اکیانوے	ɪkjɑːnʋeː
اکیاون	ɪkjɑːʋən
اکیس	ɪkːiːs
اکیلا	əkeːlɑː
اکیلاپن	əkeːlɑːpən
اکیلی	əkeːliː
اکیلے	əkeːleː
اگاؤ	əɡɑːuː
اگانا	ʊɡɑːnɑː
اگاہنا	ʊɡɑːɦnɑː
اگر	əɡəɾ
اگربتی	əɡəɾbət̪ːiː
اگرتلا	əɡɾət̪lɑː
اگروال	əɡɾəʋɑːl
اگرچہ	əɡəɾt͡ʃeː
اگزام	ɪɡzɑːm
اگست	əɡəst̪
اگلا	əɡlɑː
اگلنا	ʊɡəlnɑː
اگلو	ɪɡluː
اگنا	ʊɡnɑː
اگنی	əɡnɪ
اگوا	əɡʊɑː
اگواڑا	əɡʋɑːɽɑː
اگواڑوں	əɡʋɑːɽoː̃
اگواڑے	əɡʋɑːɽeː
اگورنا	əɡoːɾnɑː
اگھانا	əɡʱɑːnɑː
اگیان	əd͡ʒɲɑːn
اہرام	əɦɾɑːm
اہل	ɛɦɛl
اہلیاؤ	əɦlʊjɑːoː
اہلیاؤں	əɦlʊjɑːoː̃
اہم	ɛɦɛm
اہمیت	əɦmɪjət̪
اہندی	əɦɪn̪d̪iː
اہنسا	əɦɪ̃sɑː
اہں	ɛɦɛ̃
اہیر	əɦiːɾ
اہیرن	əɦeːɾən
ایئرلائن	eːjəɾlɑːɪn
ایال	əjɑːl
ایام	ɪjjɑːm
ایانا	əjɑːnɑː
ایت	əjʊt̪
ایتوار	eːt̪ʋɑːɾ
ایتھنز	eːt̪ʰənz
ایتھوپیا	ɪt̪ʰɪjoːpɪjɑː
ایتھینس	eːt̪ʰeː̃s
ایجاد	iːd͡ʒɑːd̪
ایجنسی	eːd͡ʒeː̃siː
ایجنٹ	eːd͡ʒeːɳʈ
ایجیئن	iːd͡ʒɪjən
ایران	iːɾɑːn
ایرانی	iːɾɑːniː
ایرشا	iːɾʃɑː
ایرشاوان	iːɾʃɑːʋɑːn
ایرن	ɛːɾən
ایرکھا	iːɾkʰɑː
ایس	əjəs
ایسا	ɛːsɑː
ایسٹر	iːsʈəɾ
ایسٹونیا	eːsʈoːnɪjɑː
ایسپیرانتو	eːspeːɾɑːn̪t̪oː
ایسکیلیٹر	eːskeːleːʈəɾ
ایسی	ɛːsiː
ایسیٹون	eːsiːʈoːn
ایسے	ɛːseː
ایش	ɛːʃ
ایشور	iːʃʋəɾ
ایشیا	eːʃɪjɑː
ایشیائی	eːʃɪjɑːiː
ایلومینیم	ɛːljʊmɪnɪjəm
ایلچی	eːlt͡ʃiː
ایمان	iːmɑːn
ایماندار	iːmɑːnd̪ɑːɾ
ایمبولینس	eːmbʊleː̃s
ایمسٹرڈیم	ɛːmsʈəɾɖɛːm
ایموجی	ɪmoːd͡ʒiː
ایموشن	ɪmoːʃən
ایندھن	iːn̪d̪ʱən
اینٹ	iːɳʈ
اینٹھنا	ɛːɳʈʰənɑː
اینٹھو	ɛːɳʈʰuː
اینڈروئیڈ	eːɳɖɾɔːɪɖ
اینڈری	iːɳɖʊɾiː
اینیمے	ɛːnɪmeː
ایوب	əjjuːb
ایودھیا	əjoːd̪ʱjɑː
ایوگیہ	əjoːɡj
ایٹا	eːʈɑː
ایٹانگر	iːʈɑːnɡəɾ
ایڈز	eːɖs
ایڈوایزری	eːɖʋɑːjəzɾiː
ایڈیلیڈ	eːɖɪleːɖ
ایڑ	eːɽ
ایڑی	eːɽiː
ایک	eːk
ایکشن	iːkʃəɳ
ایکواڈور	ɪkʋɑːɖoːɾ
ایکڑ	eːkəɽ
ایکھ	iːkʰ
اے	ɛː
بؤا	buːɑː
با	bɑː
باؤتسن	bɑːʊt̪sən
باؤرا	bɑːʋɾɑː
باؤلا	bɑːʋlɑː
بائبل	bɑːɪbɪl
بائیس	bɑːiːs
بائیسکل	bɑːiːsə̲kəl
بائیں	bɑːeː̃
باب	bɑːb
بابا	bɑːbɑː
بابت	bɑːbət̪
بابر	bɑːbəɾ
بابل	bɑːbɪl
بابو	bɑːbuː
بات	bɑːt̪
باتچیت	bɑːt̪t͡ʃiːt̪
باتھروم	bɑːt̪ʰɾuːm
باتیں	bɑːt̪eː̃
باجا	bɑːd͡ʒɑː
باجرا	bɑːd͡ʒɾɑː
باجی	bɑːd͡ʒiː
باخ	bɑːx
باخدا	bɑːxʊd̪ɑː
بادام	bɑːd̪ɑːm
بادامی	bɑːd̪ɑːmiː
بادبان	bɑːd̪bɑːn
بادرنگ	bɑːd̪əɾənɡ
بادشاہ	bɑːd̪ʃɑːɦ
بادشاہت	bɑːd̪ʃɑːɦət̪
بادل	bɑːd̪əl
بادلو	bɑːd̪ə̲loː
بادلوں	bɑːd̪ə̲loː̃
بادھا	bɑːd̪ʱɑː
بادہ	bɑːd̪ɑ
بار	bɑːɾ
بارامبار	bɑːɾəmbɑːɾ
بارش	bɑːɾɪʃ
بارشوں	bɑːɾə̲ʃoː̃
بارشیں	bɑːɾə̲ʃeː̃
باروت	bɑːɾuːt̪
بارود	bɑːɾuːd̪
بارہ	bɑːɾəɦ
باری	bɑːɾiː
باریک	bɑːɾiːk
باز	bɑːz
بازار	bɑːzɑːɾ
بازو	bɑːzuː
بازوبند	bɑːzuːbən̪d̪
بازی	bɑːziː
بازیچہ	bɑːziːt͡ʃɑ
بازیگر	bɑːziːɡəɾ
باسمتی	bɑːsəmt̪iː
باسٹھ	bɑːsəʈʰ
باسی	bɑːsiː
باشندہ	bɑːʃɪn̪d̪ɑ
باغ	bɑːɣ
باغان	bɑːɣɑːn
باغبان	bɑːɣbɑːn
باغبانی	bɑːɣbɑːniː
باغیچہ	bɑːɣiːt͡ʃɑ
باقاعدہ	bɑːqɑːjd̪ɑ
باقی	bɑːqiː
بال	bɑːl
بالا	bɑːlɑː
بالش	bɑːlɪʃ
بالغ	bɑːlɪɣ
بالم	bɑːləm
بالو	bɑːluː
بالٹی	bɑːlʈiː
بالپن	bɑːlpən
بالک	bɑːlək
بالکل	bɪlkʊl
بالی	bɑːliː
بامھن	bɑːmɦən
بان	bɑːn
بانبی	bɑː̃biː
بانجھ	bɑː̃d͡ʒʱ
باندا	bɑːn̪d̪ɑː
باندرہ	bɑːn̪d̪ɾɑ
باندھ	bɑː̃d̪ʱ
باندھنا	bɑː̃d̪ʱnɑː
باندھو	bɑːn̪d̪ʱəʋ
بانس	bɑː̃s
بانسری	bɑː̃sʊɾiː
بانوے	bɑːnʋeː
بانٹنا	bɑːɳʈənɑː
بانچنا	bɑːɲt͡ʃənɑː
بانگ	bɑː̃ɡ
بانگی	bɑːnɡiː
بانہہ	bɑː̃ɦ
باوجود	bɑːʋd͡ʒuːd̪
باورچی	bɑːʋəɾt͡ʃiː
باون	bɑːʋən
باٹ	bɑːʈ
باپ	bɑːp
باپو	bɑːpuː
باچھ	bɑːt͡ʃʰ
باچھنا	bɑːt͡ʃʰnɑː
باڑ	bɑːɽ
باڑا	bɑːɽɑː
باڑهی	bɑːɽʱiː
باڑوانل	bɑːɽʋɑːnəl
باڑھ	bɑːɽʱ
باڑی	bɑːɽiː
باک	bɑːk
باکرہ	bɑːkɪɾɑ
باکو	bɑːkuː
باگپت	bɑːɡpət̪
باگھ	bɑːɡʱ
باہر	bɑːɦəɾ
باہری	bɑːɦɾiː
باہوبلی	bɑːɦʊbliː
بایاں	bɑːjɑː̃
بایفرینڈ	bɔːjəfɾeːɳɖ
بباد	bɪbɑːd̪
ببر	bəbəɾ
ببول	bəbuːl
ببھکشا	bʊbʱʊkʃɑː
بت	bət̪
بتا	bɪt̪ːɑː
بتانا	bət̪ɑːnɑː
بترا	bət̪ɾɑː
بتلانا	bət̪lɑːnɑː
بتی	bət̪ːiː
بتیس	bət̪ːiːs
بجائے	bəd͡ʒɑːj
بجانا	bəd͡ʒɑːnɑː
بجرا	bəd͡ʒɾɑː
بجرنگبالی	bəd͡ʒɾəŋɡəbliː
بجلی	bɪd͡ʒliː
بجلیاں	bəd͡ʒəlʊjɑː̃
بجلیوں	bəd͡ʒəlʊjoː̃
بجنا	bəd͡ʒnɑː
بجنور	bɪd͡ʒnɔːɾ
بجٹ	bəd͡ʒəʈ
بجھانا	bʊd͡ʒʱɑːnɑː
بجھنا	bʊd͡ʒʱnɑː
بجھکا	bɪd͡ʒʱʊknɑː
بجے	bəd͡ʒeː
بحث	bɛɦɛs
بحر	bɛɦɛɾ
بحران	boːɦɾɑːn
بحرین	bəɦɾiːn
بخار	bʊxɑːɾ
بخارا	bʊxɑːɾɑː
بخارسٹ	bʊxɑːɾeːsʈ
بخت	bəxt̪
بخرا	bəxɾɑː
بخش	bəxʃ
بخشش	bəxʃɪʃ
بخشنا	bəxʃənɑː
بخشى	bəxʃiː
بخوبی	bəxuːbiː
بخیر	bəxɛːɾ
بخیل	bəxiːl
بد	bəd̪
بدبد	bʊd̪bʊd̪
بدبدانا	bʊd̪bʊd̪ɑːnɑː
بدتر	bəd̪t̪əɾ
بدترین	bəd̪ət̪ɾiːn
بدتمیز	bəd̪ət̪miːz
بدتمیزی	bəd̪ət̪miːziː
بددعا	bəd̪ːʊɑː
بدر	bəd̪əɾ
بدصورت	bəd̪suːɾət̪
بدعتوں	bəd̪ʔət̪oː̃
بدل	bəd̪əl
بدلنا	bəd̪əlnɑː
بدلہ	bəd̪lɑ
بدمعاش	bəd̪mɑːʃ
بدمعاشوں	bəd̪məʔɑːʃoː̃
بدمعاشی	bəd̪mɑːʃiː
بدن	bəd̪ən
بدنام	bəd̪nɑːm
بدنامی	bəd̪nɑːmiː
بدنصیب	bəd̪nəsiːb
بدنوں	bəd̪noː̃
بدهانا	bəd̪ʱɑːnɑː
بدو	bəd̪ːuː
بدولت	bəd̪ɔːlət̪
بدچلن	bəd̪ət͡ʃlən
بدھ	bʊd̪ʱː
بدھائی	bəd̪ʱɑːiː
بدھرتا	bəd̪ʱɪɾt̪ɑː
بدھمان	bʊd̪ʱːɪmɑːn
بدھو	bʊd̪ʱːuː
بدھوار	bʊd̪ʱʋɑːɾ
بدھی	bʊd̪ʱːɪ
بدھیا	bəd̪ʱɪjɑː
بدی	bəd̪iː
بر	bəɾ
برآمد	bəɾɑːməd̪
برآمدہ	bəɾɑːmd̪ɑ
برا	bʊɾɑː
برائیا۔	bəɾɛːjɑː
برابر	bəɾɑːbəɾ
برابری	bəɾɑːbɾiː
برات	bəɾɑːt̪
براتیں	bəɾɑːt̪eː̃
براجنا	bɪɾɑːd͡ʒnɑː
برادر	bɪɾɑːd̪əɾ
برادران	bɪɾɑːd̪ɾɑːn
برازیل	bɾɑːzɪl
برامپٹن	bɾɛːmpəʈən
براہمن	bɾɑːɦməɳ
برباد	bəɾbɑːd̪
بربادی	bəɾbɑːd̪iː
برتاؤ	bəɾt̪ɑːʋ
برتن	bəɾt̪ən
برج	bʊɾd͡ʒ
برخاست	bəɾxɑːst̪
برخاستیں	bəɾəxɑːsət̪eː̃
برداشت	bəɾd̪ɑːʃt̪
برس	bəɾəs
برسات	bəɾsɑːt̪
برساتیں	bəɾəsɑːt̪eː̃
برسانا	bəɾsɑːnɑː
برسبین	bɾɪsbeːn
برسلز	bɾəsəlz
برسنا	bəɾəsnɑː
برسی	bəɾsiː
برسیاں	bəɾəsʊjɑː̃
برسیوں	bəɾəsʊjoː̃
برطانوی	bəɾt̪ɑː̃ʋiː
برغلانا	bəɾəɣlɑːnɑː
برف	bəɾf
برفانی	bəɾfɑːniː
برفی	bəɾfiː
برق	bəɾq
برقرار	bəɾəqɾɑːɾ
برقع	bʊɾqɑː
برلن	bəɾlɪn
برما	bəɾmɑː
برمنگھم	bəɾmɪŋɡʱəm
بروخے	bɾuːxeː
برودت	bəɾuːd̪ət̪
برونائی	bɾʊneːiː
برٹش	bɾɪʈɪʃ
برچھا	bəɾt͡ʃʰɑː
برچھی	bəɾt͡ʃʰiː
برچھیت	bəɾt͡ʃʰɛːt̪
برکات	bəɾə̲kɑːt̪
برکت	bəɾkət̪
برکتوں	bəɾkət̪oː̃
برکتیں	bəɾkət̪eː̃
برکنا	bʊɾəknɑː
برکھا	bəɾkʰɑː
برگزیدہ	bəɾɡəziːd̪ɑ
برہسپتی	bɾɪɦəspət̪ɪ
برہن	bɪɾɦən
بری	bəɾiː
بریانی	bɪɾjɑːniː
بریشال	bəɾɪʃɑːl
بریلی	bəɾeːliː
بزار	bəzɑːɾ
بزدل	bʊzd̪ɪl
بزرگ	bʊzʊɾɡ
بزم	bəzm
بس	bəs
بساہنا	bɪsɑːɦnɑː
بست	bəst̪
بستر	bɪst̪əɾ
بستہ	bəst̪ɑ
بستی	bəst̪iː
بستیاں	bəsət̪ʊjɑː̃
بستیو	bəsət̪ʊjoː
بستیوں	bəsət̪ʊjoː̃
بسرنا	bɪsəɾnɑː
بسنا	bəsnɑː
بسنت	bəsən̪t̪
بسندر	bəsən̪d̪əɾ
بسکٹ	bɪskʊʈ
بسیٹھ	bəsiːʈʰ
بشر	bəʃəɾ
بشیشن	bəʃeːʃən
بطخ	bət̪ːəkʰ
بطور	bət̪ɔːɾ
بعث	bəʔs
بعد	bɑːd̪
بعلبک	bəʔləbək
بغاوت	bəɣɑːʋət̪
بغداد	bəɣd̪ɑːd̪
بغل	bəɣəl
بغير	bəɣɛːɾ
بغیچہ	bəɣiːt͡ʃɑ
بقایا	bəqɑːjɑː
بقر	bəqəɾ
بقراط	bʊqɾɑːt̪
بقرعید	bəqɾiːd̪
بقرہ	bəqə̲ɾɑ
بقلاوہ	bəqlɑːʋɑ
بل	bəl
بلا	bʊlːɑː
بلانا	bʊlɑːnɑː
بلب	bəlb
بلبل	bʊlbʊl
بلبلا	bʊlbʊlɑː
بلبلو	bəlbəloː
بلبلوں	bəlbəloː̃
بلبلیدار	bʊlbʊleːd̪ɑːɾ
