آئي	aːiː
سرداري	sᵊɾd̪aːɾiː
سردي	sᵊɾd̪iː
سرر	sᵊɾɾɪ
سرس	sᵊɾsʊ
سرسائڻ	sᵊɾsaːɪɳʊ
سرسات	sʊɾsaːt̪ᵊ
سرسر	sʊɾsʊɾɪ
سرطان	sᵊɾt̪aːnʊ
سرفائتو	sᵊɾfaːɪt̪oː
سرفائي	sᵊɾfaːiː
سرفراز	sᵊɾfɪɾaːzʊ
سرفرازي	sᵊɾfɪɾaːziː
سرفو	sᵊɾfoː
سرل	sᵊɾlʊ
سرلائي	sᵊɾlaːiː
سرلو	sᵊɾloː
سرمائي	sʊɾmaːiː
سرمو	sʊɾmoː
سرميداڻي	sʊɾmeːd̪aːɳiː
سرنائي	sᵊɾnaːiː
سرنامو	sᵊɾnaːmoː
سرنايو	sᵊɾnaːjoː
سرنجا	sʊɾᵊɲd͡ʒaː̃
سرنجام	sᵊɾᵊɲd͡ʒaːmʊ
سرنمندري	sᵊɾᵊnɪmᵊnd̪ᵊɾiː
سرهائي	sʊɾᵊhaːiː
سرهائڻ	sᵊɾᵊhaːɪɳʊ
سرهال	sᵊɾhaːlʊ
سرهاڻ	sʊɾᵊhaːɳɪ
سرهجڻ	sᵊɾᵊhɪd͡ʒᵊɳʊ
سرهه	sᵊɾᵊhʊ
سرهو	sᵊɾᵊhoː
سرهي	sʊɾᵊhiː
سرهڻ	sɪɾᵊhᵊɳʊ
سرو	sᵊɾoː
سروسر	sᵊɾoːsᵊɾɪ
سروندو	sʊɾuːnd̪oː
سروٽو	sɪɾoːʈoː
سروپ	sᵊɾuːpʊ
سروپاهه	sᵊɾoːpaːhɪ
سري	sᵊɾiː
سريتي	sʊɾiːt̪iː
سرير	sᵊɾiːɾʊ
سريراگ	sɾiːɾaːɡʊ
سريوال	sɪɾeːʋaːlʊ
سرٽ	sᵊɾʈʊ
سرپاهه	sᵊɾpaːhɪ
سرپر	sʊɾpʊɾɪ
سرپوس	sᵊɾpoːsʊ
سرچائڻ	sᵊɾt͡ʃaːɪɳʊ
سرچيهه	sᵊɾt͡ʃiːhᵊ
سرچڻ	sᵊɾt͡ʃᵊɳʊ
سرڌا	sᵊɾd̪ʰaː
سرڌاوان	sᵊɾd̪ʰaːʋaːnʊ
سرکنڊ	sɪɾkʰᵊɳɖʊ
سرڪار	sᵊɾkaːɾɪ
سرڪردو	sɪɾkᵊɾd̪oː
سرڪسائي	sɪɾkɪsaːiː
سرڪمڪ	sᵊɾkᵊmᵊkᵊ
سرڪو	sɪɾkoː
سرڪڻ	sɪɾkᵊɳʊ
سرڪڻي	sɪɾkɪɳiː
سرگرم	sᵊɾɡᵊɾᵊmʊ
سرگس	sᵊɾɡᵊsɪ
سرڻ	sᵊɾᵊɳʊ
سزا	sᵊzaː
سزائتو	sᵊzaːɪt̪oː
سس	sᵊsʊ
سسائڻ	sʊsaːɪɳʊ
سست	sʊst̪ʊ
سسن	sʊsᵊnʊ
سسي	sɪsiː
سسپس	sʊspʊsɪ
سل	sᵊlʊ
سلارس	sᵊlaːɾᵊsɪ
سلام	sᵊlaːmʊ
سلامت	sᵊlaːmᵊt̪ᵊ
سلامتي	sᵊlaːmᵊt̪iː
سلامي	sᵊlaːmiː
سلتو	sᵊlt̪oː
سلتڙ	sʊlᵊt̪ᵊɽʊ
سلطان	sʊlt̪aːnʊ
سلفي	sʊlfiː
سلهاڙڻ	sᵊlhaːɽᵊɳʊ
سلهه	sʊlɪhʊ
سلهي	sʊlᵊhiː
سلهڙ	sᵊlhᵊɽᵊ
سلو	sᵊloː
سلونڻائي	sᵊluːɳɳaːiː
سلوڪ	sᵊloːkʊ
سليجيت	sɪliːd͡ʒiːt̪ʊ
سلڇڻو	sʊlᵊt͡ʃʰɪɳoː
سلڻ	sᵊlᵊɳʊ
سم	sᵊmᵊ
سما	sᵊmaː
سمائجڻ	sᵊmaːɪd͡ʒᵊɳʊ
سمائي	sᵊmaːiː
سمان	sᵊmaːnɪ
سماچار	sᵊmaːt͡ʃaːɾʊ
سماڌ	sᵊmaːd̪ʰɪ
سماڌي	sᵊmaːd̪ʰiː
سماڪ	sɪmaːkʊ
سمجھائڻ	sᵊmʊd͡ʒʰaːɪɳʊ
سمجھڻ	sᵊmʊd͡ʒʰᵊɳʊ
سمر	sᵊmᵊɾʊ
سمرادي	sᵊmʊɾaːd̪iː
سمرڻ	sʊmᵊɾᵊɳʊ
سمرڻي	sʊmᵊɾɳiː
سمن	sᵊmᵊnᵊ
سمند	sᵊmᵊnd̪ʊ
سمهارڻ	sʊmᵊhaːɾᵊɳʊ
سمهڻ	sʊmhᵊɳʊ
سمور	sᵊmuːɾʊ
سمورو	sᵊmuːɾoː
سمڪ	sᵊmᵊkᵊ
سمڻ	sɪmᵊɳʊ
سمڻو	sɪmɪɳoː
سن	sᵊnʊ
سنان	sᵊnaːnᵊ
سنب	sʊmbʊ
سنباهه	sᵊmbaːhʊ
سنباڻ	sᵊmbaːɳʊ
سنبت	sᵊmbᵊt̪ɪ
سنبهي	sᵊmbʊhiː
سنبهڻ	sᵊmbᵊhᵊɳʊ
سنبو	sʊmboː
سنبوسو	sᵊmboːsoː
سنبير	sᵊmbiːɾᵊ
سنت	sᵊnt̪ʊ
سنتوکڻ	sᵊnt̪oːkʰᵊɳʊ
سنج	sᵊɲd͡ʒᵊ
سنجاف	sɪɲd͡ʒaːfʊ
سنجتو	sᵊɲd͡ʒʊt̪oː
سنجم	sᵊɲd͡ʒᵊmʊ
سنجمي	sᵊɲd͡ʒᵊmiː
سنجيتو	sᵊɲd͡ʒeːt̪oː
سنجيلو	sᵊɲd͡ʒiːloː
سنجٽ	sᵊɲd͡ʒᵊʈᵊ
سنجٽائتو	sᵊɲd͡ʒᵊʈaːɪt̪oː
سنجھا	sᵊɲd͡ʒʰaː
سنجھو	sᵊɲd͡ʒʰoː
سند	sʊnd̪ʊ
سندائڻ	sᵊnd̪aːɪɳʊ
سنداس	sᵊnd̪aːsʊ
سندر	sʊnd̪ᵊɾʊ
سندرو	sᵊnd̪ɪɾoː
سندرڻ	sᵊnd̪ɪɾᵊɳʊ
سندم	sᵊnd̪ʊmɪ
سندو	sᵊnd̪oː
سنديهه	sᵊnd̪eːhʊ
سندڙو	sʊnd̪ɪɽoː
سنسئي	sᵊnsᵊiː
سنسار	sᵊnsaːɾʊ
سنساري	sᵊnsaːɾiː
سنسو	sᵊnsoː
سنهي	sᵊnᵊhiː
سنيتو	sʊniːt̪oː
سنٿا	sᵊnt̪ʰaː
سنڀئي	sᵊmbʰʊiː
سنڀار	sᵊmbʰaːɾᵊ
سنڀارڻ	sᵊmbʰaːɾᵊɳʊ
سنڀالو	sᵊmbʰaːluː
سنڀالڻ	sᵊmbʰaːlᵊɳʊ
سنڀرڻ	sᵊmbʰɪɾᵊɳʊ
سنچي	sᵊɲt͡ʃiː
سنڊر	sʊɳɖɪɾʊ
سنڌ	sᵊnd̪ʰɪ
سنڌائتو	sᵊnd̪ʰaːɪt̪oː
سنڌاڻي	sᵊnd̪ʰaːɳiː
سنڌر	sᵊnd̪ʰɪɾʊ
سنڌو	sᵊnd̪ʰoː
سنڌي	sɪnd̪ʰiː
سنڌڻ	sᵊnd̪ʰᵊɳʊ
سنڌڻي	sᵊnd̪ʰɪɳiː
سنڍ	sʊɳɖʰɪ
سنڍو	sʊɳɖʰoː
سنڍي	sʊɳɖʰiː
سنک	sᵊŋkʰʊ
سنکي	sᵊŋkʰiː
سنڪا	sᵊŋkaː
سنڪارجڻ	sʊŋkaːɾd͡ʒᵊɳʊ
سنڪت	sᵊŋkaːt̪ɪ
سنڪر	sᵊŋkᵊɾʊ
سنڪلپ	sᵊŋkᵊlpʊ
سنڪلپڻ	sᵊŋkᵊlpᵊɳʊ
سنڪٽ	sᵊŋkᵊʈʊ
سنگ	sᵊŋɡᵊ
سنگائتو	sᵊŋɡaːɪt̪oː
سنگائڻ	sᵊŋɡaːɪɳʊ
سنگاهڻ	sᵊŋɡaːhᵊɳʊ
سنگت	sᵊŋɡᵊt̪ɪ
سنگتي	sᵊŋɡᵊt̪iː
سنگجرا	sᵊŋɡd͡ʒᵊɾaː
سنگرال	sɪŋɡɪɾaːlɪ
سنگرانت	sᵊŋɡɾaːnt̪ɪ
سنگرو	sɪŋɡɪɾoː
سنگي	sᵊŋɡiː
سنگچور	sᵊŋɡt͡ʃuːɾʊ
سنگڻ	sᵊŋɡᵊɳʊ
سنگھا	sᵊŋɡʰaː
سنگھار	sᵊŋɡʰaːɾᵊ
سنگھر	sᵊŋɡʰᵊɾᵊ
سنگھري	sᵊŋɡʰɪɾiː
سنگھي	sᵊŋɡʰiː
سنگھڻ	sʊŋɡʰᵊɳʊ
سهائتو	sᵊhaːɪt̪aː
سهائو	sᵊhaːoː
سهائي	sᵊhaːiː
سهائڻ	sᵊhaːɪɳʊ
سهارو	sʊhaːɾoː
سهاري	sʊhaːɾiː
سهانجو	sʊhaːɲd͡ʒoː
سهانجڙو	sʊhaːɲd͡ʒɪɽoː
سهانگائي	sᵊhaːŋɡaːiː
سهانگو	sᵊhaːŋɡoː
سهتو	sʊhʊt̪oː
سهج	sᵊhᵊd͡ʒʊ
سهجو	sʊhɪd͡ʒoː
سهجي	sᵊhᵊd͡ʒiː
سهر	sɪhɪɾʊ
سهرو	sᵊhʊɾoː
سهس	sᵊhᵊsʊ
سهسائڻ	sᵊhᵊsaːɪɳʊ
سهماڻي	sʊhʊmaːɳiː
سهنج	sᵊhᵊɲd͡ʒʊ
سهنجائي	sᵊhᵊɲd͡ʒaːiː
سهنجو	sᵊhᵊɲd͡ʒoː
سهندو	sᵊhᵊnd̪oː
سهنگائي	sᵊhᵊŋɡaːiː
سهنگو	sᵊhᵊŋɡoː
سهه	sᵊhᵊ
سهو	sᵊhuː
سهيلائي	sʊheːlaːiː
سهيلو	sʊheːloː
سهيلي	sᵊheːliː
سهيڙ	sᵊheːɽᵊ
سهيڙڻ	sᵊheːɽᵊɳʊ
سهٽ	sᵊhᵊʈᵊ
سهٽڻو	sᵊhᵊʈɪɳoː
سهڙڻ	sᵊhᵊɽᵊɳʊ
سهڪو	sᵊhᵊkoː
سهڪڻ	sᵊhᵊkᵊɳʊ
سهڻ	sᵊhᵊɳʊ
سهڻائي	sʊ̃hʊɳaːiː
سهڻو	sᵊhɪɳoː
سهڻي	sᵊhᵊɳiː
سوئر	sʊəɾʊ
سوئيرو	soːiːɾoː
سوئڻ	soːɪɳʊ
سوئڻي	soːɪɳiː
سوار	sʊaːɾʊ
سواري	sʊaːɾiː
سوال	sʊaːlʊ
سوالي	sʊaːliː
سوانبرائي	sʊaːmbᵊɾaːiː
سوانري	sʊaːnɾiː
سوتڪ	suːt̪ᵊkʊ
سوتڪجڻ	suːt̪ᵊkɪd͡ʒᵊɳʊ
سوتڪي	suːt̪ᵊkiː
سوجن	suːd͡ʒᵊnʊ
سوجني	suːd͡ʒɪniː
سوجھ	soːd͡ʒʰɪ
سوجھرو	soːd͡ʒʰɪɾoː
سوجھو	soːd͡ʒʰuː
سوجھڻ	soːd͡ʒʰᵊɳʊ
سود	suːd̪ʊ
سودائي	sɔːd̪aːiː
سودائڪو	sɔːd̪aːɪkoː
سوداگر	sɔːd̪aːɡᵊɾʊ
سوداگري	sɔːd̪aːɡᵊɾiː
سودو	sɔːd̪oː
سور	suːɾʊ
سوراٽجڻ	suːɾaːʈɪd͡ʒᵊɳʊ
سورج	suːɾd͡ʒʊ
سورداس	suːɾd̪aːsʊ
سورماڻو	suːɾmaːɳoː
سورمو	suːɾmoː
سورهائي	suːɾɪhaːiː
سورهه	suːɾɪhʊ
سورو	suːɾoː
سوري	suːɾiː
سورٺ	soːɾᵊʈʰɪ
سورڻ	suːɾᵊɳʊ
سوز	soːzʊ
سوزائتو	soːzaːɪt̪oː
سوس	soːsɪ
سوسائتو	soːsaːɪt̪oː
سوسنو	soːsɪnoː
سوسوري	suːsuːɾiː
سوسي	suːsiː
سوسڪ	suːsᵊkᵊ
سول	suːlʊ
سولائتو	suːlaːɪt̪oː
سولت	suːlᵊt̪ᵊ
سولي	suːliː
سومتي	suː̃mᵊt̪iː
سونجھه	suːɲd͡ʒʰᵊ
سونپ	sɔːmpᵊ
سونپڻ	sɔːmpᵊɳʊ
سونڍ	suːɳɖʰɪ
سونگو	suːŋɡoː
سونڻ	soːɳɳʊ
سونڻائتو	soːɳɳaːɪt̪oː
سونڻي	soːɳɳiː
سوهي	suːhiː
سوٽ	suːʈᵊ
سوٽهڙ	suːʈᵊhᵊɽʊ
سوٽو	soːʈoː
سوٽي	soːʈiː
سوٽڻ	sʊʈᵊɳʊ
سوپارو	soːpaːɾoː
سوپاري	soːpaːɾiː
سوپارڻ	soːpaːɾᵊɳʊ
سوپيري	sɔːpeːɾiː
سوٿي	suːt̪ʰiː
سوڀ	soːbʰᵊ
سوڀائتو	soːbʰaːɪt̪oː
سوڀارو	soːbʰaːɾoː
سوڀڻ	soːbʰᵊɳʊ
سوچي	soːt͡ʃiː
سوچڪو	soːt͡ʃɪkoː
سوچڻ	soːt͡ʃᵊɳʊ
سوڌ	soːd̪ʰᵊ
سوڌو	suːd̪ʰoː
سوڌڻ	soːd̪ʰᵊɳʊ
سوڍل	soːɖʰᵊlɪ
سوڙهه	suːɽhᵊ
سوڙهو	soːɽhoː
سوڙهي	suːɽhiː
سوکو	sɔːkʰoː
سوکڙي	suːkʰɪɽiː
سوڪ	soːkɪ
سوڪهڙو	soːkᵊhᵊɽoː
سوڪهڙي	soːkᵊhᵊɽiː
سوڪڙو	soːkɪɽoː
سوگ	suːɡᵊ
سوگھو	soːɡʰoː
سوڻو	suːɳoː
سيئو	siːoː
سيئڻ	seːɪɳʊ
سياخور	sɪaːxoːɾɪ
سيارو	sɪaːɾoː
سياري	sɪaːɾiː
سيارڻي	sʊaːɾᵊɳiː
سيال	sɪaːlʊ
سياندري	sɪaːnd̪ɪɾiː
سياندو	sɪaːnd̪oː
سيانرجڻ	sɪaːnɾd͡ʒᵊɳʊ
سياٽجڻ	sɪaːʈɪd͡ʒᵊɳʊ
سياڪو	sɪaːkoː
سياڻو	sɪaːɳoː
سياڻپ	sɪaːɳᵊpᵊ
سيبائڻ	siːbaːɪɳʊ
سيبو	seːboː
سيبڻ	seːbᵊɳɪ
سيتارامي	siːt̪aːɾaːmiː
سيتانگ	siːt̪aːŋɡʊ
سيتاڦل	siːt̪aːpʰᵊlʊ
سيتل	siːt̪ᵊlʊ
سيتلا	siːt̪ᵊlaː
سيتلچيني	siːt̪ᵊlt͡ʃiːniː
سيج	seːd͡ʒᵊ
سيجا	seːd͡ʒaː
سيداڻي	sᵊiːd̪aːɳiː
سير	siːɾᵊ
سيرائي	siːɾaːiː
سيراندي	seːɾaːnd̪iː
سيراڻ	siːɾaːɳɪ
سيرو	siːɾoː
سيري	seːɾiː
سيرڪ	seːɾᵊkʊ
سيرڻ	seːɾᵊɳʊ
سيرڻي	seːɾɪɳiː
سيسا	seːsaː
سيسر	seːsᵊɾʊ
سيل	siːlʊ
سيلاپڻ	seːlaːpᵊɳʊ
سيلهه	seːlhʊ
سيلهوڙو	seːlhuːɽoː
سيلهي	seːlhiː
سيم	siːmᵊ
سيمو	seːmoː
سينهي	seːnhiː
سينو	siːnoː
سينڌ	siːnd̪ʰɪ
سينڌو	seːnd̪ʰoː
سينڪي	siːŋkiː
سينگار	siːŋɡaːɾʊ
سينگارائتو	siːŋɡaːɾaːɪt̪oː
سينگارڻ	siːŋɡaːɾᵊɳʊ
سيوا	seːʋaː
سيوي	siːʋiː
سيوڙو	seːʋɪɽoː
سيوڪ	seːʋᵊkʊ
سيوڻ	seːʋᵊɳʊ
سيٺ	seːʈʰɪ
سيٽ	siːʈᵊ
سيٽجڻ	siːʈɪd͡ʒᵊɳʊ
سيٽڻ	siːʈᵊɳʊ
سيپارو	siːpaːɾoː
سيچاڻو	siːt͡ʃaːɳoː
سيڌو	siːd̪ʰoː
سيڙ	siːɽᵊ
سيڙائڻ	siːɽaːɪɳʊ
سيڙاڻو	siːɽaːɳoː
سيڙجڻ	siːɽɪd͡ʒᵊɳʊ
سيڙهه	seːɽhᵊ
سيڙهو	seːɽhoː
سيڙهي	seːɽhiː
سيڙڻ	siːɽᵊɳʊ
سيڦو	siːpʰoː
سيکارڻ	seːkʰaːɾᵊɳʊ
سيکت	seːkʰᵊt̪ɪ
سيڪ	seːkʊ
سيڪو	seːkoː
سيڪڙو	sɛːkɪɽoː
سيڪڻ	seːkᵊɳʊ
سيڱاري	siːŋaːɾiː
سيڻ	siːɳᵊ
سيڻيٽ	seːɳiːʈʊ
سيڻپو	seːɳpoː
سيڻڪو	seːɳkoː
سٺ	sᵊʈʰɪ
سٺائتو	sᵊʈʰaːɪt̪oː
سٺهوڻ	sᵊʈʰɪhuːɳɪ
سٺهوڻو	sᵊʈʰɪhuːɳoː
سٺو	sᵊʈʰoː
سٺڻ	sɪʈʰᵊɳʊ
سٺڻو	sɪʈʰɪɳoː
سٽ	sᵊʈᵊ
سٽائتو	sɪʈaːɪt̪oː
سٽائڻ	sʊʈaːɪɳʊ
سٽاڻي	sᵊʈaːɳiː
سٽو	sᵊʈoː
سٽي	sᵊʈiː
سٽڪو	sᵊʈkoː
سٽڻ	sᵊʈᵊɳʊ
سٽڻي	sᵊʈɪɳiː
سپ	sᵊpʊ
سپارڻ	sʊpaːɾᵊɳʊ
سپاهه	sɪpaːhʊ
سپاهي	sɪpaːhiː
سپاڙو	sᵊpaːɽoː
سپت	sʊpᵊt̪ɪ
سپر	sɪpᵊɾᵊ
سپري	sʊpɪɾiː
سپنو	sʊpᵊnoː
سپيرو	sʊpeːɾoː
سپٽ	sᵊpʊʈʊ
سپٽو	sᵊpʊʈoː
سپڙو	sᵊpɪɽoː
سپڪ	sʊpᵊkʊ
سٿ	sᵊt̪ʰᵊ
سٿاڻي	sᵊt̪ʰaːɳiː
سٿر	sᵊt̪ʰᵊɾᵊ
سٿرو	sʊt̪ʰɪɾoː
سٿو	sᵊt̪ʰoː
سٿڻ	sᵊt̪ʰᵊɳʊ
سٿڻي	sᵊt̪ʰɪɳiː
سڀ	sᵊbʰʊ
سڀئمردانو	sʊbʰʊəmᵊɾd̪aːnoː
سڀئڪو	sʊbʰʊəkoː
سڀاڻو	sʊbʰaːɳoː
سڀو	sʊbʰuː
سڀوئي	sᵊbʰoːiː
سڃ	sʊɲᵊ
سڃائي	sʊɲaːiː
سڃاتو	sʊɲaːt̪oː
سڃاڻڻ	sʊɲaːɳᵊɳʊ
سڃو	sʊɲoː
سڃڻ	sᵊɲᵊɳʊ
سچ	sᵊt͡ʃʊ
سچائتو	sᵊt͡ʃaːɪt̪oː
سچار	sᵊt͡ʃaːɾʊ
سچو	sᵊt͡ʃoː
سچي	sᵊt͡ʃiː
سچيت	sʊt͡ʃeːt̪ʊ
سڌ	sᵊd̪ʰᵊ
سڌائتو	sᵊd̪ʰaːɪt̪oː
سڌائي	sɪd̪ʰaːiː
سڌاتورو	sᵊd̪ʰaːt̪uːɾoː
سڌار	sʊd̪ʰaːɾᵊ
سڌارو	sᵊd̪ʰaːɾoː
سڌارڻ	sɪd̪ʰaːɾᵊɳʊ
سڌاڻو	sɪd̪ʰaːɳoː
سڌرائي	sᵊd̪ʰᵊɾaːiː
سڌرڻ	sʊd̪ʰɪɾᵊɳʊ
سڌو	sɪd̪ʰoː
سڌي	sɪd̪ʰiː
سڌير	sʊd̪ʰiːɾʊ
سڙهه	sɪɽᵊhʊ
سڙڻ	sᵊɽᵊɳɪ
سڙڻي	sᵊɽɳiː
سڦرائي	sᵊpʰɪɾaːiː
سڦرو	sᵊpʰɪɾoː
سڦلائي	sɪpʰɪlaːiː
سڦلو	sɪpʰɪloː
سک	sᵊkʰʊ
سکا	sʊkʰaː
سکائڻ	sɪkʰaːɪɳʊ
سکان	sʊkʰaːnʊ
سکاني	sʊkʰaːniː
سکاڻي	sɪkʰaːɳiː
سکر	sᵊkʰᵊɾᵊ
سکرائتو	sᵊkʰᵊɾaːɪt̪oː
سکرائي	sᵊkʰᵊɾaːiː
سکمڙد	sʊkʰᵊmᵊɽd̪ʊ
سکن	sʊkʰɪnʊ
سکو	sʊkʰoː
سکي	sɪkʰiː
سکپال	sʊkʰpaːlʊ
سکڻ	sɪkʰᵊɳʊ
سکڻائي	sᵊkʰɪɳaːiː
سکڻو	sᵊkʰɪɳoː
سکڻي	sɪkʰɪɳiː
سڪ	sɪkᵊ
سڪائتو	sɪkaːɪt̪oː
سڪائڻ	sɪkaːɪɳʊ
سڪارڻ	sᵊkaːɾᵊɳʊ
سڪر	sᵊkᵊɾᵊ
سڪرات	sᵊkɪɾaːt̪ᵊ
سڪرت	sʊkɪɾt̪ʊ
سڪرتي	sʊkɪɾt̪iː
سڪرم	sʊkᵊɾmʊ
سڪو	sᵊkoː
سڪي	sʊkiː
سڪيلڌو	sɪkiːlᵊd̪ʰoː
سڪڻ	sɪkᵊɳʊ
سڪڻو	sɪkɪɳoː
سگتو	sᵊɡᵊt̪oː
سگھائجڻ	sᵊɡʰaːɪd͡ʒᵊɳʊ
سگھائي	sɪɡʰaːiː
سگھارو	sᵊɡʰaːɾoː
سگھرو	sᵊɡʰɪɾoː
سگھه	sᵊɡʰᵊ
سگھو	sᵊɡʰoː
سگھڙائي	sʊɡʰᵊɽaːiː
سگھڻ	sᵊɡʰᵊɳʊ
سڱ	sᵊŋʊ
سڱائتو	sᵊŋaːɪt̪oː
سڱائڻ	sᵊŋaːɪɳʊ
سڱاري	sɪŋaːɾiː
سڱر	sᵊŋᵊɾʊ
سڱري	sɪŋɪɾiː
سڱي	sɪŋiː
سڱيڻو	sᵊŋiːɳoː
سڱڻ	sᵊŋᵊɳʊ
سڻ	sɪɳʊ
سڻائي	sᵊɳaːiː
سڻوپرو	sᵊɳoːpɾoː
سڻي	sɪɳiː
سڻڀ	sᵊɳɪbʰʊ
سڻڀو	sᵊɳbʰoː
سڻڪ	sɪɳɪkᵊ
سڻڪجڻ	sᵊɳkɪd͡ʒᵊɳʊ
سڻڪڻ	sɪɳkᵊɳʊ
سڻڻ	sʊɳᵊɳʊ
سڻڻي	sʊɳaːɳiː
شاخ	ʃaːxᵊ
شادمانو	ʃaːd̪maːnoː
شادي	ʃaːd̪iː
شاعر	ʃaːɪɾʊ
شال	ʃaːlᵊ
شالور	ʃaːluːɾʊ
شام	ʃaːmᵊ
شامل	ʃaːmɪlʊ
شان	ʃaːnʊ
شانائتو	ʃaːnaːɪt̪oː
شاندار	ʃaːnd̪aːɾʊ
شاني	ʃaːniː
شانکت	ʃaːŋkʰᵊt̪ᵊ
شاهاڻو	ʃaːhaːɳoː
شاهبوم	ʃaːhᵊbuːmʊ
شاهترو	ʃaːhᵊt̪ʊɾoː
شاهد	ʃaːhɪd̪ʊ
شاهدي	ʃaːhɪd̪iː
شاهل	ʃaːhᵊlʊ
شاهه	ʃaːhʊ
شاهو	ʃaːhuː
شاهوڪار	ʃaːhuːkaːɾʊ
شاهوڪاري	ʃaːhuːkaːɾiː
شاهي	ʃaːhiː
شاهين	ʃaːhiːnᵊ
شاهينگ	ʃaːhiːŋɡʊ
شاگڙد	ʃaːɡɪɽd̪ʊ
شاگڙدي	ʃaːɡɪɽd̪iː
شبد	ʃᵊbd̪ʊ
شبو	ʃʊboː
شبڪو	ʃᵊbɪkoː
شت	ʃᵊt̪ᵊ
شترمرغ	ʃʊt̪ɪɾmʊɾɣʊ
شدو	ʃᵊd̪oː
شر	ʃɪɾʊ
شراب	ʃᵊɾaːbʊ
شرابي	ʃᵊɾaːbiː
شرابپڻو	ʃᵊɾaːbɪpᵊɳoː
شراڪتي	ʃᵊɾaːkᵊt̪iː
شربت	ʃᵊɾbᵊt̪ʊ
شرط	ʃᵊɾt̪ᵊ
شرطائو	ʃᵊɾt̪aːuː
شرع	ʃᵊɾaː
شرعي	ʃᵊɾᵊiː
شرم	ʃᵊɾᵊmʊ
شرمائتو	ʃᵊɾmaːɪt̪oː
شرمائجڻ	ʃᵊɾmaːɪd͡ʒᵊɳʊ
شرمائڻ	ʃᵊɾmaːɪɳʊ
شرنائي	ʃᵊɾnaːiː
شرنايو	ʃᵊɾnaːjoː
شروع	ʃʊɾuː
شري	ʃɾiː
شرير	ʃᵊɾiːɾʊ
شريراگ	ʃɾiːɾaːɡʊ
شريڪ	ʃᵊɾiːkʊ
شريڪا	ʃᵊɾiːkaː
شريڪاڻو	ʃᵊɾiːkaːɳoː
شرڙي	ʃɪɾɽiː
شطرنج	ʃᵊt̪ɾᵊɲd͡ʒɪ
شفتالو	ʃᵊft̪aːluː
شفيع	ʃᵊfiː
شلي	ʃʊliː
شم	ʃᵊmᵊ
شما	ʃᵊmaː
شمرو	ʃɪmɪɾoː
شمشي	ʃᵊmʃiː
شمعدان	ʃᵊmaːd̪aːnʊ
شنشچر	ʃᵊnɪʃt͡ʃᵊɾʊ
شنگرف	ʃɪŋɡɪɾɪfʊ
شنگرفي	ʃɪŋɡɪɾɪfiː
شهباز	ʃᵊhᵊbaːzʊ
شهتوت	ʃᵊhᵊt̪uːt̪ʊ
شهتير	ʃᵊhᵊt̪iːɾʊ
شهر	ʃᵊhᵊɾʊ
شهرتو	ʃᵊhᵊɾᵊt̪uː
شهريچو	ʃᵊhᵊɾeːt͡ʃoː
شهزادو	ʃᵊhᵊzaːd̪oː
شهه	ʃᵊhᵊ
شهود	ʃᵊhoːd̪ʊ
شهور	ʃᵊhuːɾʊ
شهوٽ	ʃᵊhuːʈᵊ
شهپر	ʃᵊhᵊpᵊɾʊ
شوخ	ʃoːxʊ
شور	ʃoːɾʊ
شورائي	ʃoːɾaːiː
شورجڻ	ʃoːɾd͡ʒᵊɳʊ
شوري	ʃoːɾiː
شونڪار	ʃɔːŋkaːɾʊ
شوڪارو	ʃuːkaːɾoː
شوڪارڻ	ʃuːkaːɾᵊɳʊ
شوڪو	ʃuːkoː
شوڪڻ	ʃuːkᵊɳʊ
شيخ	ʃiːxᵊ
شيخي	ʃeːxiː
شيدي	ʃiːd̪iː
شير	ʃeːɾʊ
شيرازي	ʃiːɾaːziː
شيردان	ʃiːɾd̪aːnʊ
شيرو	ʃeːɾoː
شيري	ʃiːɾiː
شيرڻي	ʃiːɾɳiː
شيشم	ʃiːʃᵊmʊ
شيشو	ʃiːʃoː
شيشي	ʃiːʃiː
شيطان	ʃɛːt̪aːnʊ
شيطاني	ʃɛːt̪aːniː
شيل	ʃɛːlʊ
شيهو	ʃiːhoː
شيڪشڻ	ʃiːkɪʃɳʊ
شيڪلو	ʃiːkɪloː
شيڪڻ	ʃiːkᵊɳʊ
شپبان	ʃᵊpᵊbaːnʊ
شکا	ʃᵊkʰaː
شکاوت	ʃᵊkʰaːʋᵊt̪ᵊ
شکي	ʃᵊkʰiː
شڪ	ʃᵊkʊ
شڪائڻ	ʃᵊkaːɪɳʊ
شڪار	ʃɪkaːɾʊ
شڪاري	ʃɪkaːɾiː
شڪارگاهه	ʃɪkaːɾɡaːhʊ
شڪر	ʃᵊkᵊɾᵊ
شڪرتوتي	ʃᵊkᵊɾt̪uːt̪iː
شڪرو	ʃɪkɪɾoː
شڪريتوت	ʃᵊkɪɾiːt̪uːt̪ʊ
شڪس	ʃᵊksʊ
شڪل	ʃɪkɪlɪ
شڪنجو	ʃɪkᵊɲd͡ʒoː
شڪي	ʃᵊkiː
شڪيلو	ʃᵊkeːloː
شگڙدي	ʃᵊɡɪɽd̪iː
صابڻ	saːbʊɳʊ
صاحب	saːhɪbʊ
صاحباڻو	saːhɪbaːɳoː
صاحبزادو	saːhɪbzaːd̪oː
صاحبي	saːhɪbiː
صاف	saːfʊ
صالاحڻ	saːlaːhᵊɳʊ
صبحڻو	sʊbᵊhᵊɳoː
